"module_number"	"module_name"	"x101w10"	"x101w5"	"x102w10"	"x102w5"	"x103w10"	"x103w5"	"x104w10"	"x104w5"	"x105w10"	"x105w5"	"x106w10"	"x106w5"	"x109w10"	"x109w5"	"x110w10"	"x110w5"	"x113w10"	"x113w5"	"x115w10"	"x116w10"	"x116w5"	"x117w10"	"x117w5"	"x119w10"	"x119w5"	"x121w10"	"x121w5"	"x122w10"	"x122w5"	"x124w10"	"x124w5"	"x125w10"	"x125w5"	"x126w10"	"x126w5"	"x128w10"	"x128w5"	"x130w10"	"x130w5"	"x131w10"	"x131w5"	"x132w10"	"x132w5"	"x133w10"	"x133w5"	"x134w10"	"x134w5"	"x135w10"	"x135w5"	"x136w10"	"x136w5"	"x137w10"	"x137w5"	"x201w10"	"x201w5"	"x202w10"	"x202w5"	"x204w10"	"x204w5"	"x207w10"	"x207w5"	"x208w10"	"x208w5"	"x209w10"	"x209w5"	"x211w10"	"x211w5"	"x212w10"	"x212w5"	"x213w10"	"x213w5"	"x216w10"	"x216w5"	"x217w10"	"x217w5"	"x218w10"	"x218w5"	"x219w10"	"x219w5"	"x221w10"	"x221w5"	"x223w10"	"x223w5"	"x224w10"	"x224w5"	"x225w10"	"x225w5"	"x226w10"	"x226w5"	"x227w10"	"x227w5"	"x228w10"	"x228w5"	"x231w10"	"x231w5"	"x232w10"	"x232w5"	"x233w10"	"x233w5"	"x234w10"	"x234w5"	"x235w10"	"x235w5"	"x236w10"	"x236w5"	"x237w10"	"x237w5"	"x238w10"	"x238w5"	"x239w10"	"x239w5"	"x241w10"	"x243w10"	"x243w5"	"x245w10"	"x245w5"	"x246w10"	"x246w5"	"x247w10"	"x247w5"	"x248w10"	"x248w5"	"x250w10"	"x250w5"	"x251w10"	"x251w5"	"x252w10"	"x252w5"	"x302w10"	"x302w5"	"x303w10"	"x303w5"	"x304w10"	"x304w5"	"x305w10"	"x305w5"	"x306w10"	"x306w5"	"x308w10"	"x308w5"	"x310w10"	"x310w5"	"x311w5"	"x312w10"	"x312w5"	"x314w10"	"x314w5"	"x315w10"	"x315w5"	"x401w10"	"x401w5"	"x402w10"	"x402w5"	"x405w10"	"x405w5"	"x407w10"	"x407w5"	"x408w10"	"x408w5"	"x409w10"	"x409w5"	"x412w10"	"x412w5"	"x413w10"	"x413w5"	"x419w10"	"x419w5"	"x420w10"	"x420w5"	"x421w10"	"x421w5"	"x422w10"	"x423w10"	"x423w5"	"x435w10"	"x435w5"	"x436w10"	"x436w5"	"x438w10"	"x438w5"	"x439w10"	"x439w5"	"x501w10"	"x501w5"	"x503w10"	"x503w5"	"x506w10"	"x506w5"	"x104dam"	"x105dam"	"x106dam"	"x107dam"	"x110dam"	"x111dam"	"x113dam"	"x114dam"	"x115dam"	"x115w5repeat"	"x116dam"	"x117dam"	"x118dam"	"x119dam"	"x120dam"	"x121dam"	"x122dam"	"x123dam"	"x124dam"	"x125dam"	"x126dam"	"x127dam"	"x128dam"	"x129dam"	"x130dam"	"x131dam"	"x133dam"	"x135dam"	"x136dam"	"x241w5repeat"	"x311w10pos"	"x422w5repeat"	"x507w10"	"x507w5"	"x508w10"	"x508w5"	"xnegblank"
"MGB049"	"Tryptophan degradation"	14293.82	12243.35	5628.31	5664.56	7894.4	5889.92	15721.05	11724.27	13071.67	14521.38	11221.38	6604	11367.5	15745.53	27642.57	19331.86	12122.32	6602.2	1157.97	10728	5131.63	3327.36	2560.23	17193.65	3733.42	3575.45	2147.78	3156.07	815.14	5567.76	483.4	3927	7459.44	3234.69	6313.23	8301.33	6511.67	11962.33	7830.5	10983.83	5807.83	8393.17	14705	12763.67	25582	13989.7	2702.5	11357.07	6883.63	13403.83	9303.5	20948.67	5273.83	559.3	2512.83	12053.33	1605.7	3494.96	3441.7	2115.4	2024.5	6390.53	3290.3	1683.77	8365.87	17094.43	7521.87	8244.6	8435.37	4078.53	10026.5	7008.73	13040.7	12877.83	13232	5494.57	8570.77	12612.27	7670.23	2885.23	10126.5	2164.47	3674.9	15589.14	3940.4	12809.83	8007.96	2183.08	9075.4	7781.47	8830.09	2490.72	1792.98	982.43	5298.9	5267.22	2931.46	2599.2	2537.69	3439.03	2877.01	353.34	2240.77	1713	1762.5	514.1	4706.17	1681.5	2403.53	2376.65	2242.93	2054.64	1170.53	4157.67	1525.67	3947.07	3621.07	2797.33	5209.37	3957.83	13197.1	3171.7	3956.93	3372.47	10066.4	3635.3	10212.73	7014.67	19992.7	16566.12	10944	15771.18	10577.4	6342.4	7754.35	5663.97	5418.18	5005.71	6492.74	11758.97	2475.64	14230.65	3901.9	1398.3	3011.43	959	4748	954.43	5321.43	3506.9	7370.94	3206.16	5689.3	11438.94	8112.2	6052.03	5227.54	6793.24	6609.17	36853.47	4327.33	32915.33	6347.33	12620.26	6845.17	10990.33	11050.97	8967.97	13706.9	6606.93	11478.57	3216.97	25672.35	6122.6	20527.07	7353.63	20147.64	4447.8	21367.5	6110.7	10139.8	5951.53	14808.1	11938.45	15113.71	9164.77	42876.73	7465.15	1580.71	2518.59	1092.97	4066.67	4327.16	8181.1	1981.92	2855.03	8099.12	1436.13	7682.53	2983.93	247.57	865.13	1310.22	1176.46	2887.82	4117.63	3135.77	1884.66	2263.25	1119.24	1397	3942.77	5277.36	3814.1	4519.7	8306.99	1195.24	1041.37	4106.94	2661.58	3240.57	3113.93	5478.12	3641.25	NA
"MGB006"	"Glutamate synthesis I"	95057.39	100000.37	55431.46	81518.96	44062.13	48231.84	77603.02	61995.95	66718.67	71653.18	101514.68	48678.75	76164.17	38804.06	179890.14	50035.06	110637.46	44642.23	10195.27	52989.25	26080.68	15983.14	16462.96	58986.88	13202.75	22956.4	16928.23	23060.14	14392.28	33390.02	4049.05	32391.17	44392.04	20494.71	48388.46	25398.08	47314.33	33769.83	45129	30184.58	35240.17	30217.5	43731	28689.92	52320.75	51920.15	48317.58	54958.22	55294.6	48252.83	29452.83	84737.09	22728.83	2962.6	17894.08	52700.33	12019.65	16834.34	31315.57	23271.3	11405.25	43899.48	25254.85	10032.54	65484.66	55072.95	48857.65	39368.03	31062.82	12794.81	33977.59	23522.05	30161.31	45918.66	40571	24048.72	39079.04	54218.63	42214.54	14554.97	58219.09	18859.44	37698.13	88116.69	28025.88	97158.75	61653.93	15272.08	84628.22	64605.35	42485.19	35044.43	27849.62	23189.11	42879.55	62512.94	27961.51	51899.82	35949.47	58758.56	25014.27	8966.67	24792.45	30359.25	19811.09	12370.28	44604.59	60579.17	35882.81	87337.22	25718.44	101758.28	33309.23	17274.67	7165.83	27760.72	32526.8	19006.08	34740.91	21305.08	105163.87	25533.15	25297.95	16626.85	80095.88	17457.1	61754.05	36754.72	71462.65	50832.9	67474.08	46604.77	54419.63	20241.8	34389.04	19830.35	40133.78	29942.25	30831.64	36917.52	15439.36	28066.63	38588.22	9552.35	17022.86	6654.75	26533.67	9347.45	32462.36	25497.96	41167.04	27330.32	50332.1	45850.71	40410.48	38188.39	26111.41	35833.06	33598.67	145289.52	26905.24	116804.91	55565.33	47408.52	41426.34	33123.33	36355.44	49106.19	135717.13	34001.45	35700.97	30092.44	233855.28	38093.95	80214.97	54931.69	86133.53	45175.85	140251.67	32746.57	49016.18	22816.48	123357.54	43777.65	152381.43	37895.12	143118.79	29759.97	17514.17	24281.1	13126.36	13898.59	24677.98	16135.62	16605.09	38272.98	19676.5	16235.93	45239.4	23087.77	30804.72	14987.52	16332.53	18447.59	22977.39	18250.18	25315.53	25568.16	26281.08	11494.39	17542.25	21713.13	23757.88	20994.86	28139.4	14104.23	20820.64	11919.15	26206.87	19406	16909.22	15397.28	18106.4	17177.75	NA
"MGB007"	"Glutamate synthesis II"	79991.98	66224.695	44311.76	54850.76	34198.805	29152.63	53456.12	38578.44	50743.21	44601.49	85656.115	27801.125	48204.295	23753.17	115012.27	35720.965	83931.845	25977.63	7707.535	33325.5	15180.74	10000.795	9269.68	38898.055	10322.165	16189.47	13620.8	17599.355	11650.63	24632.475	3217.06	26119.46	36104.615	15656.53	41048.72	16904.665	32665.995	21295.415	29412.875	16645.79	25365.005	20879.29	22661.875	14232.335	23658.875	31851.55	38742.955	40383.935	41465.41	35840.54	22627.33	62143.005	16876.415	2073.53	12477.5	35232.79	8569.675	12288.195	21799.385	17644.145	7663.375	35375.34	18071.7	7986.445	46580.975	32268.11	33321.965	23703.565	24992.26	9160.045	26232.09	13889.185	18802.335	29781.12	22049	16723.06	28590.405	33412.245	28556.925	9833.98	44653.715	16257.37	32601.8	70079.125	23695.435	79265.955	52687.53	12745.54	71942.475	55231.035	38559.81	30380.7	22965.635	19578.02	30882.02	52587.575	25529.11	44196.885	32780.375	54759.215	21090.345	7852.92	22868.065	24008.375	17322.13	10688.315	40711.925	52560.96	31331	76812.935	23089.765	88522.29	30825.55	14777.835	6292.875	22558.185	25761.645	16984.665	26731.145	18910.375	72745.945	19659.425	17957.485	12160.615	59872.805	12462.075	41714.685	27638.835	37112.385	42313.965	50456.665	33244.015	40484.14	15422.725	12707.655	15953.49	31137.065	24105.855	19321.435	20928.535	11371.955	17029.43	29800.27	7958.16	13405.605	5557	21132.795	7799.36	26780.27	19085.595	29370.11	19513.41	37406.2	26906.405	26955.505	27994.835	18499.055	22503.565	20577.96	88266.91	19468.66	70403.495	42484.29	28439.765	25829.42	18810.04	30277.705	34501.625	118116.43	22148.86	26652.31	21867.75	165387.98	31294.775	47511.48	46397.83	54222.625	35723.825	93106.25	24912.47	29638.49	16318.215	83819.66	30986.425	105109.53	27209.86	78267.675	20985.77	13742.395	16452.6	12091.455	11492.13	19736.73	12687.07	14296.42	29054.88	15805.855	10453.365	36226.76	12827.975	24399.435	12744.455	13350.75	15397.32	18051.395	15911.115	19283.02	21440.875	21583.29	9310.06	14499.665	17624.865	18658.78	14610.02	23362.84	10821.03	17613.645	9701.215	20487.275	15315.085	10814.31	11529.815	9662.715	12680.75	NA
"MGB029"	"ClpB (ATP-dependent chaperone protein)"	103213.74	75873.02	41866.56	58023.56	38689.98	36821.09	63490.22	49051.1	55849.42	48475.63	91261.38	38527.5	75506.92	39489.61	165490.07	52302.53	84861.06	39405.03	7756.47	34366.75	18426.13	12575.61	12892.23	47108.73	12592.25	16174.7	11837.7	15308.24	9970.98	21653.59	3184.57	24967.75	36110.19	14554.69	39856.31	26632.58	48954.83	30846.33	44178.25	25613.33	34506.67	27669.75	34086.25	23464.92	41810	38504.95	43235.33	53276.82	47836.55	45843.58	37052.83	73333.59	19322.33	1946.13	15354.25	38702.58	10554.7	13678.71	24817.2	16703.15	13100.5	38227.53	22422.05	8562.02	47255.96	39564.6	39924.95	36326.1	38078.87	13025.61	40920.09	17291.65	28113.36	39079.91	34352.5	18847.57	36176.44	36776.03	33916.14	11170.32	56267.84	14897.97	26459.31	65557.56	21860.15	70042.33	43229.63	11718.33	66651.57	50319.55	34873.26	28333.8	21624.64	16238.26	27587.15	41737.97	22321.71	34128.95	30049.11	47123.2	23492.43	6714.67	22516.35	19622.5	15757.17	8615.35	34711.59	43328.25	28224.36	67301.15	20116.76	76666.14	27341.2	18677.67	8571.25	24316.32	28692.07	20078.58	28188.71	17032	60286.52	21690.7	19605.35	14768.05	60969.23	14896.05	41946.15	32351.42	63908.62	64276.7	56944.25	53294.09	45156.65	28513.15	34734.27	24087.3	30294.68	31579.62	22710.07	49394.72	12240.89	35487.23	25536.32	7794.97	14727.68	5483.25	22981.92	7274.6	27082.51	20110.23	34405.52	18334.16	40497.3	29322.44	33220.53	30874.11	22776.04	25213.57	33339.92	107614.47	23327.41	82646.41	45703.58	33734.68	34035.17	26395.58	43991.64	43008.39	126532.23	26014.6	43258.32	20543.39	146164.18	39007.6	55589.32	56214.64	69556.06	38554.8	89934.67	29488.37	29755.8	21057.28	74373.94	41733.2	86566.63	34700.27	90646.39	29823.57	15126.63	20932.09	11781.72	20477.34	23399.99	21671.52	16625.92	22864.11	25015.88	11260.13	41911.95	19450.51	17349.82	11853.72	15781.64	18221.21	19146.07	18588.38	16609.18	24654.25	20123.5	10885.07	13155.58	18536.77	20990.19	16105.18	25804.78	17945.32	13371.99	9602.95	18284.02	16750.5	14944.07	15653.68	11443.7	16101.75	NA
"MGB022"	"GABA synthesis III"	18158.32	33170.85	18917.73	27053.23	10503.65	13470.42	23168.3	22126.02	17871.92	33356.38	16964.63	13540.25	12173.25	12145.28	33581.57	14442.86	32482.4	12590.7	3049.47	18905.5	8772.88	4772.86	3848.73	26578.65	4780.67	8851.03	5995.53	10761.07	4516.97	16057.76	1195.15	10533.25	14542.02	8341.19	11769.48	8009.33	6166.17	11378.83	10146.25	12543.58	7392.83	8304.92	14001.75	11859.67	24328.75	16198.2	4942.25	11433.07	8292.88	12549.58	6345	21390.17	7018.83	1103.8	3601.33	15641.58	2431.45	4886.46	8764.7	7038.98	2007.75	11278.78	4584.3	2319.52	19092.37	19260.68	13932.87	8177.6	5062.62	3213.03	4817.5	7600.23	12533.45	12853.08	13914	7295.82	7279.77	15735.27	14115.23	3499.48	12316.25	5457.47	9351.32	36121.97	7331.73	34185.25	18910.13	4922.08	21878.82	20842.8	7937.26	8050.3	3766.81	7014.18	8770.23	21663.14	3853.63	18984.2	5554.86	10904.03	3291.51	2057.67	2291.77	10261.25	5501.25	3586.1	7378	16890.75	6716.95	20468.4	6337.85	23951.14	5941.03	2102.17	888.25	4116.57	4268.9	1402.83	8324.7	4176.08	40411.35	5043.95	5505.43	3797.47	18538.15	4915.55	17117.73	8859.17	18144.7	8843.37	13056	9749.18	11870.15	1877.15	6324.1	2573.22	11191.43	3299.96	8244.74	7178.47	3300.14	10808.9	14161.4	3087.05	4405.18	2040.5	6575.75	2559.18	10125.18	4958.9	8336.69	8873.66	10242.8	16989.94	10291.95	7632.28	7001.54	10206.32	7212.42	48293.72	5572.83	38660.83	11821.08	15643.84	9100.17	11466.08	5218.47	10153.3	12640.9	7986.68	5139.32	9249.55	86860.6	5474.85	27571.15	5963.55	22554.64	7684.55	47656.17	7382.7	17412.05	5815.53	42358.93	12861.95	58719.63	9440.02	50913.23	6050.4	4152.71	4350.84	2518.47	1346.42	4222.16	5860.1	2283.67	17302.53	5189.12	6241.13	8429.28	4288.43	13675.57	3565.13	645.22	2394.21	4019.82	4407.63	10239.02	2005.41	6164.75	1327.99	4702	7220.52	6285.36	5260.35	3953.95	5770.24	8748.99	2105.37	10234.19	3848.83	3263.82	2548.43	6514.37	2851	NA
"MGB044"	"Acetate synthesis II"	134594.24	108445.85	55215.14	80871.89	50792.73	39545.59	73188.8	56454.52	64002.67	63315.13	116729.46	43671.25	82247.5	45376.53	180437.4	63002.86	119049.15	47508.2	11004.97	31122.75	17407.88	13816.61	12455.73	58122.9	17248.67	23348.12	16866.78	22156.74	14308.48	29928.26	3815.65	29819	37948.44	16523.19	53165.23	31274.08	65091.17	32125.33	56176.5	23983.08	46386.5	32794.17	34425.75	22681.42	39546.5	39459.45	59631.75	66025.32	59036.13	59845.33	48551	93450.09	24815.33	2478.96	16865.08	43258.33	11274.95	15450.21	29653.87	24645.07	14148.75	46165.28	22831.05	9335.27	46583.96	37916.1	55385.62	42217.43	51828.62	15763.78	55087.25	17091.98	31440.45	47883.33	34867.5	17653.32	45508.94	38543.03	41810.48	12865.73	76581.25	16096.97	33873.56	72882.06	28869.82	86967.91	69121.46	14648.33	94805.48	56623.72	47168.59	24639.22	28589.98	19386.01	26450.15	60240.3	25437.54	48118.95	32888.94	66139.53	29739.76	9134.51	28588.35	23664.75	19723.75	10970.85	51488.59	54458.17	38338.11	71712.4	26922.51	83467.14	39125.03	23232.17	11194.34	34440.82	35755.74	28956.58	39128.71	22110.25	82413.1	29662.95	23953.18	18379.22	77791.98	18285.8	50231.98	42606.72	70763.95	89245.62	75605.25	64427.93	60949.57	38380.9	38001.52	31510.72	45144.43	44049.21	25224.24	60149.22	16500.39	41537.15	34426.32	8199.55	14768.1	5629.25	23565	9047.18	25251.43	26558.9	41545.44	23317.66	53048.97	28695.44	30368.45	39991.36	22510.04	25896.49	35292.67	114309.89	28791.08	81768.91	50163.83	34487.93	32752.17	25533.58	61250.97	52962.89	191815.9	30118.18	56365.07	29767.64	207232.6	56744.35	54015.24	75232.88	64773.89	53342.05	107491.33	40280.2	29853.8	27482.28	96607.77	52547.2	120381.04	43249.52	92504.89	36810.15	14556.46	26020.84	12160.22	24456.59	33131.99	27447.85	19317.17	38627.78	34610.87	14840.63	58039.03	20818.51	31733.82	13680.05	21564.47	28585.46	22693.57	27912.88	21065.1	36976.83	31339.5	16523.49	17638.25	17984.02	28664.36	14520.09	37110.53	21930.24	22360.74	10358.45	21996.94	24253.08	17799.82	21054.18	11347.7	19591	NA
"MGB023"	"Dopamine degradation"	170	493	12	42.33	1.5	26	32	161	6	436	20	31	NA	1.5	30	21	525	154	53	21	86	23.5	1	9	NA	1.17	485	33.5	31.67	NA	NA	114	331.67	313	331.5	1.5	NA	NA	1.5	139	6	32.5	NA	NA	NA	NA	NA	24	6	51	NA	412	2	1	NA	17	1	NA	15	32.17	3	3	1	NA	57	22.5	3	13	1.5	1.5	NA	7	3	4.5	NA	4	3	100	NA	40.5	3	47.5	1451.83	150.17	620.67	449.83	4239.83	75.5	2857.33	107.67	4663.33	23.67	39.17	158.5	563.67	803.33	1210.33	979	830.33	2442	445	180.67	1003	306.5	67.5	316.5	3776.67	578.5	1536.33	739	900.83	309.5	616.5	NA	1.67	NA	33.67	NA	36.67	1923.5	23	NA	NA	NA	33	NA	34	2	3	NA	1	NA	NA	NA	153	4	NA	1	6	5	26	NA	NA	64	35	49	129	43	179.5	270	24.5	148	32	3.5	NA	33.5	NA	11.17	NA	219.5	18	33	NA	3.67	7	2.5	2	33.67	3	22	NA	164.67	371.5	NA	4.17	1.83	2.5	NA	23.83	NA	10	NA	65.67	NA	450.33	NA	70.5	NA	49	275	3.5	1.5	14.5	NA	11	22	30	97	7	NA	5	110	NA	NA	55.5	5.5	165.5	NA	NA	NA	37	4.5	13	3.33	14	170	57.5	126	41	12	28	NA	13	28	NA
"MGB045"	"Acetate synthesis III"	134615.24	108459.85	55215.14	80871.89	50809.73	39545.59	73211.8	56454.52	64036.67	63316.63	116778.46	43671.25	82323.5	45394.53	180673.4	63050.86	119120.15	47565.2	11013.47	31167.75	17486.88	13837.61	12464.73	58145.9	17248.67	23358.12	16866.78	22156.74	14308.48	29928.26	3815.65	29819	37948.44	16523.19	53165.23	31285.08	65108.17	32136.33	56190.5	24010.08	46403.5	32820.17	34435.75	22688.42	39546.5	39469.45	59637.75	66047.32	59038.13	59912.33	48558	93520.59	24815.33	2480.96	16874.08	43308.33	11274.95	15458.21	29674.87	24653.07	14155.75	46180.28	22831.05	9339.27	46612.96	37991.1	55395.62	42275.43	51834.62	15801.78	55109.25	17116.98	31494.45	47924.33	34873.5	17676.32	45531.94	38582.03	41822.48	12893.73	76595.25	16096.97	33873.56	72886.06	28869.82	86979.91	69121.46	14648.33	94805.48	56634.72	47171.59	24639.22	28593.98	19395.01	26450.15	60280.05	25437.54	48393.95	32888.94	66139.53	29739.76	9134.51	28588.35	23689.75	19723.75	10970.85	51488.59	54492.17	38373.11	71712.4	26922.51	83479.14	39125.03	23232.17	11197.34	34440.82	35764.49	28956.58	39128.71	22110.25	82413.1	29662.95	23953.18	18379.22	77793.48	18285.8	50235.98	42606.72	70763.95	89252.62	75613.25	64435.93	60957.57	38380.9	38001.52	31510.72	45150.43	44049.21	25224.24	60159.22	16508.39	41543.15	34432.32	8199.55	14768.1	5629.25	23565	9047.18	25290.43	26583.9	41576.44	23346.66	53107.97	28701.44	30385.45	40053.36	22524.04	25908.49	35311.67	114370.89	28807.08	81791.91	50170.83	34495.93	32765.17	25533.58	61250.97	52962.89	191816.4	30118.18	56365.07	29767.64	207232.6	56744.35	54030.24	75253.88	64785.89	53361.05	107511.33	40290.2	29867.8	27489.28	96647.77	52553.2	120414.04	43249.52	92578.89	36832.15	14564.46	26027.84	12160.22	24456.59	33146.99	27447.85	19324.17	38645.78	34625.87	14854.63	58056.03	20818.51	31733.82	13680.05	21564.47	28594.46	22732.57	27927.88	21065.1	36984.83	31339.5	16523.49	17646.25	17991.02	28670.36	14525.09	37121.53	21994.24	22395.74	10363.45	22090.94	24253.08	17807.82	21059.18	11354.7	19591	NA
"MGB024"	"DOPAC synthesis"	46569.75	16285	14518.25	12370.83	17988.25	14997	25626.5	17023.5	28682.75	9883.25	50836	13330	31245.25	12752.25	69805.67	23223.83	35415.75	12072	3093.5	10169.75	6401.5	5379.58	4751.83	11018.75	3613	4865.42	4106.08	4016.5	4053.17	4591.33	1610.33	11716.42	19337.42	5993.17	19304.25	11499.75	15945.5	13383.5	12728.25	9965	10821.5	11422.25	12071.75	7972.75	9128	15132.75	20016	26701.75	17984.25	19746.75	13648	32112.25	5246	613.5	7175.58	15008.75	4809.5	6098.08	9641.17	6254.92	6058	22321.5	11177.75	4939.42	25851.75	14722	14540.25	13286.83	16705	5855.75	16990.25	6469.25	9433	14515.75	9503	10078.5	16760	14604.25	7635.75	5314.25	21286	7141.67	9590.75	28863.25	9482.75	25291	19079.83	5780.75	31467.83	21503.92	19880.16	11102.75	9858.5	6299	11163.42	10566.75	8997.58	13898.42	12611.74	31425.16	15233.09	4188.17	14388.25	7691.5	6317.67	2847.08	15779.92	14864.92	13947.33	44731.17	10664.16	38416.84	18542.33	6940	4189.75	10139.75	13345.5	9691.25	10873.67	9257.33	13796.75	8701	9384.25	6509.25	25944	5899.75	16366.25	13530.25	20119.58	28808.25	23677.08	22516.08	19741.08	13148.75	7014.42	9941.5	10905	15308.08	7593.67	12687.75	4524.92	8239.25	7670.25	4350.83	9035.58	3070.75	14279.75	4068	18567.75	8399.83	14132.42	7713.66	17138	10421.17	19960	14300.58	13862.17	9368.01	15146.75	37772	8647.08	30122.75	25664.25	11422.26	13795.17	9615.75	18942.5	18790.92	61060.5	10923.5	16992.75	6687.92	40669	17400	20150.92	28438.83	35257.42	15907.5	33029.83	11351.5	10227.83	7185.75	19148.17	13368.75	18799.08	12329.5	34756	12937.25	9637.09	9941.16	6414.59	11665	10980.34	7640.75	11859.67	4359.42	11715.42	2935	16490.75	7505.41	2337.75	7165.25	8177.09	7458.08	11329.42	7263.25	6258.75	13482.91	5742.08	5631.67	5959.92	12136.51	6851.84	9693.91	12882.42	7524.66	2063.25	5320.25	6235.25	5185.75	5476	7206.75	3341.75	6663	NA
"MGB047"	"Acetate degradation"	31236.15	32905.35	24384.4	29723.4	8941.65	9446.25	17194.3	14023.35	11948.25	22413.55	12983.8	9361.75	9924.75	7770.45	25592.9	10449.2	31952.4	10545.2	2945.8	17047.5	6391.05	3376.7	2613.4	16429.15	4702	6889.7	6023.7	8565.9	5007.8	12876.6	1146.15	10236.25	11506.85	7452.85	10539.15	4927.5	10649	5747.5	12366.75	6013.25	11046	5244.25	6408.25	3704.5	6044.75	12676.7	12294.75	11821.9	17455.05	12964.75	6076	19761	8382.5	1012.8	3673.5	16015.25	2449.95	4359.3	10019.2	7384.65	1802.75	9192.45	5572.3	2205.85	16775.7	13959.85	14765.7	7490.6	7210.95	3182.7	7561	6313.9	6100.45	11053.75	8759.5	5853.15	7834.1	12486.6	16315.4	2850.15	16881.75	4389.8	12009.65	25383.8	7201.4	29051.25	19571.8	3793.25	22027.65	16494.8	8677.1	7794.8	6487.15	7192.35	15499.4	21636.3	5858.3	20170.2	6922.2	13883.7	3367	2583.5	4228.1	11813.25	5128.75	4038.1	11410	18989.75	9613.95	23944.4	6413.85	27591.3	7840.7	7119.5	2836.25	6558.4	10551.4	5395.5	8449.2	4935.75	39380.85	6545.95	5090.1	4146.8	20271.65	4834.05	16433.4	9653.5	12111.7	12407.2	16435.5	9364.85	11952.65	3309.65	3898.6	5099.05	12822.1	5308.3	7811.9	7561.3	3763.8	5327.4	14236.9	2551.05	3533.35	1799.5	4092.75	2484.85	6456.35	5441.9	9004.35	8066	12291.8	12654.6	5038.95	7410.45	3578.2	8898.15	5066.75	36486.05	6155	30332	9869.25	11492	9261	7473.25	11616.8	10514.3	36275.4	6225.35	9656.65	9539.05	90612.6	7630.85	19925.15	10034.55	15172.3	13111.05	44209	9300.7	14158.05	5298.7	42397.6	10573.45	60268.3	10624.85	31977.4	5171.9	3765.2	3932.85	3231.8	6114.25	6543.15	2396.6	3239	16006.2	3672.95	5740.3	11839.45	3629.6	13910.9	5311.8	3633.05	3836.05	4450.65	4867.3	9966.35	5042.75	11520.75	2395.15	5510.5	5675.85	7927.35	3580.18	7279.95	3589.75	8387.15	2596.2	8531.35	6388.5	2681.65	2999.1	4121.2	4328.5	NA
"MGB040"	"Menaquinone synthesis (vitamin K2) I"	293664.76	321065.2	184643.44	255655.44	93855.98	128374.86	201640.6	190660.56	161132.46	255260.74	194625.36	135099	163781.92	111370.59	374536.42	134560.66	254670.23	138114.03	23630.49	143880	65641.11	35378.24	35641.38	201837.8	43143.77	61917.04	50760.88	84248.66	41620.46	130031.32	11527.74	93493.66	144500.56	71112.08	131648.79	71645.56	116673.85	84104.31	126689.25	85759.64	96901.15	73416.77	79011	70098.36	165097.25	111169.4	87269.33	120073.84	127412.03	118555.06	93988.33	196454.11	77906.64	7825.76	40706.4	131593.64	34321.2	44739.34	86886.56	54673.94	37280.5	115278.01	61159.05	24681.37	160855.26	137285.34	121064.97	92912.27	83528.89	32012.59	91187.09	59305.94	99151.4	107366.39	128395	58976.66	72975.46	111939.56	134730.44	26550.3	150354.84	51684.62	99130.82	323580.8	78293.97	302794.16	165987.94	45868.14	210583.92	188336.6	106385.72	79888.64	61051.44	56780.34	125216.94	161803.48	59495.02	154523.06	72104.24	122038.52	54215.15	20308.36	51850.37	90407.5	52814	29380.52	97137.76	140970.58	77935.69	207214.46	68992.26	223308.84	66576.35	60671.19	25572.09	56468.84	91369.66	47588.56	75748.38	55994.65	299531.7	55533.2	47104.83	40398.07	158536.23	43847.55	129850.94	88579.44	180325.29	156233.22	123408.92	118782.74	104016.32	54977.65	94974.6	55336.32	96236.34	60354.25	73442.44	142411.74	32741.26	127456.58	138128.8	29189.94	47545.83	20270	74519.17	24519.84	101623.34	45413.9	85057.89	62086.96	99512.8	118043.58	97659.03	64807.76	66076.41	77678.42	105099.94	347955.99	61418.56	311662.14	117635.56	112198.04	106547.52	76811.56	98439.66	106419.06	267033.23	57277.58	96510.84	69161.6	648653.2	78061.6	195954.8	98922.47	192103.48	99791.8	359680.86	92356.37	126596.94	68546.26	327518.34	119532.2	439049.74	94949.79	330224.94	72944.57	43638.8	51593.87	31310.4	52356.36	53276.21	59141.92	34664.77	128274.2	59295.36	50370.74	107447.43	53888.83	101261.16	40694.7	26143.82	36899.34	43817.92	49961.86	89353.56	40177.05	77032.84	20257.44	44585.91	66655.04	75107.6	42691.49	58720.11	54468.02	68870.52	29954.97	92482.92	52954.98	32352.09	36287.66	42408.26	37746.75	NA
