"","asvs","feature","module_number","module_name","Sample","clr_abundance","sex","timepoint","Cage.Litter","Cohort","Diet","Treatment","legend"
"607","4","4","MGB038","Inositol degradation","115w10",-0.186563157237203,"F","w10",104,1,"Control","Vehicle","Control Vehicle"
"608","4","4","MGB038","Inositol degradation","116w10",1.65375742604151,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"609","4","4","MGB038","Inositol degradation","116w5",0.796531657591586,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"610","4","4","MGB038","Inositol degradation","117w10",1.25748456718062,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"611","4","4","MGB038","Inositol degradation","117w5",1.2268443782188,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"612","4","4","MGB038","Inositol degradation","119w10",0.784948027126797,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"613","4","4","MGB038","Inositol degradation","119w5",0.379290170005262,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"614","4","4","MGB038","Inositol degradation","121w10",0.993022561105647,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"615","4","4","MGB038","Inositol degradation","121w5",0.121968272052903,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"616","4","4","MGB038","Inositol degradation","122w10",-2.00712730276984,"F","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"617","4","4","MGB038","Inositol degradation","122w5",-1.18257996040447,"F","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"618","4","4","MGB038","Inositol degradation","124w10",-0.621191147282197,"F","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"619","4","4","MGB038","Inositol degradation","124w5",-2.01475036503582,"F","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"620","4","4","MGB038","Inositol degradation","125w10",-0.0273070083768845,"M","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"621","4","4","MGB038","Inositol degradation","125w5",-0.457836101996633,"M","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"622","4","4","MGB038","Inositol degradation","126w10",-0.460822529833742,"M","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"623","4","4","MGB038","Inositol degradation","126w5",-0.414696550166331,"M","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"624","4","4","MGB038","Inositol degradation","128w10",1.16477742663227,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"625","4","4","MGB038","Inositol degradation","128w5",0.166006782257353,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"626","4","4","MGB038","Inositol degradation","130w10",1.56597603335615,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"627","4","4","MGB038","Inositol degradation","130w5",0.656726227320609,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"628","4","4","MGB038","Inositol degradation","131w10",0.904259835557357,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"629","4","4","MGB038","Inositol degradation","131w5",-0.154412904855646,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"630","4","4","MGB038","Inositol degradation","132w10",1.06567369482387,"M","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"631","4","4","MGB038","Inositol degradation","132w5",2.30142583673657,"M","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"632","4","4","MGB038","Inositol degradation","133w10",2.20249504825034,"M","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"633","4","4","MGB038","Inositol degradation","133w5",2.35199036072882,"M","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"634","4","4","MGB038","Inositol degradation","134w10",1.930784121671,"F","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"635","4","4","MGB038","Inositol degradation","134w5",0.0834663850493671,"F","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"636","4","4","MGB038","Inositol degradation","135w10",1.1698636206257,"F","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"637","4","4","MGB038","Inositol degradation","135w5",0.439257220010608,"F","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"638","4","4","MGB038","Inositol degradation","136w10",1.07480012084011,"M","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"639","4","4","MGB038","Inositol degradation","136w5",0.00821013807652982,"M","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"640","4","4","MGB038","Inositol degradation","137w10",0.93990219489879,"M","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"641","4","4","MGB038","Inositol degradation","137w5",0.165734540420363,"M","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"642","4","4","MGB038","Inositol degradation","201w10",0.939726431319335,"F","w10",117,2,"Control","Vehicle","Control Vehicle"
"643","4","4","MGB038","Inositol degradation","201w5",1.0551404203213,"F","w5",117,2,"Control","Vehicle","Control Vehicle"
"644","4","4","MGB038","Inositol degradation","202w10",1.69102916258308,"F","w10",117,2,"Control","Vehicle","Control Vehicle"
"645","4","4","MGB038","Inositol degradation","202w5",0.610080971659773,"F","w5",117,2,"Control","Vehicle","Control Vehicle"
"646","4","4","MGB038","Inositol degradation","204w10",1.08499453729872,"M","w10",117,2,"Control","Vehicle","Control Vehicle"
"647","4","4","MGB038","Inositol degradation","204w5",0.0556559260720935,"M","w5",117,2,"Control","Vehicle","Control Vehicle"
"648","4","4","MGB038","Inositol degradation","207w10",0.225237686577484,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"649","4","4","MGB038","Inositol degradation","207w5",0.411276596521617,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
"650","4","4","MGB038","Inositol degradation","208w10",0.276345947948016,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"651","4","4","MGB038","Inositol degradation","208w5",1.04757496318465,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
"652","4","4","MGB038","Inositol degradation","209w10",0.579382844754663,"M","w10",117,2,"Control","Vehicle","Control Vehicle"
"653","4","4","MGB038","Inositol degradation","209w5",1.2042301929069,"M","w5",117,2,"Control","Vehicle","Control Vehicle"
"654","4","4","MGB038","Inositol degradation","211w10",1.56373121087149,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"655","4","4","MGB038","Inositol degradation","211w5",0.691044580062888,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"656","4","4","MGB038","Inositol degradation","212w10",0.875283388853894,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"657","4","4","MGB038","Inositol degradation","212w5",0.213232029145404,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"658","4","4","MGB038","Inositol degradation","213w10",0.849798143061814,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"659","4","4","MGB038","Inositol degradation","213w5",0.204864477519259,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"660","4","4","MGB038","Inositol degradation","216w10",1.3309761601326,"M","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"661","4","4","MGB038","Inositol degradation","216w5",1.23199801067745,"M","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"662","4","4","MGB038","Inositol degradation","217w10",1.33121775038747,"M","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"663","4","4","MGB038","Inositol degradation","217w5",1.35892307700825,"M","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"664","4","4","MGB038","Inositol degradation","218w10",1.22679260380749,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"665","4","4","MGB038","Inositol degradation","218w5",1.00765256960596,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"666","4","4","MGB038","Inositol degradation","219w10",1.77817473223779,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"667","4","4","MGB038","Inositol degradation","219w5",1.03287279939285,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"668","4","4","MGB038","Inositol degradation","221w10",1.19987686715769,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"669","4","4","MGB038","Inositol degradation","221w5",0.73662907782209,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"670","4","4","MGB038","Inositol degradation","223w10",-1.33396446265022,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"671","4","4","MGB038","Inositol degradation","223w5",0.0989675945882613,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"672","4","4","MGB038","Inositol degradation","224w10",-1.37381877945674,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"673","4","4","MGB038","Inositol degradation","224w5",0.174437727090857,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"674","4","4","MGB038","Inositol degradation","225w10",-0.758910541533985,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"675","4","4","MGB038","Inositol degradation","225w5",0.524576850587424,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"676","4","4","MGB038","Inositol degradation","226w10",-0.880161244350147,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"677","4","4","MGB038","Inositol degradation","226w5",0.117142540633317,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"678","4","4","MGB038","Inositol degradation","227w10",-1.36100034730292,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"679","4","4","MGB038","Inositol degradation","227w5",0.861619387710534,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"680","4","4","MGB038","Inositol degradation","228w10",-1.05009168967963,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"681","4","4","MGB038","Inositol degradation","228w5",-0.494988209562421,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"682","4","4","MGB038","Inositol degradation","231w10",-0.332682700424894,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"683","4","4","MGB038","Inositol degradation","231w5",0.686663129418051,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"684","4","4","MGB038","Inositol degradation","232w10",0.621005596578697,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"685","4","4","MGB038","Inositol degradation","232w5",0.334197843492756,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"686","4","4","MGB038","Inositol degradation","233w10",-0.000561303253000744,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"687","4","4","MGB038","Inositol degradation","233w5",0.410504043345582,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"688","4","4","MGB038","Inositol degradation","234w10",0.974447541352717,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"689","4","4","MGB038","Inositol degradation","234w5",0.146811361781436,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"690","4","4","MGB038","Inositol degradation","235w10",-0.270006725841545,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"691","4","4","MGB038","Inositol degradation","235w5",0.0444750530520786,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"692","4","4","MGB038","Inositol degradation","236w10",-0.537636617710438,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"693","4","4","MGB038","Inositol degradation","236w5",-0.24206804285141,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"694","4","4","MGB038","Inositol degradation","237w10",-0.152764192032747,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"695","4","4","MGB038","Inositol degradation","237w5",0.65917573278696,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"696","4","4","MGB038","Inositol degradation","238w10",-0.581832928661639,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"697","4","4","MGB038","Inositol degradation","238w5",0.461873812491058,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"698","4","4","MGB038","Inositol degradation","239w10",-0.914230965690948,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"699","4","4","MGB038","Inositol degradation","239w5",0.216605858659226,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"700","4","4","MGB038","Inositol degradation","241w10",-1.04798510440434,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"701","4","4","MGB038","Inositol degradation","243w10",-0.705119032419188,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"702","4","4","MGB038","Inositol degradation","243w5",-2.37898132346029,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"703","4","4","MGB038","Inositol degradation","245w10",-2.36780381828638,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"704","4","4","MGB038","Inositol degradation","245w5",0.647902962014753,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"705","4","4","MGB038","Inositol degradation","246w10",-2.67723379110297,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"706","4","4","MGB038","Inositol degradation","246w5",-2.07765758129901,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"707","4","4","MGB038","Inositol degradation","247w10",0.851714239084878,"F","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"708","4","4","MGB038","Inositol degradation","247w5",0.639654703239,"F","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"709","4","4","MGB038","Inositol degradation","248w10",1.46503425095024,"F","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"710","4","4","MGB038","Inositol degradation","248w5",0.628832947094729,"F","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"711","4","4","MGB038","Inositol degradation","250w10",1.17323496569889,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"712","4","4","MGB038","Inositol degradation","250w5",0.640779879584698,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"713","4","4","MGB038","Inositol degradation","251w10",1.2328735196682,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"714","4","4","MGB038","Inositol degradation","251w5",0.778064589066034,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"715","4","4","MGB038","Inositol degradation","252w10",1.431044443018,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"716","4","4","MGB038","Inositol degradation","252w5",0.744516748006778,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"717","4","4","MGB038","Inositol degradation","302w10",1.55199116772895,"F","w10",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"718","4","4","MGB038","Inositol degradation","302w5",-0.143710855685858,"F","w5",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"719","4","4","MGB038","Inositol degradation","303w10",1.030837858358,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"720","4","4","MGB038","Inositol degradation","303w5",1.07414595023995,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"721","4","4","MGB038","Inositol degradation","304w10",1.3046192462502,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"722","4","4","MGB038","Inositol degradation","304w5",-0.160697775585553,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"723","4","4","MGB038","Inositol degradation","305w10",0.599690909759406,"F","w10",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"724","4","4","MGB038","Inositol degradation","305w5",-0.389548383269962,"F","w5",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"725","4","4","MGB038","Inositol degradation","306w10",0.880794600386739,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"726","4","4","MGB038","Inositol degradation","306w5",0.0603653421685113,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"727","4","4","MGB038","Inositol degradation","308w10",1.59165707563711,"M","w10",125,3,"HFHS","Vehicle","HFHS Vehicle"
"728","4","4","MGB038","Inositol degradation","308w5",0.530590013185779,"M","w5",125,3,"HFHS","Vehicle","HFHS Vehicle"
"729","4","4","MGB038","Inositol degradation","310w10",0.917266117489765,"M","w10",125,3,"HFHS","Vehicle","HFHS Vehicle"
"730","4","4","MGB038","Inositol degradation","310w5",0.722616012986681,"M","w5",125,3,"HFHS","Vehicle","HFHS Vehicle"
"731","4","4","MGB038","Inositol degradation","311w5",-1.67256275556582,"F","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"732","4","4","MGB038","Inositol degradation","312w10",-0.905276383659507,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"733","4","4","MGB038","Inositol degradation","312w5",-0.0142111071195954,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"734","4","4","MGB038","Inositol degradation","314w10",-0.996611708194288,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"735","4","4","MGB038","Inositol degradation","314w5",0.498223492926466,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"736","4","4","MGB038","Inositol degradation","315w10",-0.552729255319122,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"737","4","4","MGB038","Inositol degradation","315w5",-0.890548171421556,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"738","4","4","MGB038","Inositol degradation","401w10",1.02304380203935,"F","w10",129,4,"Control","Vehicle","Control Vehicle"
"739","4","4","MGB038","Inositol degradation","401w5",0.720902284892047,"F","w5",129,4,"Control","Vehicle","Control Vehicle"
"740","4","4","MGB038","Inositol degradation","402w10",1.07458405430041,"F","w10",129,4,"Control","Vehicle","Control Vehicle"
"741","4","4","MGB038","Inositol degradation","402w5",0.426262583796307,"F","w5",129,4,"Control","Vehicle","Control Vehicle"
"742","4","4","MGB038","Inositol degradation","405w10",1.78568062695356,"M","w10",129,4,"Control","Vehicle","Control Vehicle"
"743","4","4","MGB038","Inositol degradation","405w5",1.23936005877297,"M","w5",129,4,"Control","Vehicle","Control Vehicle"
"744","4","4","MGB038","Inositol degradation","407w10",1.02495106691535,"M","w10",129,4,"Control","Vehicle","Control Vehicle"
"745","4","4","MGB038","Inositol degradation","407w5",0.848959102986975,"M","w5",129,4,"Control","Vehicle","Control Vehicle"
"746","4","4","MGB038","Inositol degradation","408w10",1.23262190541275,"F","w10",113,4,"Control","Vehicle","Control Vehicle"
"747","4","4","MGB038","Inositol degradation","408w5",0.673898736844782,"F","w5",113,4,"Control","Vehicle","Control Vehicle"
"748","4","4","MGB038","Inositol degradation","409w10",1.665621617358,"F","w10",113,4,"Control","Vehicle","Control Vehicle"
"749","4","4","MGB038","Inositol degradation","409w5",0.547272498089973,"F","w5",113,4,"Control","Vehicle","Control Vehicle"
"750","4","4","MGB038","Inositol degradation","412w10",1.7749719775759,"M","w10",113,4,"Control","Vehicle","Control Vehicle"
"751","4","4","MGB038","Inositol degradation","412w5",0.629917705185824,"M","w5",113,4,"Control","Vehicle","Control Vehicle"
"752","4","4","MGB038","Inositol degradation","413w10",1.64059598404279,"M","w10",113,4,"Control","Vehicle","Control Vehicle"
"753","4","4","MGB038","Inositol degradation","413w5",1.06800290858581,"M","w5",113,4,"Control","Vehicle","Control Vehicle"
"754","4","4","MGB038","Inositol degradation","419w10",1.93943027406879,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"755","4","4","MGB038","Inositol degradation","419w5",0.502832851328813,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"756","4","4","MGB038","Inositol degradation","420w10",0.881058295456,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"757","4","4","MGB038","Inositol degradation","420w5",0.272785661859007,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"758","4","4","MGB038","Inositol degradation","421w10",1.3428757528655,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"759","4","4","MGB038","Inositol degradation","421w5",0.733426599084128,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"760","4","4","MGB038","Inositol degradation","422w10",0.761108484868347,"M","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"761","4","4","MGB038","Inositol degradation","423w10",1.37363541449649,"M","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"762","4","4","MGB038","Inositol degradation","423w5",0.0523868312347533,"M","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"763","4","4","MGB038","Inositol degradation","435w10",1.92528258647282,"F","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"764","4","4","MGB038","Inositol degradation","435w5",0.572129411554191,"F","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"765","4","4","MGB038","Inositol degradation","436w10",1.89800074765949,"F","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"766","4","4","MGB038","Inositol degradation","436w5",0.388132857717449,"F","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"767","4","4","MGB038","Inositol degradation","438w10",1.23345290697053,"M","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"768","4","4","MGB038","Inositol degradation","438w5",-0.271441049718029,"M","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"769","4","4","MGB038","Inositol degradation","439w10",1.44942946635945,"M","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"770","4","4","MGB038","Inositol degradation","439w5",0.507488312659831,"M","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"771","4","4","MGB038","Inositol degradation","501w10",1.42283275715967,"F","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"772","4","4","MGB038","Inositol degradation","501w5",1.13425703393243,"F","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"773","4","4","MGB038","Inositol degradation","503w10",1.33262534532455,"F","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"774","4","4","MGB038","Inositol degradation","503w5",1.11014046185097,"F","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"775","4","4","MGB038","Inositol degradation","506w10",2.36522799326367,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"776","4","4","MGB038","Inositol degradation","506w5",0.586787892985114,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"777","4","4","MGB038","Inositol degradation","115w5repeat",-0.732267603653727,"F","w5",104,1,"Control","Vehicle","Control Vehicle"
"778","4","4","MGB038","Inositol degradation","241w5repeat",0.27276147693271,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"779","4","4","MGB038","Inositol degradation","311w10pos",-0.620079915356742,"F","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"780","4","4","MGB038","Inositol degradation","422w5repeat",0.200354608722473,"M","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"781","4","4","MGB038","Inositol degradation","507w10",1.11316679978138,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"782","4","4","MGB038","Inositol degradation","507w5",0.408247340307794,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"783","4","4","MGB038","Inositol degradation","508w10",2.0712696051628,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"784","4","4","MGB038","Inositol degradation","508w5",0.537729561151142,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"785","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","101w10",-3.51832292614579,"F","w10",105,1,"Control","Vehicle","Control Vehicle"
"786","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","101w5",-2.41393091560934,"F","w5",105,1,"Control","Vehicle","Control Vehicle"
"787","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","102w10",-5.101794438622,"F","w10",105,1,"Control","Vehicle","Control Vehicle"
"788","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","102w5",-4.31026560982215,"F","w5",105,1,"Control","Vehicle","Control Vehicle"
"789","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","103w10",-3.1087349571806,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"790","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","103w5",-4.13333257660282,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"791","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","104w10",-3.84968470107338,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"792","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","104w5",-2.96143806663908,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"793","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","105w10",-3.97749650711106,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"794","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","105w5",-2.23080985706959,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"795","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","106w10",-3.3194578177022,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"796","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","106w5",-4.1331461109076,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"797","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","109w10",-2.32551253726024,"M","w10",110,1,"HFHS","Vehicle","HFHS Vehicle"
"798","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","109w5",-2.61188236928094,"M","w5",110,1,"HFHS","Vehicle","HFHS Vehicle"
"799","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","110w10",-2.23359357862975,"M","w10",110,1,"HFHS","Vehicle","HFHS Vehicle"
"800","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","110w5",-1.43523591869514,"M","w5",110,1,"HFHS","Vehicle","HFHS Vehicle"
"801","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","113w10",-2.08957792018975,"F","w10",104,1,"Control","Vehicle","Control Vehicle"
"802","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","113w5",-2.2407789958345,"F","w5",104,1,"Control","Vehicle","Control Vehicle"
"803","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","115w10",-2.29746038555789,"F","w10",104,1,"Control","Vehicle","Control Vehicle"
"804","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","116w10",-1.48349448023345,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"805","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","116w5",-1.88582443277816,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"806","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","117w10",-1.01515409122455,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"807","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","117w5",-1.28900014120953,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"808","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","119w10",-3.61088536604455,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"809","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","119w5",-4.19274077314542,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"810","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","121w10",-2.96028515496785,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"811","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","121w5",-0.319735164769967,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"812","5","5","MGB039","g-Hydroxybutyric acid (GHB) degradation","122w10",-3.73973056557928,"F","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
