"module_name","sex","timepoint",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","p.adj.signif","comparison_type"
"p-Cresol degradation","M","w5","clr_abundance","Vehicle","1472",12,12,-1.19457866100889,16.2482821243922,0.249,0.498,"ns","treatment"
"p-Cresol degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.47001510962074,17.5312250939028,0.159,0.477,"ns","treatment"
"p-Cresol degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-1.02600922656088,19.7194616469768,0.317,0.951,"ns","treatment"
"p-Cresol degradation","F","w10","clr_abundance","Vehicle","1472",12,13,-0.59323281090795,20.5684389537367,0.559,1,"ns","treatment"
"p-Cresol degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.344895329898327,22.997440295868,0.733,1,"ns","treatment"
"p-Cresol degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.72086428485131,15.354272926601,0.105,0.21,"ns","treatment"
"p-Cresol degradation","F","w5","clr_abundance","Vehicle","1472",12,13,-2.0663082019911,22.6137517548425,0.05,0.151,"ns","treatment"
"p-Cresol degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,0.569566929219872,14.7369693904699,0.578,0.578,"ns","treatment"
"Inositol degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,9.79419387721058,18.3048735896381,1.05e-08,2.1e-08,"****","treatment"
"Inositol degradation","M","w10","clr_abundance","Vehicle","1472",12,12,-1.31070623568902,18.6914308603651,0.206,0.206,"ns","treatment"
"Inositol degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,-9.5048657128122,22.6513048556596,2.29e-09,6.87e-09,"****","treatment"
"Inositol degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,3.49730548467995,20.310943089451,0.002,0.007,"**","treatment"
"Inositol degradation","M","w5","clr_abundance","Vehicle","1472",12,12,0.0277650022828382,18.3885563455268,0.978,0.978,"ns","treatment"
"Inositol degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.85899726156572,22.8244806051428,0.009,0.018,"*","treatment"
"Inositol degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,7.92972564156175,17.2793728588857,3.68e-07,1.1e-06,"****","treatment"
"Inositol degradation","F","w10","clr_abundance","Vehicle","1472",12,13,0.815082717110415,13.6610463122779,0.429,0.429,"ns","treatment"
"Inositol degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,-3.11586750558545,17.0184379994397,0.006,0.013,"*","treatment"
"Inositol degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,1.59794079664714,16.1402754382659,0.129,0.387,"ns","treatment"
"Inositol degradation","F","w5","clr_abundance","Vehicle","1472",12,13,0.050161354036531,19.5248022295966,0.961,0.961,"ns","treatment"
"Inositol degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,-1.34035751459273,21.7981295344391,0.194,0.388,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.29933648461894,19.0271467643746,0.768,1,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","M","w10","clr_abundance","Vehicle","1472",12,12,0.882551703624299,21.9502517159092,0.387,1,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,0.313969869868451,18.519707326482,0.757,1,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-1.85362313560166,22.2136382006215,0.077,0.154,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","M","w5","clr_abundance","Vehicle","1472",12,12,0.391749353211448,20.72368222831,0.699,0.699,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,2.53587304211218,22.9058437343734,0.018,0.055,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-0.584190364611429,21.8558932918362,0.565,1,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","F","w10","clr_abundance","Vehicle","1472",12,13,0.527470943228889,17.0555118695582,0.605,1,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,1.30417541205474,17.9456265460153,0.209,0.627,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-2.72307348315828,17.6771881175586,0.014,0.028,"*","treatment"
"g-Hydroxybutyric acid (GHB) degradation","F","w5","clr_abundance","Vehicle","1472",12,13,0.0955408503557753,20.8898159400651,0.925,0.925,"ns","treatment"
"g-Hydroxybutyric acid (GHB) degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,3.43141085089321,22.0130263554599,0.002,0.007,"**","treatment"
"Quinolinic acid degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-0.70476626368242,18.5918441585048,0.49,1,"ns","treatment"
"Quinolinic acid degradation","M","w10","clr_abundance","Vehicle","1472",12,12,-0.847696269591398,19.3374379973382,0.407,1,"ns","treatment"
"Quinolinic acid degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,-0.211200620747666,22.619627512833,0.835,1,"ns","treatment"
"Quinolinic acid degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,0.509808848399839,22.8792677322729,0.615,1,"ns","treatment"
"Quinolinic acid degradation","M","w5","clr_abundance","Vehicle","1472",12,12,-0.0226860475993416,18.9015734299861,0.982,1,"ns","treatment"
"Quinolinic acid degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-0.424715601676325,20.5298733902873,0.675,1,"ns","treatment"
"Quinolinic acid degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-1.24107329156891,21.8529370418148,0.228,0.456,"ns","treatment"
"Quinolinic acid degradation","F","w10","clr_abundance","Vehicle","1472",12,13,-1.73024395466254,22.5155432401291,0.097,0.292,"ns","treatment"
"Quinolinic acid degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,-0.677605217708084,21.895315117342,0.505,0.505,"ns","treatment"
"Quinolinic acid degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,0.328807372382887,21.9517241632523,0.745,0.745,"ns","treatment"
"Quinolinic acid degradation","F","w5","clr_abundance","Vehicle","1472",12,13,-2.29275196044266,22.9612220436521,0.031,0.063,"ns","treatment"
"Quinolinic acid degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,-2.67415303380884,22.9992159594714,0.014,0.04,"*","treatment"
"Propionate synthesis III","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,1.75385245596628,22.5251992778674,0.093,0.186,"ns","treatment"
"Propionate synthesis III","M","w10","clr_abundance","Vehicle","1472",12,12,-0.949882490543959,21.9139256464128,0.353,0.353,"ns","treatment"
"Propionate synthesis III","M","w10","clr_abundance","FOS+GOS","1472",13,12,-2.68642290355931,22.0560452205222,0.014,0.04,"*","treatment"
"Propionate synthesis III","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,3.95946766343341,20.5432359391931,0.000741,0.002,"**","treatment"
"Propionate synthesis III","M","w5","clr_abundance","Vehicle","1472",12,12,0.655848837125365,18.0519193323091,0.52,0.52,"ns","treatment"
"Propionate synthesis III","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.62715289061879,22.5591035856629,0.015,0.03,"*","treatment"
"Propionate synthesis III","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-1.75738338901724,21.8340709814578,0.093,0.186,"ns","treatment"
"Propionate synthesis III","F","w10","clr_abundance","Vehicle","1472",12,13,-2.51247673856873,22.9991123948229,0.02,0.058,"ns","treatment"
"Propionate synthesis III","F","w10","clr_abundance","FOS+GOS","1472",12,13,-0.904575234945534,22.8032854309303,0.375,0.375,"ns","treatment"
"Propionate synthesis III","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,0.00958192909577858,17.6476705356494,0.992,0.992,"ns","treatment"
"Propionate synthesis III","F","w5","clr_abundance","Vehicle","1472",12,13,-1.52708649024816,22.9938663818891,0.14,0.42,"ns","treatment"
"Propionate synthesis III","F","w5","clr_abundance","FOS+GOS","1472",12,13,-1.10036273868015,18.1069142042345,0.286,0.572,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.27215487838423,17.6546286402627,0.789,1,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","M","w10","clr_abundance","Vehicle","1472",12,12,-0.430092874484232,16.8227252412868,0.673,1,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.02260601006442,22.9867677559667,0.317,0.951,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,1.97924771431116,21.5180217661996,0.061,0.182,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","M","w5","clr_abundance","Vehicle","1472",12,12,0.702779740096035,21.9978241169216,0.49,0.49,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.21455308700128,21.6170333041304,0.238,0.476,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-0.250373482772577,19.4759184432514,0.805,0.816,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","F","w10","clr_abundance","Vehicle","1472",12,13,-1.22622586609623,20.6922878813102,0.234,0.702,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","F","w10","clr_abundance","FOS+GOS","1472",12,13,-0.842664852496426,22.9870930756938,0.408,0.816,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,2.4124705803116,21.9757565968359,0.025,0.049,"*","treatment"
"Isovaleric acid synthesis I (KADH pathway)","F","w5","clr_abundance","Vehicle","1472",12,13,-1.51376526033757,22.8811780454736,0.144,0.144,"ns","treatment"
"Isovaleric acid synthesis I (KADH pathway)","F","w5","clr_abundance","FOS+GOS","1472",12,13,-3.80033053473227,22.7504193164298,0.000936,0.003,"**","treatment"
"Propionate degradation I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,2.42548871613637,21.9769187133061,0.024,0.048,"*","treatment"
"Propionate degradation I","M","w10","clr_abundance","Vehicle","1472",12,12,3.27405310843076,15.3443874579252,0.005,0.015,"*","treatment"
"Propionate degradation I","M","w10","clr_abundance","FOS+GOS","1472",13,12,1.53843626760595,18.0196498615522,0.141,0.141,"ns","treatment"
"Propionate degradation I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-0.509368544701719,22.9237038335038,0.615,0.615,"ns","treatment"
"Propionate degradation I","M","w5","clr_abundance","Vehicle","1472",12,12,1.23555548678603,17.7976893059328,0.233,0.466,"ns","treatment"
"Propionate degradation I","M","w5","clr_abundance","FOS+GOS","1472",13,12,1.60397843637449,17.7977196383753,0.126,0.378,"ns","treatment"
"Propionate degradation I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,0.242715491760599,18.5219185228672,0.811,0.811,"ns","treatment"
"Propionate degradation I","F","w10","clr_abundance","Vehicle","1472",12,13,1.55145746299146,22.0420800982306,0.135,0.405,"ns","treatment"
"Propionate degradation I","F","w10","clr_abundance","FOS+GOS","1472",12,13,1.56436319768155,17.2886114326985,0.136,0.405,"ns","treatment"
"Propionate degradation I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.00763172583722,16.7854339441912,0.328,0.656,"ns","treatment"
"Propionate degradation I","F","w5","clr_abundance","Vehicle","1472",12,13,0.815234770139909,22.8585711066551,0.423,0.656,"ns","treatment"
"Propionate degradation I","F","w5","clr_abundance","FOS+GOS","1472",12,13,1.89800135227244,17.0127558021003,0.075,0.224,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-0.929480517371729,15.9881733097709,0.366,1,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","M","w10","clr_abundance","Vehicle","1472",12,12,-0.904130994120406,17.3156066890597,0.378,1,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","M","w10","clr_abundance","FOS+GOS","1472",13,12,-0.00500320975955928,22.2139413417768,0.996,1,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,0.584964259151151,22.3983734407779,0.564,1,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","M","w5","clr_abundance","Vehicle","1472",12,12,-0.0857461518697068,21.8971313458709,0.932,1,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","M","w5","clr_abundance","FOS+GOS","1472",13,12,-0.698318501265078,22.7911980602741,0.492,1,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,0.714375086828561,21.9936033873364,0.483,0.483,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","F","w10","clr_abundance","Vehicle","1472",12,13,-1.36796212709562,22.4542644697194,0.185,0.37,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","F","w10","clr_abundance","FOS+GOS","1472",12,13,-1.99891026008669,22.5612672909006,0.058,0.173,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,4.25466800184719,21.4709180929848,0.000339,0.001,"**","treatment"
"Isovaleric acid synthesis II (KADC pathway)","F","w5","clr_abundance","Vehicle","1472",12,13,-0.508212051161707,22.1880840088159,0.616,0.616,"ns","treatment"
"Isovaleric acid synthesis II (KADC pathway)","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.19246593665357,20.6855365236522,0.000422,0.001,"**","treatment"
"S-Adenosylmethionine (SAM) synthesis","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.45123182929174,17.6440593894038,0.657,0.734,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","M","w10","clr_abundance","Vehicle","1472",12,12,-0.926156002755945,17.8069101271137,0.367,0.734,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.94264586493377,22.8803061073991,0.064,0.194,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,1.82413010810902,19.9406094503341,0.083,0.166,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","M","w5","clr_abundance","Vehicle","1472",12,12,-0.00414648962795851,21.2252436118788,0.997,0.997,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.0653963651263,22.0140269559178,0.051,0.153,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,1.62748575911249,21.7702941630132,0.118,0.236,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","F","w10","clr_abundance","Vehicle","1472",12,13,-1.36831311213676,21.9863643628889,0.185,0.236,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","F","w10","clr_abundance","FOS+GOS","1472",12,13,-2.73452495330201,22.6939465726899,0.012,0.036,"*","treatment"
"S-Adenosylmethionine (SAM) synthesis","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,5.3398494000664,21.6638038850622,2.44e-05,7.32e-05,"****","treatment"
"S-Adenosylmethionine (SAM) synthesis","F","w5","clr_abundance","Vehicle","1472",12,13,-0.491791179945703,21.7572493332053,0.628,0.628,"ns","treatment"
"S-Adenosylmethionine (SAM) synthesis","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.9590296783287,20.491810152409,7.06e-05,0.000141,"***","treatment"
"Butyrate synthesis I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,5.19775371654278,22.9764389241005,2.87e-05,5.74e-05,"****","treatment"
"Butyrate synthesis I","M","w10","clr_abundance","Vehicle","1472",12,12,-2.14482317728907,18.8241559500925,0.045,0.045,"*","treatment"
"Butyrate synthesis I","M","w10","clr_abundance","FOS+GOS","1472",13,12,-8.28656568709804,20.1361517204254,6.4e-08,1.92e-07,"****","treatment"
"Butyrate synthesis I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,5.30004987196902,17.3980558953169,5.45e-05,0.000146,"***","treatment"
"Butyrate synthesis I","M","w5","clr_abundance","Vehicle","1472",12,12,-0.0739562720091752,21.736844767846,0.942,0.942,"ns","treatment"
"Butyrate synthesis I","M","w5","clr_abundance","FOS+GOS","1472",13,12,-5.45014437215455,16.4324894858581,4.87e-05,0.000146,"***","treatment"
"Butyrate synthesis I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,3.55593981504378,21.2280103582695,0.002,0.004,"**","treatment"
"Butyrate synthesis I","F","w10","clr_abundance","Vehicle","1472",12,13,-1.9179206228901,22.6150167608964,0.068,0.068,"ns","treatment"
"Butyrate synthesis I","F","w10","clr_abundance","FOS+GOS","1472",12,13,-5.84864712714631,22.9114792900772,5.93e-06,1.78e-05,"****","treatment"
"Butyrate synthesis I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,7.96909397168931,20.7951071539168,9.39e-08,2.82e-07,"****","treatment"
"Butyrate synthesis I","F","w5","clr_abundance","Vehicle","1472",12,13,1.31660831050709,18.7588912039018,0.204,0.204,"ns","treatment"
"Butyrate synthesis I","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.68451974058855,21.3916349981919,0.000121,0.000242,"***","treatment"
"17-beta-Estradiol degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-0.4652446228928,15.9238798612729,0.648,1,"ns","treatment"
"17-beta-Estradiol degradation","M","w10","clr_abundance","Vehicle","1472",12,12,-0.486498587653126,19.2019223931292,0.632,1,"ns","treatment"
"17-beta-Estradiol degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,-0.0833870986709817,20.3658771903638,0.934,1,"ns","treatment"
"17-beta-Estradiol degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-1.27495682385009,16.4392955363577,0.22,0.579,"ns","treatment"
"17-beta-Estradiol degradation","M","w5","clr_abundance","Vehicle","1472",12,12,0.0280296169663266,21.9582861954491,0.978,0.978,"ns","treatment"
"17-beta-Estradiol degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,1.35523171698246,16.8756306814178,0.193,0.579,"ns","treatment"
"17-beta-Estradiol degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,2.90462086928515,20.3570607159365,0.009,0.026,"*","treatment"
"17-beta-Estradiol degradation","F","w10","clr_abundance","Vehicle","1472",12,13,0.315689590966641,20.6783311200366,0.755,0.755,"ns","treatment"
"17-beta-Estradiol degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,-2.14156832766623,22.9117472827835,0.043,0.086,"ns","treatment"
"17-beta-Estradiol degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,2.92980920266336,20.9103818345618,0.008,0.016,"*","treatment"
"17-beta-Estradiol degradation","F","w5","clr_abundance","Vehicle","1472",12,13,-1.23586477325287,22.547312442143,0.229,0.229,"ns","treatment"
"17-beta-Estradiol degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,-3.93237828242958,20.446188286761,0.000796,0.002,"**","treatment"
"Butyrate synthesis II","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,3.89034181300252,20.5147505576897,0.000874,0.002,"**","treatment"
"Butyrate synthesis II","M","w10","clr_abundance","Vehicle","1472",12,12,-1.77103763798095,21.7208004421586,0.091,0.091,"ns","treatment"
"Butyrate synthesis II","M","w10","clr_abundance","FOS+GOS","1472",13,12,-5.16077645846973,21.6726079808789,3.74e-05,0.000112,"***","treatment"
"Butyrate synthesis II","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.34372137688788,20.0225348321421,0.029,0.059,"ns","treatment"
"Butyrate synthesis II","M","w5","clr_abundance","Vehicle","1472",12,12,-1.78903868768303,20.6370827149127,0.088,0.088,"ns","treatment"
"Butyrate synthesis II","M","w5","clr_abundance","FOS+GOS","1472",13,12,-3.7772126203031,17.2890751086634,0.001,0.004,"**","treatment"
"Butyrate synthesis II","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,4.17466649492559,18.4457875744991,0.000544,0.002,"**","treatment"
"Butyrate synthesis II","F","w10","clr_abundance","Vehicle","1472",12,13,0.322168801108218,21.6579219458758,0.75,0.75,"ns","treatment"
"Butyrate synthesis II","F","w10","clr_abundance","FOS+GOS","1472",12,13,-4.158473147508,16.390492860108,0.000706,0.002,"**","treatment"
"Butyrate synthesis II","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,5.5760543614678,15.8324265765471,4.34e-05,0.00013,"***","treatment"
"Butyrate synthesis II","F","w5","clr_abundance","Vehicle","1472",12,13,0.351291942480851,20.1924645009094,0.729,0.729,"ns","treatment"
"Butyrate synthesis II","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.70205754720005,20.8037199586173,0.000124,0.000248,"***","treatment"
"Histamine degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.635374108007546,19.544018837176,0.533,1,"ns","treatment"
"Histamine degradation","M","w10","clr_abundance","Vehicle","1472",12,12,0.0775605651054167,21.8185539545423,0.939,1,"ns","treatment"
"Histamine degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,-0.582807142561149,20.624301056252,0.566,1,"ns","treatment"
"Histamine degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,1.80005789268265,18.534937537102,0.088,0.265,"ns","treatment"
"Histamine degradation","M","w5","clr_abundance","Vehicle","1472",12,12,0.494509661618062,18.7441736457663,0.627,0.627,"ns","treatment"
"Histamine degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.71574879289361,22.8517459661045,0.1,0.265,"ns","treatment"
"Histamine degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,0.281082700600326,20.246500627782,0.781,1,"ns","treatment"
"Histamine degradation","F","w10","clr_abundance","Vehicle","1472",12,13,-0.258791731450778,22.9994704636255,0.798,1,"ns","treatment"
"Histamine degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,-0.564637504082539,21.163653394806,0.578,1,"ns","treatment"
"Histamine degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.25223824927346,21.9987834889303,0.224,0.672,"ns","treatment"
"Histamine degradation","F","w5","clr_abundance","Vehicle","1472",12,13,-0.988855973250458,22.2768736576705,0.333,0.672,"ns","treatment"
"Histamine degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,0.349632675100762,22.2191400221271,0.73,0.73,"ns","treatment"
"Quinolinic acid synthesis","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-0.196992144479742,21.2251613964148,0.846,0.846,"ns","treatment"
"Quinolinic acid synthesis","M","w10","clr_abundance","Vehicle","1472",12,12,-1.36786127522289,21.3889291937959,0.186,0.558,"ns","treatment"
"Quinolinic acid synthesis","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.34164122659268,22.6555996377829,0.193,0.558,"ns","treatment"
"Quinolinic acid synthesis","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.27520695096578,20.1693613724362,0.034,0.102,"ns","treatment"
"Quinolinic acid synthesis","M","w5","clr_abundance","Vehicle","1472",12,12,-0.0229997406800303,17.4078813182597,0.982,0.982,"ns","treatment"
"Quinolinic acid synthesis","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.8102295520234,22.385496861654,0.084,0.167,"ns","treatment"
"Quinolinic acid synthesis","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-2.1665320063053,19.7761064741573,0.043,0.128,"ns","treatment"
"Quinolinic acid synthesis","F","w10","clr_abundance","Vehicle","1472",12,13,-1.83816373006787,22.7769079749422,0.079,0.158,"ns","treatment"
"Quinolinic acid synthesis","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.102563014483602,21.7276048134212,0.919,0.919,"ns","treatment"
"Quinolinic acid synthesis","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-2.35353353291607,21.5018027155175,0.028,0.056,"ns","treatment"
"Quinolinic acid synthesis","F","w5","clr_abundance","Vehicle","1472",12,13,-2.99882432393643,22.4234624693143,0.007,0.02,"*","treatment"
"Quinolinic acid synthesis","F","w5","clr_abundance","FOS+GOS","1472",12,13,-0.738475243608356,22.9987596518034,0.468,0.468,"ns","treatment"
"Propionate synthesis II","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,7.81446700114876,19.5255940751521,1.97e-07,5.91e-07,"****","treatment"
"Propionate synthesis II","M","w10","clr_abundance","Vehicle","1472",12,12,-0.453048297292982,21.2281524171959,0.655,0.655,"ns","treatment"
"Propionate synthesis II","M","w10","clr_abundance","FOS+GOS","1472",13,12,-7.30328353268144,17.293611708765,1.11e-06,2.22e-06,"****","treatment"
"Propionate synthesis II","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,0.262479736917128,22.412781157042,0.795,0.795,"ns","treatment"
"Propionate synthesis II","M","w5","clr_abundance","Vehicle","1472",12,12,-2.39521348621531,18.2432681654362,0.028,0.055,"ns","treatment"
"Propionate synthesis II","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.92899365715975,20.9668946151525,0.008,0.024,"*","treatment"
"Propionate synthesis II","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,7.02234320285646,21.8517466291006,4.97e-07,9.94e-07,"****","treatment"
"Propionate synthesis II","F","w10","clr_abundance","Vehicle","1472",12,13,0.420440983760138,22.2165207228108,0.678,0.678,"ns","treatment"
"Propionate synthesis II","F","w10","clr_abundance","FOS+GOS","1472",12,13,-7.11635394375128,22.7440229553633,3.21e-07,9.63e-07,"****","treatment"
"Propionate synthesis II","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,6.39574631281327,17.6324895406412,5.58e-06,1.14e-05,"****","treatment"
"Propionate synthesis II","F","w5","clr_abundance","Vehicle","1472",12,13,-0.864614983088461,19.5559843367382,0.398,0.398,"ns","treatment"
"Propionate synthesis II","F","w5","clr_abundance","FOS+GOS","1472",12,13,-6.04194812502731,22.819346207097,3.79e-06,1.14e-05,"****","treatment"
"Glutamate degradation I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,6.0808557772347,19.0580056912803,7.47e-06,1.49e-05,"****","treatment"
"Glutamate degradation I","M","w10","clr_abundance","Vehicle","1472",12,12,-2.38909975884637,21.9861377915087,0.026,0.026,"*","treatment"
"Glutamate degradation I","M","w10","clr_abundance","FOS+GOS","1472",13,12,-7.74557329510138,19.3310518337241,2.4e-07,7.2e-07,"****","treatment"
"Glutamate degradation I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,3.2128449309137,16.7412455519734,0.005,0.01,"*","treatment"
"Glutamate degradation I","M","w5","clr_abundance","Vehicle","1472",12,12,-1.2170728777709,19.055632095494,0.238,0.238,"ns","treatment"
"Glutamate degradation I","M","w5","clr_abundance","FOS+GOS","1472",13,12,-4.02018530118483,14.1561887275541,0.001,0.004,"**","treatment"
"Glutamate degradation I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,6.83319271004768,15.5842031905918,4.63e-06,1.39e-05,"****","treatment"
"Glutamate degradation I","F","w10","clr_abundance","Vehicle","1472",12,13,0.0661276743535651,22.5682824038618,0.948,0.948,"ns","treatment"
