"genus","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Rikenella","Male","week 10","fixed",NA,"dietHFHS",-0.00184427308354674,0.00225575699062378,-0.817585001936198,7.66510235030413,0.438266818019463,0.438266818019463,"diet"
"Rikenella","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00297818451617291,NA,NA,NA,NA,NA,"diet"
"Rikenella","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00210748354926371,NA,NA,NA,NA,NA,"diet"
"Rikenella","Male","week 10","ran_pars","Residual","sd__Observation",0.0032814193418792,NA,NA,NA,NA,NA,"diet"
"Roseburia","Female","week 10","fixed",NA,"dietHFHS",9.31311286957935e-06,0.00200089062879764,0.00465448372616734,21.2986682114999,0.99632959378065,0.99632959378065,"diet"
"Roseburia","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Roseburia","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00255552513606118,NA,NA,NA,NA,NA,"diet"
"Roseburia","Female","week 10","ran_pars","Residual","sd__Observation",0.0042851729472145,NA,NA,NA,NA,NA,"diet"
"Erysipelatoclostridium","Male","week 5","fixed",NA,"dietHFHS",0.00425233849144921,0.00224422780957499,1.89478914453631,8.48472411775344,0.0926251345765267,0.185250269153053,"diet"
"Erysipelatoclostridium","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00345346788035501,NA,NA,NA,NA,NA,"diet"
"Erysipelatoclostridium","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00106711897372193,NA,NA,NA,NA,NA,"diet"
"Erysipelatoclostridium","Male","week 5","ran_pars","Residual","sd__Observation",0.00233581783600561,NA,NA,NA,NA,NA,"diet"
"Rikenella","Male","week 5","fixed",NA,"dietHFHS",-0.00341492620520453,0.00156158746829177,-2.18682992438466,21.4913663206756,0.0399428055288399,0.0399428055288399,"diet"
"Rikenella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Rikenella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00161228451790372,NA,NA,NA,NA,NA,"diet"
"Rikenella","Male","week 5","ran_pars","Residual","sd__Observation",0.00369713961163424,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Male","week 5","fixed",NA,"dietHFHS",0.00307710392200431,0.00169740304894874,1.81283044348841,7.5825363414138,0.109478163391623,0.218956326783246,"diet"
"Oscillibacter","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00219517239293412,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00154006220177155,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Male","week 5","ran_pars","Residual","sd__Observation",0.0025514663080388,NA,NA,NA,NA,NA,"diet"
"Parasutterella","Male","week 5","fixed",NA,"dietHFHS",7.87083398908374e-05,0.00229317206273481,0.0343229106833662,9.87662647721553,0.973303406410565,0.973303406410565,"diet"
"Parasutterella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00276736002414706,NA,NA,NA,NA,NA,"diet"
"Parasutterella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Parasutterella","Male","week 5","ran_pars","Residual","sd__Observation",0.00391583772529337,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Female","week 5","fixed",NA,"dietHFHS",-0.00312968696832105,0.00167918457957852,-1.86381354758904,5.58383200712377,0.115272918673982,0.177029209771692,"diet"
"Limosilactobacillus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00140606206464995,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00138028744025045,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Female","week 5","ran_pars","Residual","sd__Observation",0.00307738747866611,NA,NA,NA,NA,NA,"diet"
"Bilophila","Male","week 10","fixed",NA,"dietHFHS",0.00147563222562853,0.00148123872918901,0.99621498989326,21.999999999785,0.329977522671295,0.329977522671295,"diet"
"Bilophila","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Bilophila","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Bilophila","Male","week 10","ran_pars","Residual","sd__Observation",0.00362827907376167,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Male","week 5","fixed",NA,"dietHFHS",-0.00369937467366205,0.00203266407881842,-1.81996361927766,10.3891747772149,0.0976600738748655,0.0976600738748655,"diet"
"Incertae Sedis","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00295922105203768,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Male","week 5","ran_pars","Residual","sd__Observation",0.00258833777786335,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Male","week 5","fixed",NA,"dietHFHS",0.00185113223860579,0.00118276300096463,1.56509143175434,21.9822611835028,0.131844632311371,0.263689264622743,"diet"
"Lachnospiraceae UCG-006","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000146128881216654,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Male","week 5","ran_pars","Residual","sd__Observation",0.00289473678250417,NA,NA,NA,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Female","week 10","fixed",NA,"dietHFHS",0.00190499450558611,0.00332349181179743,0.573190672179162,7.84458019821596,0.582568818965959,0.83399119108774,"diet"
"Coriobacteriaceae UCG-002","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00510358814651229,NA,NA,NA,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Female","week 10","ran_pars","Residual","sd__Observation",0.000984118613123192,NA,NA,NA,NA,NA,"diet"
"Dubosiella","Female","week 10","fixed",NA,"dietHFHS",0.00356020025866106,0.00292590113984931,1.21678761123297,7.99517086446759,0.25838146239458,0.516762924789161,"diet"
"Dubosiella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00453182716073337,NA,NA,NA,NA,NA,"diet"
"Dubosiella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Dubosiella","Female","week 10","ran_pars","Residual","sd__Observation",0.000134609581169631,NA,NA,NA,NA,NA,"diet"
"Parasutterella","Female","week 10","fixed",NA,"dietHFHS",-0.000668497994640021,0.0025147831913336,-0.265827287594329,6.39083535054368,0.79874148323748,0.79874148323748,"diet"
"Parasutterella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00354572554676329,NA,NA,NA,NA,NA,"diet"
"Parasutterella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00316322084051829,NA,NA,NA,NA,NA,"diet"
"Parasutterella","Female","week 10","ran_pars","Residual","sd__Observation",0.000457680586360714,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Male","week 10","fixed",NA,"dietHFHS",0.00170076018065929,0.00130654580700781,1.30172258143347,5.92951022888383,0.241292758888489,0.241292758888489,"diet"
"Oscillibacter","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000451291761685081,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000979626589975321,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Male","week 10","ran_pars","Residual","sd__Observation",0.00305793447985926,NA,NA,NA,NA,NA,"diet"
"A2","Male","week 5","fixed",NA,"dietHFHS",-0.000524354152054246,0.001368481381293,-0.383164988009419,9.75965189180474,0.70981074831912,0.70981074831912,"diet"
"A2","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00101206613116733,NA,NA,NA,NA,NA,"diet"
"A2","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"A2","Male","week 5","ran_pars","Residual","sd__Observation",0.00299782450423492,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Female","week 5","fixed",NA,"dietHFHS",0.00414191013827298,0.00157036704357031,2.63754270393763,4.17958306174137,0.0551962917532519,0.0551962917532519,"diet"
"Oscillibacter","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000657214741227434,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00136682317640872,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Female","week 5","ran_pars","Residual","sd__Observation",0.00337650093685278,NA,NA,NA,NA,NA,"diet"
"Clostridium sensu stricto 1","Male","week 5","fixed",NA,"dietHFHS",0.00255815255010979,0.00142446751209699,1.79586584347149,7.93047858679445,0.110575331155354,0.221150662310709,"diet"
"Clostridium sensu stricto 1","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00177817873953509,NA,NA,NA,NA,NA,"diet"
"Clostridium sensu stricto 1","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00185938923873961,NA,NA,NA,NA,NA,"diet"
"Clostridium sensu stricto 1","Male","week 5","ran_pars","Residual","sd__Observation",0.00218721181612198,NA,NA,NA,NA,NA,"diet"
"UBA1819","Male","week 10","fixed",NA,"dietHFHS",0.00262223749688818,0.00138480443823631,1.89357964524425,6.76971361485317,0.101572296894837,0.101572296894837,"diet"
"UBA1819","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0016095219776347,NA,NA,NA,NA,NA,"diet"
"UBA1819","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00166535592028631,NA,NA,NA,NA,NA,"diet"
"UBA1819","Male","week 10","ran_pars","Residual","sd__Observation",0.00231101527865138,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Male","week 10","fixed",NA,"dietHFHS",0.00049115674086838,0.0015190175128358,0.323338432057611,9.95029979183975,0.753131768372326,0.753131768372326,"diet"
"Enterorhabdus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00198999266622441,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Male","week 10","ran_pars","Residual","sd__Observation",0.00235374683600584,NA,NA,NA,NA,NA,"diet"
"UBA1819","Female","week 10","fixed",NA,"dietHFHS",0.000693071771562864,0.00211333210731365,0.327952132636577,6.12990536660775,0.753860623155399,0.753860623155399,"diet"
"UBA1819","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00245159919961781,NA,NA,NA,NA,NA,"diet"
"UBA1819","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000974895044327083,NA,NA,NA,NA,NA,"diet"
"UBA1819","Female","week 10","ran_pars","Residual","sd__Observation",0.00311744307369212,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Female","week 10","fixed",NA,"dietHFHS",-0.000353117603670061,0.00166969081317025,-0.211486821922195,20.4683555572128,0.834598962315398,0.834598962315398,"diet"
"Oscillibacter","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00156818083905469,NA,NA,NA,NA,NA,"diet"
"Oscillibacter","Female","week 10","ran_pars","Residual","sd__Observation",0.00372523662062253,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Female","week 10","fixed",NA,"dietHFHS",0.00236458962558532,0.00134799694703844,1.75415057933205,20.8789526030853,0.0940724257799991,0.0940724257799991,"diet"
"Lachnospiraceae FCS020 group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00142110365983928,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Female","week 10","ran_pars","Residual","sd__Observation",0.00296233219338651,NA,NA,NA,NA,NA,"diet"
"Dubosiella","Male","week 5","fixed",NA,"dietHFHS",0.00105093970185779,0.00108113446316368,0.972071224871021,7.48614026132775,0.361370362855521,0.722740725711042,"diet"
"Dubosiella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000415025708012756,NA,NA,NA,NA,NA,"diet"
"Dubosiella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Dubosiella","Male","week 5","ran_pars","Residual","sd__Observation",0.00257452105411947,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Male","week 5","fixed",NA,"dietHFHS",0.00315370464915552,0.00157943330355661,1.99673176578835,7.54700882333624,0.0830704948430859,0.166140989686172,"diet"
"Acetatifactor","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00263026107607108,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00137603623062749,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Male","week 5","ran_pars","Residual","sd__Observation",0.000775317402860669,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Female","week 10","fixed",NA,"dietHFHS",0.00019657355244924,0.0015514117394838,0.126706242737757,5.89864156584855,0.903381425701818,0.903381425701818,"diet"
"Limosilactobacillus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0015326935253264,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000874564522857092,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Female","week 10","ran_pars","Residual","sd__Observation",0.00267907692342319,NA,NA,NA,NA,NA,"diet"
"HT002","Male","week 10","fixed",NA,"dietHFHS",-0.0043231651509071,0.0018225817887101,-2.3720006299233,8.22355704132123,0.0442851140253907,0.0885702280507814,"diet"
"HT002","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00302778889008669,NA,NA,NA,NA,NA,"diet"
"HT002","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00225263476816644,NA,NA,NA,NA,NA,"diet"
"HT002","Male","week 10","ran_pars","Residual","sd__Observation",0.000755520269057327,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Female","week 5","fixed",NA,"dietHFHS",0.00138444602368316,0.00193308988800425,0.716182952626422,7.89058229167536,0.494525213627837,0.494525213627837,"diet"
"Parabacteroides","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00257067143996253,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Female","week 5","ran_pars","cohort","sd__(Intercept)",3.81432844476395e-11,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Female","week 5","ran_pars","Residual","sd__Observation",0.00228670086148201,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Male","week 5","fixed",NA,"dietHFHS",-0.00381061735710194,0.00147597498039062,-2.5817628399727,8.70390080520882,0.0303971366259751,0.0303971366259751,"diet"
"Limosilactobacillus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00189159906825827,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000842413563265792,NA,NA,NA,NA,NA,"diet"
"Limosilactobacillus","Male","week 5","ran_pars","Residual","sd__Observation",0.00230135720895593,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Female","week 5","fixed",NA,"dietHFHS",0.00360373830889203,0.000939933182393616,3.83403669153888,21.0397040128724,0.000962812209052414,0.00192562441810483,"diet"
"Enterorhabdus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00104169760407155,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Female","week 5","ran_pars","Residual","sd__Observation",0.00205175982142572,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Male","week 5","fixed",NA,"dietHFHS",0.00264996409331733,0.00131496586440299,2.01523413272818,8.1892921426019,0.0778165972877576,0.151208444899861,"diet"
"Enterorhabdus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00201072709774323,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000903105807742067,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Male","week 5","ran_pars","Residual","sd__Observation",0.00136630111132922,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Female","week 5","fixed",NA,"dietHFHS",0.00295924897734322,0.00100540557106328,2.94333855163905,19.3669393198952,0.00822645780856007,0.0164529156171201,"diet"
"Tuzzerella","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",9.67749865916e-08,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000739047547150692,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Female","week 5","ran_pars","Residual","sd__Observation",0.00230814938182378,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Female","week 10","fixed",NA,"dietHFHS",0.00134799111887723,0.00124719431638597,1.08081884367734,6.55287810924118,0.317941961807627,0.317941961807627,"diet"
"Enterorhabdus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00121283303472067,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.0013666252778307,NA,NA,NA,NA,NA,"diet"
"Enterorhabdus","Female","week 10","ran_pars","Residual","sd__Observation",0.00195831557647683,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Female","week 10","fixed",NA,"dietHFHS",0.00199881731115525,0.00134303892353518,1.48827951009336,19.8103062987536,0.152423714706869,0.152423714706869,"diet"
"GCA-900066575","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.0009796261743706,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Female","week 10","ran_pars","Residual","sd__Observation",0.00308573167591929,NA,NA,NA,NA,NA,"diet"
"Anaerotruncus","Female","week 5","fixed",NA,"dietHFHS",0.00378985761944334,0.00120750650828839,3.13858152600385,5.53524960393138,0.0223988155349492,0.0447976310698985,"diet"
"Anaerotruncus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0011526069235887,NA,NA,NA,NA,NA,"diet"
"Anaerotruncus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00124669872289609,NA,NA,NA,NA,NA,"diet"
"Anaerotruncus","Female","week 5","ran_pars","Residual","sd__Observation",0.0019508391841933,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Female","week 10","fixed",NA,"dietHFHS",-0.000990700253323807,0.00121612538828567,-0.814636601510607,6.60948397932743,0.443636753504296,0.443636753504296,"diet"
"Lachnospiraceae UCG-006","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00141174079966702,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000395589372443038,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Female","week 10","ran_pars","Residual","sd__Observation",0.00183895899900006,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Male","week 10","fixed",NA,"dietHFHS",0.00134825885993001,0.000673093944285032,2.0030767939268,19.6616007173567,0.0591494178464769,0.118298835692954,"diet"
"Lachnospiraceae FCS020 group","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00194783128212563,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Male","week 10","ran_pars","Residual","sd__Observation",0.00153604495336204,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Male","week 5","fixed",NA,"dietHFHS",0.00149438991571011,0.00100566027909246,1.48597886063343,20.7938007711996,0.152289808197394,0.152289808197394,"diet"
"Parabacteroides","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00154445787555837,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Male","week 5","ran_pars","Residual","sd__Observation",0.00234254192974907,NA,NA,NA,NA,NA,"diet"
"Staphylococcus","Male","week 10","fixed",NA,"dietHFHS",0.00090161257255638,0.00091561007931577,0.984712371482574,8.09115020542934,0.35329167128023,0.706583342560459,"diet"
"Staphylococcus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000578095706123928,NA,NA,NA,NA,NA,"diet"
"Staphylococcus","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Staphylococcus","Male","week 10","ran_pars","Residual","sd__Observation",0.00207157418998529,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Female","week 10","fixed",NA,"dietHFHS",0.000427661020399508,0.00097837719796366,0.437112620050445,19.4653034057113,0.66684055841221,0.66684055841221,"diet"
"Tuzzerella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00065581159442383,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Female","week 10","ran_pars","Residual","sd__Observation",0.00226657041840965,NA,NA,NA,NA,NA,"diet"
"Dorea","Female","week 5","fixed",NA,"dietHFHS",0.00354266847148978,0.000628011815825769,5.64108569650326,21.7943617462178,1.17227711139293e-05,2.34455422278586e-05,"diet"
"Dorea","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Dorea","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000884420142362806,NA,NA,NA,NA,NA,"diet"
"Dorea","Female","week 5","ran_pars","Residual","sd__Observation",0.00132794986993617,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Female","week 5","fixed",NA,"dietHFHS",0.0015525837462268,0.00201399555216978,0.770897306378914,7.38122642614646,0.464725048914821,0.464725048914821,"diet"
"Lachnospiraceae UCG-006","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00296683799303617,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae UCG-006","Female","week 5","ran_pars","Residual","sd__Observation",0.00141059057629285,NA,NA,NA,NA,NA,"diet"
"Bilophila","Male","week 5","fixed",NA,"dietHFHS",0.00185949276784934,0.00121407891127185,1.53160783091221,6.0748467213286,0.175899429481743,0.212170699832494,"diet"
"Bilophila","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00144423857488389,NA,NA,NA,NA,NA,"diet"
"Bilophila","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000311571967604388,NA,NA,NA,NA,NA,"diet"
"Bilophila","Male","week 5","ran_pars","Residual","sd__Observation",0.00209213514103677,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Male","week 5","fixed",NA,"dietHFHS",0.00185743098419937,0.00118586229781494,1.56631253697993,8.17027551743564,0.155124964289868,0.211392336420187,"diet"
"GCA-900066575","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00145297185641431,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000827113668386359,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Male","week 5","ran_pars","Residual","sd__Observation",0.0019350082636744,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Male","week 10","fixed",NA,"dietHFHS",0.00103201789492916,0.000953664323652631,1.08216053524623,6.26887207892052,0.319041182679333,0.319041182679333,"diet"
"GCA-900066575","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000894029023894795,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000787409093893127,NA,NA,NA,NA,NA,"diet"
"GCA-900066575","Male","week 10","ran_pars","Residual","sd__Observation",0.00187188450486528,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Male","week 10","fixed",NA,"dietHFHS",0.00177661994872651,0.000678248728794096,2.61942245271183,9.2891181486591,0.0271423538148986,0.0393607269094929,"diet"
"Tuzzerella","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000503707155396683,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000938927013744798,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Male","week 10","ran_pars","Residual","sd__Observation",0.00140978105278705,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Female","week 5","fixed",NA,"dietHFHS",0.00107094691928406,0.00123055496600215,0.870295881835638,6.16688313114804,0.416724498524635,0.416724498524635,"diet"
"Lachnospiraceae FCS020 group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00141796626540931,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Lachnospiraceae FCS020 group","Female","week 5","ran_pars","Residual","sd__Observation",0.00193127027647234,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Male","week 5","fixed",NA,"dietHFHS",0.000544393504210769,0.000941251755159206,0.578371834343819,8.02206324662037,0.578884028735206,0.578884028735206,"diet"
"Tuzzerella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00116856264983553,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000243007506099869,NA,NA,NA,NA,NA,"diet"
"Tuzzerella","Male","week 5","ran_pars","Residual","sd__Observation",0.0015518163653197,NA,NA,NA,NA,NA,"diet"
"Anaerotruncus","Female","week 10","fixed",NA,"dietHFHS",0.000610986862649062,0.000805631586306663,0.758394870600928,21.8874462608871,0.456303983950889,0.456303983950889,"diet"
"Anaerotruncus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Anaerotruncus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00115613384714825,NA,NA,NA,NA,NA,"diet"
"Anaerotruncus","Female","week 10","ran_pars","Residual","sd__Observation",0.0016994738632614,NA,NA,NA,NA,NA,"diet"
"Marvinbryantia","Female","week 10","fixed",NA,"dietHFHS",-0.000804339523652299,0.00101331012459451,-0.793774288966237,7.41442211990865,0.451979317061074,0.451979317061074,"diet"
"Marvinbryantia","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00107698404821673,NA,NA,NA,NA,NA,"diet"
"Marvinbryantia","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Marvinbryantia","Female","week 10","ran_pars","Residual","sd__Observation",0.00174375017224201,NA,NA,NA,NA,NA,"diet"
"UCG-009","Female","week 5","fixed",NA,"dietHFHS",0.00372641983209527,0.00116474713648338,3.1993380497557,6.05302971224032,0.0183906472270778,0.0367812944541555,"diet"
"UCG-009","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0014991692860132,NA,NA,NA,NA,NA,"diet"
