"genus","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Parasutterella","Male","week 10","fixed",NA,"dietHFHS",-0.00169808070538284,0.00079112984915385,-2.14639949080296,8.86050653517932,0.0608596564526675,-0.00349204487201321,9.58834612475199e-05,-2.14639949080296,0.18743201329149,0.728761280350639,0.121719312905335,"diet"
"Parasutterella","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00108854736986417,NA,NA,NA,NA,NA,NA,NA,0.18743201329149,0.728761280350639,NA,"diet"
"Parasutterella","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000993757881425081,NA,NA,NA,NA,NA,NA,NA,0.18743201329149,0.728761280350639,NA,"diet"
"Parasutterella","Male","week 10","ran_pars","Residual","sd__Observation",0.00104333551805468,NA,NA,NA,NA,NA,NA,NA,0.18743201329149,0.728761280350639,NA,"diet"
"Lachnospiraceae UCG-006","Male","week 10","fixed",NA,"dietHFHS",0.00182616126226289,0.000694574671421142,2.62917917597895,8.38288572821602,0.0290474656572059,0.00023711421633935,0.00341520830818643,2.62917917597895,0.315262519390156,0.858809967227792,0.0580949313144119,"diet"
"Lachnospiraceae UCG-006","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00109137095127285,NA,NA,NA,NA,NA,NA,NA,0.315262519390156,0.858809967227792,NA,"diet"
"Lachnospiraceae UCG-006","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000555720181521956,NA,NA,NA,NA,NA,NA,NA,0.315262519390156,0.858809967227792,NA,"diet"
"Lachnospiraceae UCG-006","Male","week 10","ran_pars","Residual","sd__Observation",0.000624189820511507,NA,NA,NA,NA,NA,NA,NA,0.315262519390156,0.858809967227792,NA,"diet"
"Parasutterella","Female","week 5","fixed",NA,"dietHFHS",-0.000475403374200367,0.000652558373050037,-0.728522372609132,6.16900425522117,0.493011234465566,-0.0020616121932452,0.00111080544484446,-0.728522372609132,0.0350331098456521,0.502734048057111,0.580325436736632,"diet"
"Parasutterella","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000749456301378658,NA,NA,NA,NA,NA,NA,NA,0.0350331098456521,0.502734048057111,NA,"diet"
"Parasutterella","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000474793613625111,NA,NA,NA,NA,NA,NA,NA,0.0350331098456521,0.502734048057111,NA,"diet"
"Parasutterella","Female","week 5","ran_pars","Residual","sd__Observation",0.000914805956121417,NA,NA,NA,NA,NA,NA,NA,0.0350331098456521,0.502734048057111,NA,"diet"
"Escherichia-Shigella","Male","week 5","fixed",NA,"dietHFHS",-0.00096138548911517,0.000492499218257957,-1.95205485303253,21.7231325679903,0.06394037758004,-0.00198352164375423,6.07506655238949e-05,-1.95205485303253,0.149357035361185,NA,0.12788075516008,"diet"
"Escherichia-Shigella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.149357035361185,NA,NA,"diet"
"Escherichia-Shigella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000446975462043319,NA,NA,NA,NA,NA,NA,NA,0.149357035361185,NA,NA,"diet"
"Escherichia-Shigella","Male","week 5","ran_pars","Residual","sd__Observation",0.00117184476667126,NA,NA,NA,NA,NA,NA,NA,0.149357035361185,NA,NA,"diet"
"Marvinbryantia","Male","week 5","fixed",NA,"dietHFHS",-9.08343283436333e-05,0.000611973927738483,-0.148428428445157,10.7653551926778,0.884748359341155,-0.00144137044571661,0.00125970178902934,-0.148428428445157,0.000926854516222218,0.414314941839931,0.884748359341155,"diet"
"Marvinbryantia","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0005828965974275,NA,NA,NA,NA,NA,NA,NA,0.000926854516222218,0.414314941839931,NA,"diet"
"Marvinbryantia","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000787545828903263,NA,NA,NA,NA,NA,NA,NA,0.000926854516222218,0.414314941839931,NA,"diet"
"Marvinbryantia","Male","week 5","ran_pars","Residual","sd__Observation",0.00116624018958204,NA,NA,NA,NA,NA,NA,NA,0.000926854516222218,0.414314941839931,NA,"diet"
"UCG-009","Female","week 10","fixed",NA,"dietHFHS",0.000171612784355081,0.000684409146229888,0.250745895639212,5.1341367683383,0.811737374817422,-0.00157398117903018,0.00191720674774035,0.250745895639212,0.00227463136968196,0.447113470426889,0.811737374817422,"diet"
"UCG-009","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000222655211830772,NA,NA,NA,NA,NA,NA,NA,0.00227463136968196,0.447113470426889,NA,"diet"
"UCG-009","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00120537307633418,NA,NA,NA,NA,NA,NA,NA,0.00227463136968196,0.447113470426889,NA,"diet"
"UCG-009","Female","week 10","ran_pars","Residual","sd__Observation",0.00136654468444775,NA,NA,NA,NA,NA,NA,NA,0.00227463136968196,0.447113470426889,NA,"diet"
"Escherichia-Shigella","Female","week 5","fixed",NA,"dietHFHS",-0.000125369399763947,0.000472657241286045,-0.265243793626924,20.3774800253109,0.793486397540712,-0.00111014558008895,0.000859406780561056,-0.265243793626924,0.00470887972338846,NA,0.793486397540712,"diet"
"Escherichia-Shigella","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00470887972338846,NA,NA,"diet"
"Escherichia-Shigella","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00156657924077574,NA,NA,NA,NA,NA,NA,NA,0.00470887972338846,NA,NA,"diet"
"Escherichia-Shigella","Female","week 5","ran_pars","Residual","sd__Observation",0.000930935345237514,NA,NA,NA,NA,NA,NA,NA,0.00470887972338846,NA,NA,"diet"
"Anaerotruncus","Male","week 5","fixed",NA,"dietHFHS",0.000635278734618246,0.00065012682132056,0.977161245751784,21.9999999996412,0.339112850324968,-0.000713001770841791,0.00198355924007828,0.977161245751784,0.0398601675805203,NA,0.339112850324968,"diet"
"Anaerotruncus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0398601675805203,NA,NA,"diet"
"Anaerotruncus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0398601675805203,NA,NA,"diet"
"Anaerotruncus","Male","week 5","ran_pars","Residual","sd__Observation",0.00159247898033294,NA,NA,NA,NA,NA,NA,NA,0.0398601675805203,NA,NA,"diet"
"Anaerotruncus","Male","week 10","fixed",NA,"dietHFHS",0.000336808382959128,0.000543283245697796,0.619949879968282,21.3502599260642,0.541851584329699,-0.00079188343750318,0.00146550020342144,0.619949879968282,0.0179151280421644,NA,0.541851584329699,"diet"
"Anaerotruncus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0179151280421644,NA,NA,"diet"
"Anaerotruncus","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000712880256956005,NA,NA,NA,NA,NA,NA,NA,0.0179151280421644,NA,NA,"diet"
"Anaerotruncus","Male","week 10","ran_pars","Residual","sd__Observation",0.00127367654669035,NA,NA,NA,NA,NA,NA,NA,0.0179151280421644,NA,NA,"diet"
"Marvinbryantia","Male","week 10","fixed",NA,"dietHFHS",0.000652282527068705,0.000542095354580452,1.20326160620493,6.29813763563611,0.272146322143822,-0.000659103928528564,0.00196366898266597,1.20326160620493,0.0564794779260067,0.555372678088803,0.272146322143822,"diet"
"Marvinbryantia","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00059830389994347,NA,NA,NA,NA,NA,NA,NA,0.0564794779260067,0.555372678088803,NA,"diet"
"Marvinbryantia","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000788956057743033,NA,NA,NA,NA,NA,NA,NA,0.0564794779260067,0.555372678088803,NA,"diet"
"Marvinbryantia","Male","week 10","ran_pars","Residual","sd__Observation",0.000934760147693449,NA,NA,NA,NA,NA,NA,NA,0.0564794779260067,0.555372678088803,NA,"diet"
"UCG-009","Male","week 5","fixed",NA,"dietHFHS",0.00140941322014684,0.000480730126760453,2.93181796124284,5.86081010415982,0.026955942168432,0.000226303827817641,0.00259252261247605,2.93181796124284,0.267121092871305,0.433967910337096,0.053911884336864,"diet"
"UCG-009","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000307456254220243,NA,NA,NA,NA,NA,NA,NA,0.267121092871305,0.433967910337096,NA,"diet"
"UCG-009","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000478692136105342,NA,NA,NA,NA,NA,NA,NA,0.267121092871305,0.433967910337096,NA,"diet"
"UCG-009","Male","week 5","ran_pars","Residual","sd__Observation",0.00104789189933134,NA,NA,NA,NA,NA,NA,NA,0.267121092871305,0.433967910337096,NA,"diet"
"Escherichia-Shigella","Female","week 10","fixed",NA,"dietHFHS",-0.000355126830737803,0.00087735414202948,-0.40477022188136,6.38492141107772,0.698860321246659,-0.00247094958335899,0.00176069592188338,-0.40477022188136,0.010220085729217,0.67088513989335,0.698860321246659,"diet"
"Escherichia-Shigella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00103391183462488,NA,NA,NA,NA,NA,NA,NA,0.010220085729217,0.67088513989335,NA,"diet"
"Escherichia-Shigella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00102848429521417,NA,NA,NA,NA,NA,NA,NA,0.010220085729217,0.67088513989335,NA,"diet"
"Escherichia-Shigella","Female","week 10","ran_pars","Residual","sd__Observation",0.00102929928079045,NA,NA,NA,NA,NA,NA,NA,0.010220085729217,0.67088513989335,NA,"diet"
"Mucispirillum","Male","week 5","fixed",NA,"dietHFHS",0.000907437073308713,0.000464255056258878,1.95460891825529,20.848200540936,0.0641715405376541,-5.84623897097863e-05,0.00187333653632721,1.95460891825529,0.156959403790328,NA,0.128343081075308,"diet"
"Mucispirillum","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.156959403790328,NA,NA,"diet"
"Mucispirillum","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000849570288549309,NA,NA,NA,NA,NA,NA,NA,0.156959403790328,NA,NA,"diet"
"Mucispirillum","Male","week 5","ran_pars","Residual","sd__Observation",0.00107413483067058,NA,NA,NA,NA,NA,NA,NA,0.156959403790328,NA,NA,"diet"
"UCG-009","Male","week 10","fixed",NA,"dietHFHS",0.000438340288677348,0.000612317812567258,0.715870549052826,7.44443753312489,0.495907901927143,-0.000992221100821046,0.00186890167817574,0.715870549052826,0.0250448936984902,0.69249709377028,0.495907901927143,"diet"
"UCG-009","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000853615669157062,NA,NA,NA,NA,NA,NA,NA,0.0250448936984902,0.69249709377028,NA,"diet"
"UCG-009","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000779203384271396,NA,NA,NA,NA,NA,NA,NA,0.0250448936984902,0.69249709377028,NA,"diet"
"UCG-009","Male","week 10","ran_pars","Residual","sd__Observation",0.000784491265415329,NA,NA,NA,NA,NA,NA,NA,0.0250448936984902,0.69249709377028,NA,"diet"
"Dorea","Male","week 5","fixed",NA,"dietHFHS",0.00138438463445607,0.000422785976959015,3.27443366124291,7.36457188381049,0.0126545790884888,0.000394600249063868,0.00237416901984827,3.27443366124291,0.321643251675368,NA,0.0253091581769777,"diet"
"Dorea","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",8.96617782132735e-05,NA,NA,NA,NA,NA,NA,NA,0.321643251675368,NA,NA,"diet"
"Dorea","Male","week 5","ran_pars","cohort","sd__(Intercept)",2.42576089416275e-07,NA,NA,NA,NA,NA,NA,NA,0.321643251675368,NA,NA,"diet"
"Dorea","Male","week 5","ran_pars","Residual","sd__Observation",0.00102685785683088,NA,NA,NA,NA,NA,NA,NA,0.321643251675368,NA,NA,"diet"
"Erysipelatoclostridium","Female","week 5","fixed",NA,"dietHFHS",0.0012090220502735,0.000481460204240651,2.51115676773399,4.46883325782638,0.0595216043544388,-7.41932571712439e-05,0.00249223735771825,2.51115676773399,0.287328187479249,0.669618779236045,0.119043208708878,"diet"
"Erysipelatoclostridium","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000536374270648035,NA,NA,NA,NA,NA,NA,NA,0.287328187479249,0.669618779236045,NA,"diet"
"Erysipelatoclostridium","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000468670608405687,NA,NA,NA,NA,NA,NA,NA,0.287328187479249,0.669618779236045,NA,"diet"
"Erysipelatoclostridium","Female","week 5","ran_pars","Residual","sd__Observation",0.000662162358366675,NA,NA,NA,NA,NA,NA,NA,0.287328187479249,0.669618779236045,NA,"diet"
"Lachnospiraceae FCS020 group","Male","week 5","fixed",NA,"dietHFHS",0.000725566286172306,0.000481800917164343,1.5059462535743,6.55562514665349,0.178656591461307,-0.000429555548360335,0.00188068812070495,1.5059462535743,0.112890117909026,0.396778177653234,0.185504185178669,"diet"
"Lachnospiraceae FCS020 group","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000548089770120768,NA,NA,NA,NA,NA,NA,NA,0.112890117909026,0.396778177653234,NA,"diet"
"Lachnospiraceae FCS020 group","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000212026021882033,NA,NA,NA,NA,NA,NA,NA,0.112890117909026,0.396778177653234,NA,"diet"
"Lachnospiraceae FCS020 group","Male","week 5","ran_pars","Residual","sd__Observation",0.000856641994798963,NA,NA,NA,NA,NA,NA,NA,0.112890117909026,0.396778177653234,NA,"diet"
"UBA1819","Male","week 5","fixed",NA,"dietHFHS",-9.88743862738957e-05,0.00054760337012854,-0.180558396217844,9.68591380915875,0.860435992273701,-0.0013243950992078,0.00112664632666001,-0.180558396217844,0.00774304573132012,NA,0.860435992273701,"diet"
"UBA1819","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000848620388220072,NA,NA,NA,NA,NA,NA,NA,0.00774304573132012,NA,NA,"diet"
"UBA1819","Male","week 5","ran_pars","cohort","sd__(Intercept)",2.21286183160747e-11,NA,NA,NA,NA,NA,NA,NA,0.00774304573132012,NA,NA,"diet"
"UBA1819","Male","week 5","ran_pars","Residual","sd__Observation",0.000571678252774452,NA,NA,NA,NA,NA,NA,NA,0.00774304573132012,NA,NA,"diet"
"Clostridium sensu stricto 1","Male","week 10","fixed",NA,"dietHFHS",0.000962100249431072,0.000449181016617223,2.14189873088724,10.0891658418981,0.0576129400085911,-3.7539768485924e-05,0.00196174026734807,2.14189873088724,0.365481813563608,NA,0.115225880017182,"diet"
"Clostridium sensu stricto 1","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000616208859911672,NA,NA,NA,NA,NA,NA,NA,0.365481813563608,NA,NA,"diet"
"Clostridium sensu stricto 1","Male","week 10","ran_pars","cohort","sd__(Intercept)",5.85232708395024e-08,NA,NA,NA,NA,NA,NA,NA,0.365481813563608,NA,NA,"diet"
"Clostridium sensu stricto 1","Male","week 10","ran_pars","Residual","sd__Observation",0.00064747228905301,NA,NA,NA,NA,NA,NA,NA,0.365481813563608,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Female","week 5","fixed",NA,"dietHFHS",-0.000639853811695439,0.000634976359789825,-1.00768131258812,7.99329132615489,0.343134208305027,-0.00210432586322223,0.000824618239831349,-1.00768131258812,0.857323406404404,NA,0.343134208305027,"diet"
"Coriobacteriaceae UCG-002","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000979364751280017,NA,NA,NA,NA,NA,NA,NA,0.857323406404404,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.857323406404404,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Female","week 5","ran_pars","Residual","sd__Observation",0.000133320365062952,NA,NA,NA,NA,NA,NA,NA,0.857323406404404,NA,NA,"diet"
"Clostridium sensu stricto 1","Female","week 10","fixed",NA,"dietHFHS",0.000773897178893074,0.000380098115488789,2.03604581911141,8.60334811621719,0.0736677796324856,-9.20255257526695e-05,0.00163981988353882,2.03604581911141,0.238078853089003,NA,0.147335559264971,"diet"
"Clostridium sensu stricto 1","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000367574757492573,NA,NA,NA,NA,NA,NA,NA,0.238078853089003,NA,NA,"diet"
"Clostridium sensu stricto 1","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.238078853089003,NA,NA,"diet"
"Clostridium sensu stricto 1","Female","week 10","ran_pars","Residual","sd__Observation",0.000707114224266881,NA,NA,NA,NA,NA,NA,NA,0.238078853089003,NA,NA,"diet"
"Peptococcus","Male","week 10","fixed",NA,"dietHFHS",0.000592680939704998,0.000321085445725399,1.84586672362557,6.17705170229368,0.1130371631234,-0.000187560220686303,0.0013729221000963,1.84586672362557,0.191850772501104,NA,0.1130371631234,"diet"
"Peptococcus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000325804583005824,NA,NA,NA,NA,NA,NA,NA,0.191850772501104,NA,NA,"diet"
"Peptococcus","Male","week 10","ran_pars","cohort","sd__(Intercept)",9.11327043061514e-05,NA,NA,NA,NA,NA,NA,NA,0.191850772501104,NA,NA,"diet"
"Peptococcus","Male","week 10","ran_pars","Residual","sd__Observation",0.00062129330384114,NA,NA,NA,NA,NA,NA,NA,0.191850772501104,NA,NA,"diet"
"Marvinbryantia","Female","week 5","fixed",NA,"dietHFHS",0.000586144772146288,0.000330984319444614,1.77091402133439,5.26362886782896,0.133847347877395,-0.000252018722552798,0.00142430826684537,1.77091402133439,0.132909128237893,0.441934482444795,0.267694695754789,"diet"
"Marvinbryantia","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00023566351488072,NA,NA,NA,NA,NA,NA,NA,0.132909128237893,0.441934482444795,NA,"diet"
"Marvinbryantia","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000390961140278588,NA,NA,NA,NA,NA,NA,NA,0.132909128237893,0.441934482444795,NA,"diet"
"Marvinbryantia","Female","week 5","ran_pars","Residual","sd__Observation",0.000613453703388511,NA,NA,NA,NA,NA,NA,NA,0.132909128237893,0.441934482444795,NA,"diet"
"Staphylococcus","Female","week 5","fixed",NA,"dietHFHS",0.00065993037543374,0.00028630494732708,2.30499116971187,20.7624343495901,0.0315954887232434,6.41115483191991e-05,0.00125574920254828,2.30499116971187,0.221383978552461,NA,0.0631909774464869,"diet"
"Staphylococcus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.221383978552461,NA,NA,"diet"
"Staphylococcus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000291435856801732,NA,NA,NA,NA,NA,NA,NA,0.221383978552461,NA,NA,"diet"
"Staphylococcus","Female","week 5","ran_pars","Residual","sd__Observation",0.000632118352828823,NA,NA,NA,NA,NA,NA,NA,0.221383978552461,NA,NA,"diet"
"Christensenella","Female","week 10","fixed",NA,"dietHFHS",-4.98526788010131e-05,0.000352479286224943,-0.141434350185328,8.45966109836877,0.890837222068323,-0.000855047642659182,0.000755342285057156,-0.141434350185328,0.00507235325742623,NA,0.890837222068323,"diet"
"Christensenella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000489826282285239,NA,NA,NA,NA,NA,NA,NA,0.00507235325742623,NA,NA,"diet"
"Christensenella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00507235325742623,NA,NA,"diet"
"Christensenella","Female","week 10","ran_pars","Residual","sd__Observation",0.000356608105833009,NA,NA,NA,NA,NA,NA,NA,0.00507235325742623,NA,NA,"diet"
"UCG-003","Female","week 10","fixed",NA,"dietHFHS",-0.000171355703007523,0.000366949221409754,-0.466973883604943,6.8090585659856,0.655091633917997,-0.00104400975671354,0.000701298350698493,-0.466973883604943,0.0105156088688279,0.79423918553867,0.655091633917997,"diet"
"UCG-003","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000428305382023383,NA,NA,NA,NA,NA,NA,NA,0.0105156088688279,0.79423918553867,NA,"diet"
"UCG-003","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00062244680136293,NA,NA,NA,NA,NA,NA,NA,0.0105156088688279,0.79423918553867,NA,"diet"
"UCG-003","Female","week 10","ran_pars","Residual","sd__Observation",0.000387145658494864,NA,NA,NA,NA,NA,NA,NA,0.0105156088688279,0.79423918553867,NA,"diet"
"Dubosiella","Male","week 10","fixed",NA,"dietHFHS",-0.00020941563092215,0.000212120556033396,-0.987248170748621,9.21170165768341,0.348741486110113,-0.000687589882883658,0.000268758621039357,-0.987248170748621,0.0456393028091392,NA,0.405290419791095,"diet"
"Dubosiella","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000117702258833729,NA,NA,NA,NA,NA,NA,NA,0.0456393028091392,NA,NA,"diet"
"Dubosiella","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0456393028091392,NA,NA,"diet"
"Dubosiella","Male","week 10","ran_pars","Residual","sd__Observation",0.000489111161944457,NA,NA,NA,NA,NA,NA,NA,0.0456393028091392,NA,NA,"diet"
"Parvibacter","Male","week 5","fixed",NA,"dietHFHS",0.000654905291429067,0.000303022752445391,2.16124131321489,10.0499550210147,0.055860281611986,-1.98168409064101e-05,0.00132962742376454,2.16124131321489,0.355105268702892,NA,0.111720563223972,"diet"
"Parvibacter","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000407950537382081,NA,NA,NA,NA,NA,NA,NA,0.355105268702892,NA,NA,"diet"
"Parvibacter","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.355105268702892,NA,NA,"diet"
"Parvibacter","Male","week 5","ran_pars","Residual","sd__Observation",0.000450771098326624,NA,NA,NA,NA,NA,NA,NA,0.355105268702892,NA,NA,"diet"
"Butyricicoccus","Female","week 5","fixed",NA,"dietHFHS",-0.000233123741452927,0.000312225102522413,-0.746652782141985,6.18031577564133,0.482700289810827,-0.000991740293073203,0.00052549281016735,-0.746652782141985,0.0336236389765378,0.350833604586874,0.482700289810827,"diet"
"Butyricicoccus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000318503565735761,NA,NA,NA,NA,NA,NA,NA,0.0336236389765378,0.350833604586874,NA,"diet"
"Butyricicoccus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000179741311161633,NA,NA,NA,NA,NA,NA,NA,0.0336236389765378,0.350833604586874,NA,"diet"
"Butyricicoccus","Female","week 5","ran_pars","Residual","sd__Observation",0.000523183296387899,NA,NA,NA,NA,NA,NA,NA,0.0336236389765378,0.350833604586874,NA,"diet"
"Dorea","Male","week 10","fixed",NA,"dietHFHS",0.000817217424492381,0.000336732444099743,2.42690432363065,6.04209272787106,0.0510950944849293,-5.34775544378658e-06,0.00163978260442855,2.42690432363065,0.21240048804621,0.923998586863911,0.102190188969859,"diet"
"Dorea","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000532505198363794,NA,NA,NA,NA,NA,NA,NA,0.21240048804621,0.923998586863911,NA,"diet"
"Dorea","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000547834271621329,NA,NA,NA,NA,NA,NA,NA,0.21240048804621,0.923998586863911,NA,"diet"
"Dorea","Male","week 10","ran_pars","Residual","sd__Observation",0.000249679222754596,NA,NA,NA,NA,NA,NA,NA,0.21240048804621,0.923998586863911,NA,"diet"
"Butyricicoccus","Male","week 10","fixed",NA,"dietHFHS",0.000422155303940211,0.000269230437625435,1.56800734591358,8.56480058964446,0.153031237960618,-0.000191636480689637,0.00103594708857006,1.56800734591358,0.123948967663461,NA,0.153031237960618,"diet"
"Butyricicoccus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000220601756813355,NA,NA,NA,NA,NA,NA,NA,0.123948967663461,NA,NA,"diet"
"Butyricicoccus","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.123948967663461,NA,NA,"diet"
"Butyricicoccus","Male","week 10","ran_pars","Residual","sd__Observation",0.000573227745622918,NA,NA,NA,NA,NA,NA,NA,0.123948967663461,NA,NA,"diet"
"Erysipelatoclostridium","Male","week 10","fixed",NA,"dietHFHS",0.000212569454411119,0.000210694655631788,1.00889817909101,8.79964728369157,0.339958648821123,-0.000265714327214559,0.000690853236036797,1.00889817909101,0.0573260636247367,NA,0.679917297642246,"diet"
"Erysipelatoclostridium","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000182486404419494,NA,NA,NA,NA,NA,NA,NA,0.0573260636247367,NA,NA,"diet"
"Erysipelatoclostridium","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0573260636247367,NA,NA,"diet"
"Erysipelatoclostridium","Male","week 10","ran_pars","Residual","sd__Observation",0.000440268135230134,NA,NA,NA,NA,NA,NA,NA,0.0573260636247367,NA,NA,"diet"
"Butyricicoccus","Female","week 10","fixed",NA,"dietHFHS",0.000311139907052031,0.000332857004882547,0.934755473035097,7.59167237989349,0.3786879084344,-0.000463675611617366,0.00108595542572143,0.934755473035097,0.0700543745632334,NA,0.3786879084344,"diet"
"Butyricicoccus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000349783538465329,NA,NA,NA,NA,NA,NA,NA,0.0700543745632334,NA,NA,"diet"
"Butyricicoccus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0700543745632334,NA,NA,"diet"
"Butyricicoccus","Female","week 10","ran_pars","Residual","sd__Observation",0.000579000011922259,NA,NA,NA,NA,NA,NA,NA,0.0700543745632334,NA,NA,"diet"
"Turicibacter","Male","week 10","fixed",NA,"dietHFHS",-0.000352596336091393,0.000282965739121224,-1.24607430279868,10.0855722996843,0.240904332105962,-0.000982358935665199,0.000277166263482413,-1.24607430279868,0.547962440299462,NA,0.240904332105962,"diet"
"Turicibacter","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000474629916164501,NA,NA,NA,NA,NA,NA,NA,0.547962440299462,NA,NA,"diet"
"Turicibacter","Male","week 10","ran_pars","cohort","sd__(Intercept)",6.84756322728756e-08,NA,NA,NA,NA,NA,NA,NA,0.547962440299462,NA,NA,"diet"
"Turicibacter","Male","week 10","ran_pars","Residual","sd__Observation",0.000163569139002687,NA,NA,NA,NA,NA,NA,NA,0.547962440299462,NA,NA,"diet"
"Peptococcus","Female","week 5","fixed",NA,"dietHFHS",0.000797920632812413,0.000250219645689555,3.18888083552954,5.9400986887092,0.0191249907203025,0.000184155449328865,0.00141168581629596,3.18888083552954,0.351362515642238,0.596550874969722,0.0382499814406049,"diet"
"Peptococcus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000211648270191535,NA,NA,NA,NA,NA,NA,NA,0.351362515642238,0.596550874969722,NA,"diet"
"Peptococcus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00026665712221268,NA,NA,NA,NA,NA,NA,NA,0.351362515642238,0.596550874969722,NA,"diet"
"Peptococcus","Female","week 5","ran_pars","Residual","sd__Observation",0.000436704912696268,NA,NA,NA,NA,NA,NA,NA,0.351362515642238,0.596550874969722,NA,"diet"
"Parvibacter","Male","week 10","fixed",NA,"dietHFHS",-0.000108554323503476,0.000277253065697644,-0.391535160234652,9.48802561942587,0.704050401779067,-0.000730861016229797,0.000513752369222846,-0.391535160234652,0.00965023957269567,0.726229520491561,0.704050401779067,"diet"
