"family","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Christensenellaceae","fixed",NA,"treatmentB. longum APC1472",-0.0001773867384409,0.000226923341384836,-0.781703360079087,18.979284817877,0.44403196294255,-0.000652377839447155,0.000297604362565355,0.395745262262284,NA,0.44403196294255
"Christensenellaceae","ran_pars","dam_cage","sd__(Intercept)",0.000203688706015188,NA,NA,NA,NA,NA,NA,0.395745262262284,NA,NA
"Christensenellaceae","ran_pars","cohort","sd__(Intercept)",7.67816815844148e-05,NA,NA,NA,NA,NA,NA,0.395745262262284,NA,NA
"Christensenellaceae","ran_pars","Residual","sd__Observation",0.000932871523520294,NA,NA,NA,NA,NA,NA,0.395745262262284,NA,NA
"Enterobacteriaceae","fixed",NA,"dietHFHS",-0.000627000392721705,0.000296153250121672,-2.11714844413865,17.2483606909908,0.0490704457724569,-0.00125114448087729,-2.85630456611449e-06,0.0833119169312642,0.336649902048214,0.147211337317371
"Enterobacteriaceae","fixed",NA,"treatmentFOS+GOS",-6.31837061691901e-05,0.000304103451982833,-0.207770433900753,15.4025628715174,0.838130465741863,-0.000709892480817177,0.000583525068478797,0.0833119169312642,0.336649902048214,1
"Enterobacteriaceae","fixed",NA,"treatmentB. longum APC1472",-1.70939752907882e-05,0.000297497511837944,-0.0574592210374512,17.6439151363986,0.954825117711191,-0.000643018445535194,0.000608830494953617,0.0833119169312642,0.336649902048214,1
"Enterobacteriaceae","ran_pars","dam_cage","sd__(Intercept)",0.000407463554357208,NA,NA,NA,NA,NA,NA,0.0833119169312642,0.336649902048214,NA
"Enterobacteriaceae","ran_pars","cohort","sd__(Intercept)",0.000278303760707378,NA,NA,NA,NA,NA,NA,0.0833119169312642,0.336649902048214,NA
"Enterobacteriaceae","ran_pars","Residual","sd__Observation",0.000798458725718772,NA,NA,NA,NA,NA,NA,0.0833119169312642,0.336649902048214,NA
"Peptococcaceae","fixed",NA,"dietHFHS",0.000806842393563216,0.000222683033806466,3.62327735423456,16.5012522892498,0.00218796049823215,0.000335938207219355,0.00127774657990708,0.177809323831691,0.208137891361192,0.00656388149469645
"Peptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.000804079126171302,0.000220601853568291,-3.64493368104174,12.5449094590907,0.00313312716806767,-0.00128242390496586,-0.000325734347376744,0.177809323831691,0.208137891361192,0.00656388149469645
"Peptococcaceae","fixed",NA,"treatmentB. longum APC1472",0.000259989232338971,0.000221573788246724,1.17337539966357,16.2427308547801,0.257565211410947,-0.000209156374159209,0.000729134838837152,0.177809323831691,0.208137891361192,0.257565211410947
"Peptococcaceae","ran_pars","dam_cage","sd__(Intercept)",0.000108124766411422,NA,NA,NA,NA,NA,NA,0.177809323831691,0.208137891361192,NA
"Peptococcaceae","ran_pars","cohort","sd__(Intercept)",0.000165753738129822,NA,NA,NA,NA,NA,NA,0.177809323831691,0.208137891361192,NA
"Peptococcaceae","ran_pars","Residual","sd__Observation",0.00101122867596753,NA,NA,NA,NA,NA,NA,0.177809323831691,0.208137891361192,NA
"UCG-010","fixed",NA,"dietHFHS",0.000435977243244772,0.000250092260658699,1.7432656336365,18.2537439742803,0.0981066459355075,-8.89240492030204e-05,0.000960878535692564,0.0377850075717739,0.215883270946977,0.294319937806522
"UCG-010","fixed",NA,"treatmentFOS+GOS",-0.000439106878261862,0.000254155416679531,-1.72771009171738,15.4712502020968,0.103943510596848,-0.000979392704008076,0.000101178947484352,0.0377850075717739,0.215883270946977,0.294319937806522
"UCG-010","fixed",NA,"treatmentB. longum APC1472",-0.000288500974145799,0.000251061804771426,-1.14912331809476,18.7386050911931,0.264961911167352,-0.000814475938465594,0.000237473990173996,0.0377850075717739,0.215883270946977,0.294319937806522
"UCG-010","ran_pars","dam_cage","sd__(Intercept)",0.000302081637083973,NA,NA,NA,NA,NA,NA,0.0377850075717739,0.215883270946977,NA
"UCG-010","ran_pars","cohort","sd__(Intercept)",0.000240608665617262,NA,NA,NA,NA,NA,NA,0.0377850075717739,0.215883270946977,NA
"UCG-010","ran_pars","Residual","sd__Observation",0.000810337799199047,NA,NA,NA,NA,NA,NA,0.0377850075717739,0.215883270946977,NA
"Anaerovoracaceae","fixed",NA,"dietHFHS",0.000375890008551919,9.48674996128202e-05,3.96226326282475,191.982505031585,0.000104611723850093,0.000188773577027461,0.000563006440076377,0.24693649471207,NA,0.00031383517155028
"Anaerovoracaceae","fixed",NA,"treatmentFOS+GOS",-0.000601392159499766,9.1673230711323e-05,-6.56017198077742,190.583970507899,4.93353563652091e-10,-0.000782216639263551,-0.000420567679735981,0.24693649471207,NA,1.97341425460836e-09
"Anaerovoracaceae","fixed",NA,"treatmentB. longum APC1472",-4.36429283837288e-05,9.66784323350597e-05,-0.451423624997092,185.255278629904,0.652212268659691,-0.000234375171556802,0.000147089314789345,0.24693649471207,NA,0.652212268659691
"Anaerovoracaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.24693649471207,NA,NA
"Anaerovoracaceae","ran_pars","cohort","sd__(Intercept)",0.000223558660122489,NA,NA,NA,NA,NA,NA,0.24693649471207,NA,NA
"Anaerovoracaceae","ran_pars","Residual","sd__Observation",0.00043420240558019,NA,NA,NA,NA,NA,NA,0.24693649471207,NA,NA
"Mitochondria","fixed",NA,"dietHFHS",6.57663908904173e-05,6.34213854351845e-05,1.03697499572332,17.2174097773907,0.314092826341828,-6.79124421760227e-05,0.000199445223956857,0.145432835118509,NA,0.628185652683656
"Mitochondria","fixed",NA,"treatmentFOS+GOS",-0.000253574893070581,6.31310485189249e-05,-4.016643141838,13.5065719790686,0.00136279487524518,-0.000389443070789331,-0.000117706715351832,0.145432835118509,NA,0.00457458632408841
"Mitochondria","fixed",NA,"treatmentB. longum APC1472",1.55605186906171e-05,6.3495662840461e-05,0.245064276747758,17.169028835905,0.809311803099582,-0.000118303223406389,0.000149424260787623,0.145432835118509,NA,0.809311803099582
"Mitochondria","ran_pars","dam_cage","sd__(Intercept)",4.96729651442644e-05,NA,NA,NA,NA,NA,NA,0.145432835118509,NA,NA
"Mitochondria","ran_pars","cohort","sd__(Intercept)",6.35744045549129e-05,NA,NA,NA,NA,NA,NA,0.145432835118509,NA,NA
"Mitochondria","ran_pars","Residual","sd__Observation",0.000261997223148649,NA,NA,NA,NA,NA,NA,0.145432835118509,NA,NA
"Saccharimonadaceae","fixed",NA,"dietHFHS",-0.000106296287567225,5.99767592682405e-05,-1.77229128189179,19.5325311196247,0.0919449011782852,-0.000231597844217222,1.90052690827715e-05,0.0554734880693252,NA,0.275834703534856
"Saccharimonadaceae","fixed",NA,"treatmentFOS+GOS",8.55782403776165e-05,6.11202706409952e-05,1.4001613454934,17.5956645133784,0.178851097467157,-4.30425181183316e-05,0.000214198998873565,0.0554734880693252,NA,0.357702194934313
"Saccharimonadaceae","fixed",NA,"treatmentB. longum APC1472",7.42021885905163e-07,5.9783136492479e-05,0.0124118928754852,19.0861304253518,0.990225820155986,-0.000124347313638613,0.000125831357410424,0.0554734880693252,NA,0.990225820155986
"Saccharimonadaceae","ran_pars","dam_cage","sd__(Intercept)",7.38270869133384e-05,NA,NA,NA,NA,NA,NA,0.0554734880693252,NA,NA
"Saccharimonadaceae","ran_pars","cohort","sd__(Intercept)",1.31208580674107e-08,NA,NA,NA,NA,NA,NA,0.0554734880693252,NA,NA
"Saccharimonadaceae","ran_pars","Residual","sd__Observation",0.000199537453942579,NA,NA,NA,NA,NA,NA,0.0554734880693252,NA,NA
"[Clostridium] methylpentosum group","fixed",NA,"dietHFHS",2.49213958710229e-05,4.04191126755511e-05,0.616574541630091,20.0902799232671,0.544439649797061,-5.93671135349324e-05,0.000109209905276978,0.0655485449785048,NA,0.544439649797061
"[Clostridium] methylpentosum group","fixed",NA,"treatmentFOS+GOS",-0.000100952916010347,4.10746950424721e-05,-2.45778857045583,17.9414249599701,0.0243850996527265,-0.000187267847136012,-1.46379848846819e-05,0.0655485449785048,NA,0.0731552989581794
"[Clostridium] methylpentosum group","fixed",NA,"treatmentB. longum APC1472",-4.7872423365389e-05,4.02635345700653e-05,-1.18897716945548,19.5694789092637,0.248676456490994,-0.000131979293929294,3.62344471985158e-05,0.0655485449785048,NA,0.497352912981989
"[Clostridium] methylpentosum group","ran_pars","dam_cage","sd__(Intercept)",4.73177728376991e-05,NA,NA,NA,NA,NA,NA,0.0655485449785048,NA,NA
"[Clostridium] methylpentosum group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0655485449785048,NA,NA
"[Clostridium] methylpentosum group","ran_pars","Residual","sd__Observation",0.000141358976925835,NA,NA,NA,NA,NA,NA,0.0655485449785048,NA,NA
"Streptococcaceae","fixed",NA,"dietHFHS",2.44613086064241e-05,3.49921954942061e-05,0.699050409982831,17.0327439915467,0.493956568630075,-4.93549606269627e-05,9.8277577839811e-05,0.134728356507545,NA,0.493956568630075
"Streptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.000147267137565307,3.48214054647784e-05,-4.22921291084205,13.4699060782597,0.000912861598864503,-0.000222228306691579,-7.23059684390342e-05,0.134728356507545,NA,0.00365144639545801
"Streptococcaceae","fixed",NA,"treatmentB. longum APC1472",-8.25001650043201e-05,3.50399279467488e-05,-2.35446160533487,16.86458768145,0.030937524846643,-0.000156473194511637,-8.52713549700357e-06,0.134728356507545,NA,0.061875049693286
"Streptococcaceae","ran_pars","dam_cage","sd__(Intercept)",2.72907487219346e-05,NA,NA,NA,NA,NA,NA,0.134728356507545,NA,NA
"Streptococcaceae","ran_pars","cohort","sd__(Intercept)",3.55083333269347e-05,NA,NA,NA,NA,NA,NA,0.134728356507545,NA,NA
"Streptococcaceae","ran_pars","Residual","sd__Observation",0.000144656826072324,NA,NA,NA,NA,NA,NA,0.134728356507545,NA,NA
"Defluviitaleaceae","fixed",NA,"dietHFHS",1.39367552607395e-05,1.87063503402108e-05,0.745028025631561,18.0526623466684,0.46584441977138,-2.53556123230486e-05,5.32291228445276e-05,0.0672810508299114,NA,1
"Defluviitaleaceae","fixed",NA,"treatmentFOS+GOS",3.24189600157734e-05,1.8902202994295e-05,1.71508897801796,15.3866127680182,0.106392893162523,-7.78214025483796e-06,7.26200602863847e-05,0.0672810508299114,NA,0.42557157265009
"Defluviitaleaceae","fixed",NA,"treatmentB. longum APC1472",-1.38065255612764e-05,1.86397209186942e-05,-0.740704521355231,17.7011251204793,0.468585159466584,-5.30145749243026e-05,2.54015238017497e-05,0.0672810508299114,NA,1
"Defluviitaleaceae","ran_pars","dam_cage","sd__(Intercept)",1.90658070950942e-05,NA,NA,NA,NA,NA,NA,0.0672810508299114,NA,NA
"Defluviitaleaceae","ran_pars","cohort","sd__(Intercept)",9.43776196737002e-06,NA,NA,NA,NA,NA,NA,0.0672810508299114,NA,NA
"Defluviitaleaceae","ran_pars","Residual","sd__Observation",7.10733864369173e-05,NA,NA,NA,NA,NA,NA,0.0672810508299114,NA,NA
"Monoglobaceae","fixed",NA,"dietHFHS",-2.39701424835643e-05,2.22404014276824e-05,-1.07777472279475,17.5527429547849,0.295723984940021,-7.07809797487219e-05,2.28406947815933e-05,0.0787672818484151,NA,0.591447969880042
"Monoglobaceae","fixed",NA,"treatmentFOS+GOS",-4.81518085680117e-05,2.21787661511882e-05,-2.1710769769504,14.1777664698337,0.0473771092948817,-9.5664636377798e-05,-6.38980758225301e-07,0.0787672818484151,NA,0.142131327884645
"Monoglobaceae","fixed",NA,"treatmentB. longum APC1472",9.31165788871364e-06,2.22013747786496e-05,0.419418075752154,17.0457718044396,0.680148887348781,-3.75195689862557e-05,5.61428847636829e-05,0.0787672818484151,NA,0.680148887348781
"Monoglobaceae","ran_pars","dam_cage","sd__(Intercept)",1.70414819105258e-05,NA,NA,NA,NA,NA,NA,0.0787672818484151,NA,NA
"Monoglobaceae","ran_pars","cohort","sd__(Intercept)",1.85834037384069e-05,NA,NA,NA,NA,NA,NA,0.0787672818484151,NA,NA
"Monoglobaceae","ran_pars","Residual","sd__Observation",9.31432948937777e-05,NA,NA,NA,NA,NA,NA,0.0787672818484151,NA,NA
"Pasteurellaceae","fixed",NA,"dietHFHS",-9.45013612458813e-06,6.98617618382015e-06,-1.35269078190076,10.1528261853792,0.205510201192386,-2.49846045881138e-05,6.08433233893757e-06,0.0194175875058944,NA,0.616530603577159
"Pasteurellaceae","fixed",NA,"treatmentFOS+GOS",-2.15432738049796e-07,7.01637197503275e-06,-0.0307042925911565,8.65724709973808,0.976201523970117,-1.61838779215838e-05,1.57530124454842e-05,0.0194175875058944,NA,1
"Pasteurellaceae","fixed",NA,"treatmentB. longum APC1472",6.26317485065247e-08,6.94032049246875e-06,0.00902433087556825,9.77251980473934,0.992981284614174,-1.54502976930252e-05,1.55755611900382e-05,0.0194175875058944,NA,1
"Pasteurellaceae","ran_pars","dam_cage","sd__(Intercept)",6.00382687268298e-06,NA,NA,NA,NA,NA,NA,0.0194175875058944,NA,NA
"Pasteurellaceae","ran_pars","cohort","sd__(Intercept)",1.39479025937975e-06,NA,NA,NA,NA,NA,NA,0.0194175875058944,NA,NA
"Pasteurellaceae","ran_pars","Residual","sd__Observation",2.91202639064613e-05,NA,NA,NA,NA,NA,NA,0.0194175875058944,NA,NA
"Hungateiclostridiaceae","fixed",NA,"dietHFHS",1.89106367122465e-05,1.0261326042319e-05,1.8429037956943,11.7935856816095,0.0906071961404178,-3.49034886474218e-06,4.13116222892352e-05,0.0582925412227074,NA,0.362428784561671
"Hungateiclostridiaceae","fixed",NA,"treatmentFOS+GOS",-1.5900068355662e-05,1.05206379045873e-05,-1.5113216992982,10.4804003581925,0.160256207756929,-3.91966754511583e-05,7.39653873983427e-06,0.0582925412227074,NA,0.480768623270787
"Hungateiclostridiaceae","fixed",NA,"treatmentB. longum APC1472",-1.0265864853281e-05,1.0301194262358e-05,-0.996570357943248,11.9628600355815,0.338704461738273,-3.27179697689696e-05,1.21862400624075e-05,0.0582925412227074,NA,0.677408923476545
"Hungateiclostridiaceae","ran_pars","dam_cage","sd__(Intercept)",1.38240887785987e-05,NA,NA,NA,NA,NA,NA,0.0582925412227074,NA,NA
"Hungateiclostridiaceae","ran_pars","cohort","sd__(Intercept)",9.26266730588259e-06,NA,NA,NA,NA,NA,NA,0.0582925412227074,NA,NA
"Hungateiclostridiaceae","ran_pars","Residual","sd__Observation",2.88128846566149e-05,NA,NA,NA,NA,NA,NA,0.0582925412227074,NA,NA
"Acholeplasmataceae","fixed",NA,"dietHFHS",-6.29724741823568e-06,7.65523607632342e-06,-0.822606560457645,17.3126378372824,0.421917918937965,-2.24261945085583e-05,9.83169967208691e-06,0.011710199628226,NA,0.866357222908347
"Acholeplasmataceae","fixed",NA,"treatmentFOS+GOS",9.8890367202509e-06,7.65970730270463e-06,1.29104629321268,14.7248093502393,0.216589305727087,-6.4638582216506e-06,2.62419316621524e-05,0.011710199628226,NA,0.866357222908347
"Acholeplasmataceae","fixed",NA,"treatmentB. longum APC1472",7.30132157385293e-06,7.59726833885776e-06,0.96104563485126,16.6230559421804,0.350301188719344,-8.75524601800981e-06,2.33578891657157e-05,0.011710199628226,NA,0.866357222908347
"Acholeplasmataceae","ran_pars","dam_cage","sd__(Intercept)",5.74677006974544e-06,NA,NA,NA,NA,NA,NA,0.011710199628226,NA,NA
"Acholeplasmataceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.011710199628226,NA,NA
"Acholeplasmataceae","ran_pars","Residual","sd__Observation",3.33647349836637e-05,NA,NA,NA,NA,NA,NA,0.011710199628226,NA,NA
"Hydrogenoanaerobacterium","fixed",NA,"dietHFHS",7.9861379250773e-06,3.77761896253204e-06,2.11406655999111,191.999999995419,0.0358004258863414,5.3517553785079e-07,1.54371003123038e-05,0.0351853400748573,NA,0.107401277659024
"Hydrogenoanaerobacterium","fixed",NA,"treatmentFOS+GOS",-8.71886104659504e-06,3.73965197920341e-06,-2.33146322039632,191.999999996182,0.0207664212398798,-1.60949374891181e-05,-1.34278460407194e-06,0.0351853400748573,NA,0.0830656849595192
"Hydrogenoanaerobacterium","fixed",NA,"treatmentB. longum APC1472",-3.47099512040435e-06,3.73965197920341e-06,-0.928159930310872,191.999999996182,0.35448996284031,-1.08470715629275e-05,3.90508132211875e-06,0.0351853400748573,NA,0.708979925680619
"Hydrogenoanaerobacterium","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0351853400748573,NA,NA
"Hydrogenoanaerobacterium","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0351853400748573,NA,NA
"Hydrogenoanaerobacterium","ran_pars","Residual","sd__Observation",1.85064778017309e-05,NA,NA,NA,NA,NA,NA,0.0351853400748573,NA,NA
"Moraxellaceae","fixed",NA,"dietHFHS",-1.6244526473073e-22,2.37418626584061e-06,-6.84214490951975e-17,19.0040272280617,1,-4.96915769154411e-06,4.96915769154411e-06,0.0190448297784956,NA,1
"Moraxellaceae","fixed",NA,"treatmentFOS+GOS",3.39347687085165e-06,2.38136266780986e-06,1.42501472653581,15.9834720763778,0.173387494470794,-1.65521076295145e-06,8.44216450465476e-06,0.0190448297784956,NA,0.693549977883177
"Moraxellaceae","fixed",NA,"treatmentB. longum APC1472",8.63867253233986e-07,2.35761487990115e-06,0.366415762217367,18.187283749169,0.718282767548941,-4.08564430727569e-06,5.81337881374366e-06,0.0190448297784956,NA,1
"Moraxellaceae","ran_pars","dam_cage","sd__(Intercept)",1.97346704656897e-06,NA,NA,NA,NA,NA,NA,0.0190448297784956,NA,NA
"Moraxellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0190448297784956,NA,NA
"Moraxellaceae","ran_pars","Residual","sd__Observation",1.0043848973646e-05,NA,NA,NA,NA,NA,NA,0.0190448297784956,NA,NA
"Chlamydiaceae","fixed",NA,"dietHFHS",-4.21959413391774e-07,1.91515141086758e-06,-0.220326920888528,138.950182824523,0.825939944716431,-4.20856604312274e-06,3.3646472163392e-06,0.00204746693887388,NA,1
"Chlamydiaceae","fixed",NA,"treatmentFOS+GOS",-5.51674947021979e-07,1.87521057027357e-06,-0.294193599250828,140.725865457077,0.769043461668581,-4.25890027844886e-06,3.1555503844049e-06,0.00204746693887388,NA,1
"Chlamydiaceae","fixed",NA,"treatmentB. longum APC1472",4.36127696675446e-07,1.91462350850786e-06,0.227787705905345,127.937735918702,0.820174922311771,-3.35229962195469e-06,4.22455501530559e-06,0.00204746693887388,NA,1
"Chlamydiaceae","ran_pars","dam_cage","sd__(Intercept)",5.27060782724627e-14,NA,NA,NA,NA,NA,NA,0.00204746693887388,NA,NA
"Chlamydiaceae","ran_pars","cohort","sd__(Intercept)",2.09761607708181e-06,NA,NA,NA,NA,NA,NA,0.00204746693887388,NA,NA
"Chlamydiaceae","ran_pars","Residual","sd__Observation",8.97199920567773e-06,NA,NA,NA,NA,NA,NA,0.00204746693887388,NA,NA
"Reyranellaceae","fixed",NA,"dietHFHS",-2.07423754357591e-06,1.40270827019005e-06,-1.47873765889673,10.8273631605873,0.167703886996027,-5.16759415247032e-06,1.01911906531849e-06,0.0240754960889307,NA,0.503111660988081
"Reyranellaceae","fixed",NA,"treatmentFOS+GOS",1.80310950324786e-15,1.41145111734774e-06,1.27748632672174e-09,10.201970368752,0.999999999005349,-3.13649016437598e-06,3.1364901679822e-06,0.0240754960889307,NA,1
"Reyranellaceae","fixed",NA,"treatmentB. longum APC1472",-6.16598004106801e-15,1.39401346165174e-06,-4.42318543592977e-09,10.6713964717565,0.999999996552409,-3.07976943707628e-06,3.07976942474432e-06,0.0240754960889307,NA,1
"Reyranellaceae","ran_pars","dam_cage","sd__(Intercept)",1.29905997897059e-06,NA,NA,NA,NA,NA,NA,0.0240754960889307,NA,NA
"Reyranellaceae","ran_pars","cohort","sd__(Intercept)",1.54322858908385e-10,NA,NA,NA,NA,NA,NA,0.0240754960889307,NA,NA
"Reyranellaceae","ran_pars","Residual","sd__Observation",5.69357590550233e-06,NA,NA,NA,NA,NA,NA,0.0240754960889307,NA,NA
"Comamonadaceae","fixed",NA,"dietHFHS",1.40694416546639e-22,9.02975992562898e-07,1.55811912725729e-16,16.1437146844647,1,-1.91283957222737e-06,1.91283957222737e-06,0.0281212054910981,NA,1
"Comamonadaceae","fixed",NA,"treatmentFOS+GOS",1.72177599994517e-06,8.9390062662583e-07,1.92613803890516,16.1437146844647,0.0718826968437612,-1.71838566036358e-07,3.6153905659267e-06,0.0281212054910981,NA,0.287530787375045
"Comamonadaceae","fixed",NA,"treatmentB. longum APC1472",1.38348714718202e-22,8.9390062662583e-07,1.54769680876522e-16,16.1437146844647,1,-1.89361456598153e-06,1.89361456598153e-06,0.0281212054910981,NA,1
"Comamonadaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0281212054910981,NA,NA
"Comamonadaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0281212054910981,NA,NA
"Comamonadaceae","ran_pars","Residual","sd__Observation",4.42366086352456e-06,NA,NA,NA,NA,NA,NA,0.0281212054910981,NA,NA
"Obscuribacteraceae","fixed",NA,"dietHFHS",-4.47270460059637e-08,7.15888525617622e-07,-0.0624776685272,13.7162363645868,0.951083754771915,-1.58314067511757e-06,1.49368658310564e-06,0.00160650972143052,NA,1
"Obscuribacteraceae","fixed",NA,"treatmentFOS+GOS",2.23919385243333e-08,6.92131160190374e-07,0.0323521607063237,13.7470417909407,0.974656239894053,-1.46464851385961e-06,1.50943239090828e-06,0.00160650972143052,NA,1
"Obscuribacteraceae","fixed",NA,"treatmentB. longum APC1472",3.21206187439765e-07,7.28868480689642e-07,0.440691559519552,13.5766395193689,0.666372081634097,-1.24664692665804e-06,1.88905930153757e-06,0.00160650972143052,NA,1
"Obscuribacteraceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.00160650972143052,NA,NA
"Obscuribacteraceae","ran_pars","cohort","sd__(Intercept)",1.62089570319771e-06,NA,NA,NA,NA,NA,NA,0.00160650972143052,NA,NA
"Obscuribacteraceae","ran_pars","Residual","sd__Observation",3.2791850946262e-06,NA,NA,NA,NA,NA,NA,0.00160650972143052,NA,NA
"Corynebacteriaceae","fixed",NA,"dietHFHS",-8.22509113400977e-07,8.02369259745217e-07,-1.02510048012327,15.4289982642141,0.321120110393562,-2.52858638423949e-06,8.8356815743754e-07,0.0101750871273034,NA,0.963360331180687
"Corynebacteriaceae","fixed",NA,"treatmentFOS+GOS",3.6802144810618e-22,7.94305042414063e-07,4.6332508098864e-16,15.4289982642141,1,-1.68893033041341e-06,1.68893033041342e-06,0.0101750871273034,NA,1
"Corynebacteriaceae","fixed",NA,"treatmentB. longum APC1472",7.6675356540408e-07,7.94305042414063e-07,0.965313732711241,15.4289982642141,0.349275421356125,-9.22176765009336e-07,2.45568389581749e-06,0.0101750871273034,NA,0.963360331180687
"Corynebacteriaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0101750871273034,NA,NA
"Corynebacteriaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0101750871273034,NA,NA
"Corynebacteriaceae","ran_pars","Residual","sd__Observation",3.93079054334088e-06,NA,NA,NA,NA,NA,NA,0.0101750871273034,NA,NA
"Microbacteriaceae","fixed",NA,"dietHFHS",-1.00869913323266e-08,5.75884805942911e-07,-0.0175156406771506,11.7592985048658,0.986318931208882,-1.26768665190542e-06,1.24751266924077e-06,0.0151806627794921,NA,1
"Microbacteriaceae","fixed",NA,"treatmentFOS+GOS",-1.67894367912876e-08,5.70196376860679e-07,-0.0294450078475155,11.744666036553,0.977004110545707,-1.2621428137083e-06,1.22856394012572e-06,0.0151806627794921,NA,1
"Microbacteriaceae","fixed",NA,"treatmentB. longum APC1472",7.96211634905102e-07,5.70126445776089e-07,1.39655271353226,11.7435198954917,0.188383130179274,-4.49002806489661e-07,2.04142607629987e-06,0.0151806627794921,NA,0.753532520717094
"Microbacteriaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0151806627794921,NA,NA
"Microbacteriaceae","ran_pars","cohort","sd__(Intercept)",1.13361992660688e-07,NA,NA,NA,NA,NA,NA,0.0151806627794921,NA,NA
"Microbacteriaceae","ran_pars","Residual","sd__Observation",2.81234362135135e-06,NA,NA,NA,NA,NA,NA,0.0151806627794921,NA,NA
"Anaerofustaceae","fixed",NA,"dietHFHS",7.23467551033401e-07,5.06211922207061e-07,1.429179202021,10.609274441571,0.181729739166338,-3.95724198387958e-07,1.84265930045476e-06,0.0155724929798834,NA,0.710796120680892
"Anaerofustaceae","fixed",NA,"treatmentFOS+GOS",-7.23467551033402e-07,5.01124236074126e-07,-1.44368900754261,10.609274441571,0.177699030170223,-1.83141085668283e-06,3.84475754616028e-07,0.0155724929798834,NA,0.710796120680892
"Anaerofustaceae","fixed",NA,"treatmentB. longum APC1472",-7.23467551033402e-07,5.01124236074126e-07,-1.44368900754261,10.609274441571,0.177699030170223,-1.83141085668283e-06,3.84475754616028e-07,0.0155724929798834,NA,0.710796120680892
"Anaerofustaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0155724929798834,NA,NA
"Anaerofustaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0155724929798834,NA,NA
"Anaerofustaceae","ran_pars","Residual","sd__Observation",2.4799218222415e-06,NA,NA,NA,NA,NA,NA,0.0155724929798834,NA,NA
"Xanthobacteraceae","fixed",NA,"dietHFHS",2.99152319336826e-07,2.19706120794059e-07,1.36160211766351,1.29857699113164,0.362519246255762,-1.35181303389122e-06,1.95011767256487e-06,0.0433612823908,NA,1
"Xanthobacteraceae","fixed",NA,"treatmentFOS+GOS",-2.99128474904257e-07,2.2582507497081e-07,-1.32460257100733,1.28787085238693,0.372781247691898,-2.02013167138393e-06,1.42187472157542e-06,0.0433612823908,NA,1
"Xanthobacteraceae","fixed",NA,"treatmentB. longum APC1472",-2.99154947586538e-07,2.19365324233458e-07,-1.36372942547731,1.29685419865268,0.362202772067959,-1.95126792312382e-06,1.35295802795075e-06,0.0433612823908,NA,1
"Xanthobacteraceae","ran_pars","dam_cage","sd__(Intercept)",3.07441733229072e-07,NA,NA,NA,NA,NA,NA,0.0433612823908,NA,NA
"Xanthobacteraceae","ran_pars","cohort","sd__(Intercept)",3.05207509869669e-09,NA,NA,NA,NA,NA,NA,0.0433612823908,NA,NA
"Xanthobacteraceae","ran_pars","Residual","sd__Observation",6.05774549158308e-07,NA,NA,NA,NA,NA,NA,0.0433612823908,NA,NA
