"family","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Peptococcaceae","Female","week 10","fixed",NA,"dietHFHS",3.19767079904551e-05,0.000352608806154162,0.0906860731563091,21.9999999997182,0.928562658025379,-0.000699289198598996,0.000763242614579906,0.0906860731563091,0.000357435840220763,NA,0.928562658025379,"diet"
"Peptococcaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000357435840220763,NA,NA,"diet"
"Peptococcaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000357435840220763,NA,NA,"diet"
"Peptococcaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.000863711653889642,NA,NA,NA,NA,NA,NA,NA,0.000357435840220763,NA,NA,"diet"
"Christensenellaceae","Male","week 5","fixed",NA,"dietHFHS",0.000289750372604163,0.000306375163917301,0.945737144288805,21.9999999995775,0.354554975041357,-0.000345632828519317,0.000925133573727642,0.945737144288805,0.0374321198432164,NA,0.354554975041357,"diet"
"Christensenellaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0374321198432164,NA,NA,"diet"
"Christensenellaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0374321198432164,NA,NA,"diet"
"Christensenellaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.000750462821458943,NA,NA,NA,NA,NA,NA,NA,0.0374321198432164,NA,NA,"diet"
"Clostridiaceae","Female","week 10","fixed",NA,"dietHFHS",0.000773897178893151,0.000380098115488265,2.03604581911442,8.60334811602794,0.0736677796328528,-9.2025525754452e-05,0.00163981988354075,2.03604581911442,0.238078853088796,NA,0.147335559265706,"diet"
"Clostridiaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00036757475749099,NA,NA,NA,NA,NA,NA,NA,0.238078853088796,NA,NA,"diet"
"Clostridiaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.238078853088796,NA,NA,"diet"
"Clostridiaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.000707114224267357,NA,NA,NA,NA,NA,NA,NA,0.238078853088796,NA,NA,"diet"
"Peptococcaceae","Male","week 5","fixed",NA,"dietHFHS",0.00101677460417995,0.000342559081105722,2.96817296712138,8.33157617497968,0.0171310492431006,0.000232270802094893,0.001801278406265,2.96817296712138,0.329744726544256,NA,0.0342620984862013,"diet"
"Peptococcaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000266755602222383,NA,NA,NA,NA,NA,NA,NA,0.329744726544256,NA,NA,"diet"
"Peptococcaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",2.89132676945771e-12,NA,NA,NA,NA,NA,NA,NA,0.329744726544256,NA,NA,"diet"
"Peptococcaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.000740402008108681,NA,NA,NA,NA,NA,NA,NA,0.329744726544256,NA,NA,"diet"
"Anaerovoracaceae","Male","week 10","fixed",NA,"dietHFHS",6.61132931682634e-05,0.000201784985900942,0.327642281575493,21.2050584553955,0.746394948869253,-0.000353274604868791,0.000485501191205318,0.327642281575493,0.00513073759428889,NA,0.746394948869253,"diet"
"Anaerovoracaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00513073759428889,NA,NA,"diet"
"Anaerovoracaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000306913367184479,NA,NA,NA,NA,NA,NA,NA,0.00513073759428889,NA,NA,"diet"
"Anaerovoracaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.000470211885108195,NA,NA,NA,NA,NA,NA,NA,0.00513073759428889,NA,NA,"diet"
"Staphylococcaceae","Female","week 5","fixed",NA,"dietHFHS",0.000680283562779144,0.000291700323522604,2.33213167048966,20.729903182479,0.0298653435715052,7.31779033331974e-05,0.00128738922222509,2.33213167048966,0.224809928711465,NA,0.0597306871430105,"diet"
"Staphylococcaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.224809928711465,NA,NA,"diet"
"Staphylococcaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000292855129042002,NA,NA,NA,NA,NA,NA,NA,0.224809928711465,NA,NA,"diet"
"Staphylococcaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.000645205471356629,NA,NA,NA,NA,NA,NA,NA,0.224809928711465,NA,NA,"diet"
"Anaerovoracaceae","Female","week 5","fixed",NA,"dietHFHS",0.000729457967190133,0.000233108989410821,3.12925713003958,21.944413921276,0.004889306640444,0.000245948502651441,0.00121296743172882,3.12925713003958,0.367012243604691,NA,0.00977861328088799,"diet"
"Anaerovoracaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.367012243604691,NA,NA,"diet"
"Anaerovoracaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000348234701901398,NA,NA,NA,NA,NA,NA,NA,0.367012243604691,NA,NA,"diet"
"Anaerovoracaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.000489293400109806,NA,NA,NA,NA,NA,NA,NA,0.367012243604691,NA,NA,"diet"
"UCG-010","Female","week 10","fixed",NA,"dietHFHS",0.000582278972140547,0.000329070266099578,1.76946698661722,6.86610937278516,0.120961992063518,-0.000198935125068547,0.00136349306934964,1.76946698661722,0.13775086862801,0.669607941536985,0.241923984127037,"diet"
"UCG-010","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000335848908849965,NA,NA,NA,NA,NA,NA,NA,0.13775086862801,0.669607941536985,NA,"diet"
"UCG-010","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000478227960243176,NA,NA,NA,NA,NA,NA,NA,0.13775086862801,0.669607941536985,NA,"diet"
"UCG-010","Female","week 10","ran_pars","Residual","sd__Observation",0.000460585690033756,NA,NA,NA,NA,NA,NA,NA,0.13775086862801,0.669607941536985,NA,"diet"
"Erysipelatoclostridiaceae","Male","week 10","fixed",NA,"dietHFHS",0.000212569454411119,0.000210694655631788,1.00889817909101,8.79964728369157,0.339958648821123,-0.00026571432721456,0.000690853236036797,1.00889817909101,0.0573260636247367,NA,0.679917297642246,"diet"
"Erysipelatoclostridiaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000182486404419494,NA,NA,NA,NA,NA,NA,NA,0.0573260636247367,NA,NA,"diet"
"Erysipelatoclostridiaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0573260636247367,NA,NA,"diet"
"Erysipelatoclostridiaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.000440268135230134,NA,NA,NA,NA,NA,NA,NA,0.0573260636247367,NA,NA,"diet"
"UCG-010","Male","week 10","fixed",NA,"dietHFHS",-0.00030656135047531,0.000332374191303075,-0.922338010882959,7.86475651187831,0.383774511080065,-0.00107531785427174,0.000462195153321115,-0.922338010882959,0.0358473286763358,0.908392953379419,0.383774511080065,"diet"
"UCG-010","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000523739721602525,NA,NA,NA,NA,NA,NA,NA,0.0358473286763358,0.908392953379419,NA,"diet"
"UCG-010","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000567840441959529,NA,NA,NA,NA,NA,NA,NA,0.0358473286763358,0.908392953379419,NA,"diet"
"UCG-010","Male","week 10","ran_pars","Residual","sd__Observation",0.000250302478359621,NA,NA,NA,NA,NA,NA,NA,0.0358473286763358,0.908392953379419,NA,"diet"
"Anaerovoracaceae","Male","week 5","fixed",NA,"dietHFHS",0.000461231287225135,0.000189884130833961,2.42901439524952,7.29876750500272,0.0440951159244274,1.59258010210997e-05,0.00090653677342917,2.42901439524952,0.224704324077449,0.369655757424928,0.0881902318488548,"diet"
"Anaerovoracaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000160226369513243,NA,NA,NA,NA,NA,NA,NA,0.224704324077449,0.369655757424928,NA,"diet"
"Anaerovoracaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00010063102431063,NA,NA,NA,NA,NA,NA,NA,0.224704324077449,0.369655757424928,NA,"diet"
"Anaerovoracaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.000394560538014667,NA,NA,NA,NA,NA,NA,NA,0.224704324077449,0.369655757424928,NA,"diet"
"Enterococcaceae","Male","week 5","fixed",NA,"dietHFHS",-0.000346618873547351,0.000210650895175929,-1.64546594144718,12.8943723199194,0.124017444280536,-0.000802081711781292,0.000108843964686591,-1.64546594144718,0.153442659043988,NA,0.124017444280536,"diet"
"Enterococcaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000207963872401248,NA,NA,NA,NA,NA,NA,NA,0.153442659043988,NA,NA,"diet"
"Enterococcaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.153442659043988,NA,NA,"diet"
"Enterococcaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.000415833090363361,NA,NA,NA,NA,NA,NA,NA,0.153442659043988,NA,NA,"diet"
"Staphylococcaceae","Male","week 5","fixed",NA,"dietHFHS",-0.000143630112636118,0.000226152379291174,-0.63510325686732,10.0564570153012,0.539541838694575,-0.000647145826498149,0.000359885601225913,-0.63510325686732,0.130505411216604,NA,0.539541838694575,"diet"
"Staphylococcaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000365488034761002,NA,NA,NA,NA,NA,NA,NA,0.130505411216604,NA,NA,"diet"
"Staphylococcaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.130505411216604,NA,NA,"diet"
"Staphylococcaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.000189354831246916,NA,NA,NA,NA,NA,NA,NA,0.130505411216604,NA,NA,"diet"
"Mitochondria","Female","week 10","fixed",NA,"dietHFHS",0.000131811071388099,0.000129461226306403,1.01815095645807,21.8639768284696,0.319741096837897,-0.000136771957544467,0.000400394100320665,1.01815095645807,0.0609718419146365,NA,0.319741096837897,"diet"
"Mitochondria","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0609718419146365,NA,NA,"diet"
"Mitochondria","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000250081052047653,NA,NA,NA,NA,NA,NA,NA,0.0609718419146365,NA,NA,"diet"
"Mitochondria","Female","week 10","ran_pars","Residual","sd__Observation",0.000264203305887246,NA,NA,NA,NA,NA,NA,NA,0.0609718419146365,NA,NA,"diet"
"Anaerovoracaceae","Female","week 10","fixed",NA,"dietHFHS",0.000139431473505998,0.000170225980649273,0.81909631522862,21.7512062525403,0.421615842130407,-0.000213829869374345,0.00049269281638634,0.81909631522862,0.0407534177973305,NA,0.421615842130407,"diet"
"Anaerovoracaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0407534177973305,NA,NA,"diet"
"Anaerovoracaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000349040721697476,NA,NA,NA,NA,NA,NA,NA,0.0407534177973305,NA,NA,"diet"
"Anaerovoracaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.00034550603368507,NA,NA,NA,NA,NA,NA,NA,0.0407534177973305,NA,NA,"diet"
"Mitochondria","Male","week 10","fixed",NA,"dietHFHS",4.63914207966976e-05,0.000151668605287269,0.305873590047391,8.94086399632968,0.766703004902795,-0.000297053033936113,0.000389835875529508,0.305873590047391,0.0142023172902282,NA,0.766703004902795,"diet"
"Mitochondria","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000218812127841119,NA,NA,NA,NA,NA,NA,NA,0.0142023172902282,NA,NA,"diet"
"Mitochondria","Male","week 10","ran_pars","cohort","sd__(Intercept)",2.45375633559684e-11,NA,NA,NA,NA,NA,NA,NA,0.0142023172902282,NA,NA,"diet"
"Mitochondria","Male","week 10","ran_pars","Residual","sd__Observation",0.000197407510539801,NA,NA,NA,NA,NA,NA,NA,0.0142023172902282,NA,NA,"diet"
"[Clostridium] methylpentosum group","Male","week 5","fixed",NA,"dietHFHS",-0.000198459785679722,0.000145359653498166,-1.36530172509132,8.12718570154101,0.208749598960479,-0.000532748857582042,0.000135829286222598,-1.36530172509132,0.091269039164068,0.986471766129453,0.319573382869456,"diet"
"[Clostridium] methylpentosum group","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000243022754948007,NA,NA,NA,NA,NA,NA,NA,0.091269039164068,0.986471766129453,NA,"diet"
"[Clostridium] methylpentosum group","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000204250061163359,NA,NA,NA,NA,NA,NA,NA,0.091269039164068,0.986471766129453,NA,"diet"
"[Clostridium] methylpentosum group","Male","week 5","ran_pars","Residual","sd__Observation",3.90250112762019e-05,NA,NA,NA,NA,NA,NA,NA,0.091269039164068,0.986471766129453,NA,"diet"
"Streptococcaceae","Female","week 10","fixed",NA,"dietHFHS",7.02567988001455e-05,0.00011623998733967,0.604411617792463,8.3119006412113,0.561702047488778,-0.000196052333798191,0.000336565931398481,0.604411617792463,0.0287347943702023,NA,0.561702047488778,"diet"
"Streptococcaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000117854444461734,NA,NA,NA,NA,NA,NA,NA,0.0287347943702023,NA,NA,"diet"
"Streptococcaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0287347943702023,NA,NA,"diet"
"Streptococcaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.000208624319672379,NA,NA,NA,NA,NA,NA,NA,0.0287347943702023,NA,NA,"diet"
"[Clostridium] methylpentosum group","Female","week 5","fixed",NA,"dietHFHS",0.000137376836454684,0.000120625377606633,1.13887176297742,8.96746099154016,0.284265266616646,-0.00013564773250282,0.000410401405412187,1.13887176297742,0.0853130720147775,NA,0.568530533233293,"diet"
"[Clostridium] methylpentosum group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000112585652293314,NA,NA,NA,NA,NA,NA,NA,0.0853130720147775,NA,NA,"diet"
"[Clostridium] methylpentosum group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0853130720147775,NA,NA,"diet"
"[Clostridium] methylpentosum group","Female","week 5","ran_pars","Residual","sd__Observation",0.000229749018245637,NA,NA,NA,NA,NA,NA,NA,0.0853130720147775,NA,NA,"diet"
"Streptococcaceae","Male","week 10","fixed",NA,"dietHFHS",-5.48168497869332e-05,8.13253136161454e-05,-0.67404412414157,21.6682724868014,0.507410912188634,-0.000223625058811025,0.000113991359237159,-0.67404412414157,0.0206057161693987,NA,0.507410912188634,"diet"
"Streptococcaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0206057161693987,NA,NA,"diet"
"Streptococcaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",7.87907292636434e-05,NA,NA,NA,NA,NA,NA,NA,0.0206057161693987,NA,NA,"diet"
"Streptococcaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.000193023731406991,NA,NA,NA,NA,NA,NA,NA,0.0206057161693987,NA,NA,"diet"
"Saccharimonadaceae","Female","week 10","fixed",NA,"dietHFHS",-0.000127106853054452,0.000143772444596819,-0.884083548908819,7.5332743705131,0.403982861551535,-0.000462256340309937,0.000208042634201033,-0.884083548908819,0.15536463692901,NA,0.403982861551535,"diet"
"Saccharimonadaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000197863625613799,NA,NA,NA,NA,NA,NA,NA,0.15536463692901,NA,NA,"diet"
"Saccharimonadaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.15536463692901,NA,NA,"diet"
"Saccharimonadaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.000151369792867186,NA,NA,NA,NA,NA,NA,NA,0.15536463692901,NA,NA,"diet"
"Saccharimonadaceae","Male","week 5","fixed",NA,"dietHFHS",1.36090231323947e-05,7.82514438488176e-05,0.173914019512374,8.30247087173209,0.866099037489001,-0.00016570121856016,0.00019291926482495,0.173914019512374,0.00134954310872002,NA,0.866099037489001,"diet"
"Saccharimonadaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",2.09835608213269e-05,NA,NA,NA,NA,NA,NA,NA,0.00134954310872002,NA,NA,"diet"
"Saccharimonadaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00134954310872002,NA,NA,"diet"
"Saccharimonadaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.000189082802698138,NA,NA,NA,NA,NA,NA,NA,0.00134954310872002,NA,NA,"diet"
"Monoglobaceae","Female","week 10","fixed",NA,"dietHFHS",-3.3290713566917e-05,8.94744853141176e-05,-0.3720693497151,6.23049023891893,0.722169336882788,-0.000250278505554291,0.000183697078420457,-0.3720693497151,0.0152897407550507,NA,0.722169336882788,"diet"
"Monoglobaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",9.64404581952969e-05,NA,NA,NA,NA,NA,NA,NA,0.0152897407550507,NA,NA,"diet"
"Monoglobaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",6.63213846766975e-05,NA,NA,NA,NA,NA,NA,NA,0.0152897407550507,NA,NA,"diet"
"Monoglobaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.000136454851681919,NA,NA,NA,NA,NA,NA,NA,0.0152897407550507,NA,NA,"diet"
"Saccharimonadaceae","Male","week 10","fixed",NA,"dietHFHS",-0.000252176720609821,0.000126443395994977,-1.99438427468239,8.66777461545128,0.0784658063128173,-0.000539891517609044,3.5538076389401e-05,-1.99438427468239,0.179293470700505,0.74825736928186,0.0784658063128173,"diet"
"Saccharimonadaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000181781175691783,NA,NA,NA,NA,NA,NA,NA,0.179293470700505,0.74825736928186,NA,"diet"
"Saccharimonadaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000140000645230448,NA,NA,NA,NA,NA,NA,NA,0.179293470700505,0.74825736928186,NA,"diet"
"Saccharimonadaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.000152620490832083,NA,NA,NA,NA,NA,NA,NA,0.179293470700505,0.74825736928186,NA,"diet"
"Enterococcaceae","Male","week 10","fixed",NA,"dietHFHS",-5.96528494625601e-05,9.40453675101925e-05,-0.634298648001934,8.25030368733831,0.543069711274249,-0.000275381920540794,0.000156076221615674,-0.634298648001934,0.0640137092254668,NA,0.543069711274249,"diet"
"Enterococcaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000138041930808667,NA,NA,NA,NA,NA,NA,NA,0.0640137092254668,NA,NA,"diet"
"Enterococcaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",2.22733047253767e-05,NA,NA,NA,NA,NA,NA,NA,0.0640137092254668,NA,NA,"diet"
"Enterococcaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.000116504083640356,NA,NA,NA,NA,NA,NA,NA,0.0640137092254668,NA,NA,"diet"
"Mitochondria","Male","week 5","fixed",NA,"dietHFHS",1.98674827387867e-05,8.45199230054747e-05,0.23506271695846,9.7845995783925,0.819006266086433,-0.000169018109433349,0.000208753074910922,0.23506271695846,0.00724354945728772,NA,0.819006266086433,"diet"
"Mitochondria","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000117565600917601,NA,NA,NA,NA,NA,NA,NA,0.00724354945728772,NA,NA,"diet"
"Mitochondria","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00724354945728772,NA,NA,"diet"
"Mitochondria","Male","week 5","ran_pars","Residual","sd__Observation",0.000118795556269357,NA,NA,NA,NA,NA,NA,NA,0.00724354945728772,NA,NA,"diet"
"[Clostridium] methylpentosum group","Female","week 10","fixed",NA,"dietHFHS",7.1723647130642e-05,6.26378273908488e-05,1.14505323888549,9.09640646053204,0.281419816624684,-6.97443737828116e-05,0.000213191668044096,1.14505323888549,0.0870503010901325,NA,0.562839633249369,"diet"
"[Clostridium] methylpentosum group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",5.89815485350443e-05,NA,NA,NA,NA,NA,NA,NA,0.0870503010901325,NA,NA,"diet"
"[Clostridium] methylpentosum group","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0870503010901325,NA,NA,"diet"
"[Clostridium] methylpentosum group","Female","week 10","ran_pars","Residual","sd__Observation",0.000118634869938607,NA,NA,NA,NA,NA,NA,NA,0.0870503010901325,NA,NA,"diet"
"Enterococcaceae","Female","week 10","fixed",NA,"dietHFHS",-0.000161676759673156,9.37591821403944e-05,-1.72438321220702,7.50694518441303,0.125398444096917,-0.000380382744498967,5.70292251526543e-05,-1.72438321220702,0.411922812098453,NA,0.125398444096917,"diet"
"Enterococcaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000129049816616199,NA,NA,NA,NA,NA,NA,NA,0.411922812098453,NA,NA,"diet"
"Enterococcaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.411922812098453,NA,NA,"diet"
"Enterococcaceae","Female","week 10","ran_pars","Residual","sd__Observation",9.86662331887912e-05,NA,NA,NA,NA,NA,NA,NA,0.411922812098453,NA,NA,"diet"
"Mitochondria","Female","week 5","fixed",NA,"dietHFHS",3.95427144583477e-05,5.07913371818162e-05,0.778532652463901,22.0000000002979,0.444548564994163,-6.57920718057706e-05,0.000144877500722466,0.778532652463901,0.0256761072276987,NA,0.444548564994163,"diet"
"Mitochondria","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0256761072276987,NA,NA,"diet"
"Mitochondria","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0256761072276987,NA,NA,"diet"
"Mitochondria","Female","week 5","ran_pars","Residual","sd__Observation",0.000124412859449101,NA,NA,NA,NA,NA,NA,NA,0.0256761072276987,NA,NA,"diet"
"Streptococcaceae","Female","week 5","fixed",NA,"dietHFHS",0.000104941129758286,7.81832853248328e-05,1.34224507607068,4.7034370313643,0.240655539106186,-9.99073431182258e-05,0.000309789602634797,1.34224507607068,0.112543778804203,NA,0.240655539106186,"diet"
"Streptococcaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",5.48996109522994e-05,NA,NA,NA,NA,NA,NA,NA,0.112543778804203,NA,NA,"diet"
"Streptococcaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",7.52008212270695e-05,NA,NA,NA,NA,NA,NA,NA,0.112543778804203,NA,NA,"diet"
"Streptococcaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.000150511666750202,NA,NA,NA,NA,NA,NA,NA,0.112543778804203,NA,NA,"diet"
"Saccharimonadaceae","Female","week 5","fixed",NA,"dietHFHS",-6.0526954111551e-05,8.08495328663624e-05,-0.748637029376497,6.76982627398126,0.479272080518015,-0.000253031326954148,0.000131977418731046,-0.748637029376497,0.0667645053777092,NA,0.479272080518015,"diet"
"Saccharimonadaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",9.67609191776866e-05,NA,NA,NA,NA,NA,NA,NA,0.0667645053777092,NA,NA,"diet"
"Saccharimonadaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",3.01148004584719e-05,NA,NA,NA,NA,NA,NA,NA,0.0667645053777092,NA,NA,"diet"
"Saccharimonadaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.000115580171074726,NA,NA,NA,NA,NA,NA,NA,0.0667645053777092,NA,NA,"diet"
"Streptococcaceae","Male","week 5","fixed",NA,"dietHFHS",-4.30738786869299e-05,5.56921500909219e-05,-0.773428187215045,21.7753560910881,0.44758451204923,-0.000158641452117271,7.24936947434115e-05,-0.773428187215045,0.0266237393752762,NA,0.44758451204923,"diet"
"Streptococcaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0266237393752762,NA,NA,"diet"
"Streptococcaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",4.54214955345867e-05,NA,NA,NA,NA,NA,NA,NA,0.0266237393752762,NA,NA,"diet"
"Streptococcaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.000133024469676821,NA,NA,NA,NA,NA,NA,NA,0.0266237393752762,NA,NA,"diet"
"Pasteurellaceae","Female","week 10","fixed",NA,"dietHFHS",-3.45508390918065e-05,3.85438851568026e-05,-0.896402605789434,4.27510699443543,0.417652586383171,-0.000138903869411922,6.98021912283088e-05,-0.896402605789434,0.0459962075054509,NA,0.456043537702425,"diet"
"Pasteurellaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",2.98365076129988e-05,NA,NA,NA,NA,NA,NA,NA,0.0459962075054509,NA,NA,"diet"
"Pasteurellaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0459962075054509,NA,NA,"diet"
"Pasteurellaceae","Female","week 10","ran_pars","Residual","sd__Observation",8.03682190422462e-05,NA,NA,NA,NA,NA,NA,NA,0.0459962075054509,NA,NA,"diet"
"Erysipelatoclostridiaceae","Female","week 10","fixed",NA,"dietHFHS",3.80241282284978e-05,3.53559867181797e-05,1.0754650557934,21.9999999992821,0.293820192288252,-3.52997004156462e-05,0.000111347956872642,1.0754650557934,0.0478802432915965,NA,0.587640384576504,"diet"
"Erysipelatoclostridiaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",3.38372531195184e-12,NA,NA,NA,NA,NA,NA,NA,0.0478802432915965,NA,NA,"diet"
"Erysipelatoclostridiaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0478802432915965,NA,NA,"diet"
"Erysipelatoclostridiaceae","Female","week 10","ran_pars","Residual","sd__Observation",8.66041268121592e-05,NA,NA,NA,NA,NA,NA,NA,0.0478802432915965,NA,NA,"diet"
"Enterobacteriaceae","Male","week 10","fixed",NA,"dietHFHS",3.85354208867938e-06,4.29063116762053e-05,0.0898129421554649,10.084805303914,0.93019458068871,-9.16388182463292e-05,9.93459024236879e-05,0.0898129421554649,0.000368946375170234,NA,0.93019458068871,"diet"
"Enterobacteriaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",1.47791305464998e-05,NA,NA,NA,NA,NA,NA,NA,0.000368946375170234,NA,NA,"diet"
"Enterobacteriaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",9.90750010102814e-06,NA,NA,NA,NA,NA,NA,NA,0.000368946375170234,NA,NA,"diet"
"Enterobacteriaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.000102449551036695,NA,NA,NA,NA,NA,NA,NA,0.000368946375170234,NA,NA,"diet"
"Defluviitaleaceae","Male","week 5","fixed",NA,"dietHFHS",4.18607253621732e-05,3.17630622107583e-05,1.31790584561443,21.9999999997217,0.201094292951262,-2.40118339109268e-05,0.000107733284635273,1.31790584561443,0.0702140331176151,NA,0.402188585902523,"diet"
"Defluviitaleaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0702140331176151,NA,NA,"diet"
