"family","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Peptostreptococcaceae","fixed",NA,"treatmentB. longum APC1472",0.0310097658751521,0.0191005371986235,1.62350228963125,15.5865735469625,0.12452985326108,-0.00956902773929959,0.0715885594896037,1.62350228963125,0.37648230274013,0.536210123788294,0.12452985326108,"treatment"
"Peptostreptococcaceae","ran_pars","cohort","sd__(Intercept)",0.0206167149340814,NA,NA,NA,NA,NA,NA,NA,0.37648230274013,0.536210123788294,NA,"treatment"
"Peptostreptococcaceae","ran_pars","Residual","sd__Observation",0.03513094357942,NA,NA,NA,NA,NA,NA,NA,0.37648230274013,0.536210123788294,NA,"treatment"
"Rikenellaceae","fixed",NA,"treatmentFOS+GOS",-0.06050151219206,0.00946460286308829,-6.39239839930467,13.7295193081132,1.83643332371996e-05,-0.0808386491746295,-0.0401643752094905,-6.39239839930467,0.651018469790438,0.739803108222451,3.67286664743991e-05,"treatment"
"Rikenellaceae","fixed",NA,"treatmentB. longum APC1472",-0.00845604478108443,0.00942109056454447,-0.897565385148518,13.9447351595469,0.384652302590904,-0.0286697898049683,0.0117577002427994,-0.897565385148518,0.651018469790438,0.739803108222451,0.384652302590904,"treatment"
"Rikenellaceae","ran_pars","cohort","sd__(Intercept)",0.0101230439712719,NA,NA,NA,NA,NA,NA,NA,0.651018469790438,0.739803108222451,NA,"treatment"
"Rikenellaceae","ran_pars","Residual","sd__Observation",0.0173297884128216,NA,NA,NA,NA,NA,NA,NA,0.651018469790438,0.739803108222451,NA,"treatment"
"Atopobiaceae","fixed",NA,"treatmentFOS+GOS",0.00618831539965299,0.0154697185803107,0.400027664855471,17.999999999544,0.693843552637571,-0.0263123573221071,0.0386889881214131,0.400027664855471,0.0230280981999209,NA,1,"treatment"
"Atopobiaceae","fixed",NA,"treatmentB. longum APC1472",-0.00438184314184748,0.0154697185803107,-0.283252931790533,17.9999999995633,0.780214909146458,-0.0368825158636051,0.0281188295799101,-0.283252931790533,0.0230280981999209,NA,1,"treatment"
"Atopobiaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0230280981999209,NA,NA,"treatment"
"Atopobiaceae","ran_pars","Residual","sd__Observation",0.0289411933986668,NA,NA,NA,NA,NA,NA,NA,0.0230280981999209,NA,NA,"treatment"
"Ruminococcaceae","fixed",NA,"treatmentFOS+GOS",-0.0381491362585536,0.00969458226405829,-3.93509851373254,17.9999999998578,0.000970469579183516,-0.0585166978080551,-0.0177815747090521,-3.93509851373254,0.460748950847203,NA,0.00194093915836703,"treatment"
"Ruminococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.00844315430089133,0.00969458226405829,-0.870914709981212,17.9999999997324,0.39526801227163,-0.028810715850403,0.0119244072486203,-0.870914709981212,0.460748950847203,NA,0.39526801227163,"treatment"
"Ruminococcaceae","ran_pars","cohort","sd__(Intercept)",2.67918688731812e-11,NA,NA,NA,NA,NA,NA,NA,0.460748950847203,NA,NA,"treatment"
"Ruminococcaceae","ran_pars","Residual","sd__Observation",0.0181369026700007,NA,NA,NA,NA,NA,NA,NA,0.460748950847203,NA,NA,"treatment"
"Staphylococcaceae","fixed",NA,"treatmentFOS+GOS",-0.013072332319207,0.00904568411392805,-1.4451457904747,18.0000000001067,0.165601925669401,-0.0320766094432086,0.00593194480479462,-1.4451457904747,0.108762858560964,NA,0.331203851338802,"treatment"
"Staphylococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.011185705754032,0.00904568411392805,-1.23657930269849,17.9999999999344,0.232135820857866,-0.0301899828780466,0.00781857136998265,-1.23657930269849,0.108762858560964,NA,0.331203851338802,"treatment"
"Staphylococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.108762858560964,NA,NA,"treatment"
"Staphylococcaceae","ran_pars","Residual","sd__Observation",0.0169229253916513,NA,NA,NA,NA,NA,NA,NA,0.108762858560964,NA,NA,"treatment"
"Tannerellaceae","fixed",NA,"treatmentFOS+GOS",0.00262171536423935,0.00777986775871895,0.336987137255794,15.5083678747063,0.74064393418351,-0.0139134617719242,0.0191568925004029,0.336987137255794,0.0180841084443833,0.16246684414989,1,"treatment"
"Tannerellaceae","fixed",NA,"treatmentB. longum APC1472",-0.00241401375440662,0.00774249995904547,-0.311787377097285,15.3920778754367,0.759385634151439,-0.0188802241478213,0.0140521966390081,-0.311787377097285,0.0180841084443833,0.16246684414989,1,"treatment"
"Tannerellaceae","ran_pars","cohort","sd__(Intercept)",0.00595406496169315,NA,NA,NA,NA,NA,NA,NA,0.0180841084443833,0.16246684414989,NA,"treatment"
"Tannerellaceae","ran_pars","Residual","sd__Observation",0.0143402571717375,NA,NA,NA,NA,NA,NA,NA,0.0180841084443833,0.16246684414989,NA,"treatment"
"Deferribacteraceae","fixed",NA,"treatmentFOS+GOS",-0.0159343893354302,0.00808237828691739,-1.97149759263589,15.7711049643763,0.0664726874006993,-0.0330884985160219,0.00121971984516137,-1.97149759263589,0.160422285775005,0.231011068596923,0.132945374801399,"treatment"
"Deferribacteraceae","fixed",NA,"treatmentB. longum APC1472",-0.0111419190204518,0.00805164356358324,-1.38380678832401,15.4177290457641,0.186125148960792,-0.0282631813061,0.00597934326519641,-1.38380678832401,0.160422285775005,0.231011068596923,0.186125148960792,"treatment"
"Deferribacteraceae","ran_pars","cohort","sd__(Intercept)",0.00453721274426099,NA,NA,NA,NA,NA,NA,NA,0.160422285775005,0.231011068596923,NA,"treatment"
"Deferribacteraceae","ran_pars","Residual","sd__Observation",0.0149755003279411,NA,NA,NA,NA,NA,NA,NA,0.160422285775005,0.231011068596923,NA,"treatment"
"Desulfovibrionaceae","fixed",NA,"treatmentFOS+GOS",-0.0274761250483348,0.00625286228858195,-4.39416762760114,16.6248192934425,0.000415964790139779,-0.0406912269318645,-0.014261023164805,-4.39416762760114,0.479985772874237,0.509761942223511,0.000831929580279558,"treatment"
"Desulfovibrionaceae","fixed",NA,"treatmentB. longum APC1472",-0.0135753914761321,0.006234223095159,-2.17755945992271,16.2928747203412,0.0444627349845544,-0.0267720727439328,-0.000378710208331464,-2.17755945992271,0.479985772874237,0.509761942223511,0.0444627349845544,"treatment"
"Desulfovibrionaceae","ran_pars","cohort","sd__(Intercept)",0.00286289148867001,NA,NA,NA,NA,NA,NA,NA,0.479985772874237,0.509761942223511,NA,"treatment"
"Desulfovibrionaceae","ran_pars","Residual","sd__Observation",0.0116164649402408,NA,NA,NA,NA,NA,NA,NA,0.479985772874237,0.509761942223511,NA,"treatment"
"Sutterellaceae","fixed",NA,"treatmentFOS+GOS",0.0131007964698491,0.00469730803796689,2.78900092647947,17.9999999998472,0.0121188876682318,0.00323211848307709,0.0229694744566211,2.78900092647947,0.321985741584985,NA,0.0363566630046954,"treatment"
"Sutterellaceae","fixed",NA,"treatmentB. longum APC1472",0.00121624575050115,0.00469730803796689,0.258923992352771,17.9999999998464,0.798631701076298,-0.00865243223627091,0.0110849237372732,0.258923992352771,0.321985741584985,NA,0.798631701076298,"treatment"
"Sutterellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.321985741584985,NA,NA,"treatment"
"Sutterellaceae","ran_pars","Residual","sd__Observation",0.00878785865910571,NA,NA,NA,NA,NA,NA,NA,0.321985741584985,NA,NA,"treatment"
"Marinifilaceae","fixed",NA,"treatmentFOS+GOS",-0.0100122939434508,0.0037896060792192,-2.6420408174756,17.9999999995073,0.016565071830803,-0.0179739608791295,-0.00205062700777213,-2.6420408174756,0.274658594989576,NA,0.0331301436616059,"treatment"
"Marinifilaceae","fixed",NA,"treatmentB. longum APC1472",-0.00247920942928062,0.0037896060792192,-0.654212965003326,17.9999999994871,0.52124637945272,-0.0104408763649599,0.00548245750639868,-0.654212965003326,0.274658594989576,NA,0.52124637945272,"treatment"
"Marinifilaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.274658594989576,NA,NA,"treatment"
"Marinifilaceae","ran_pars","Residual","sd__Observation",0.00708970378963697,NA,NA,NA,NA,NA,NA,NA,0.274658594989576,NA,NA,"treatment"
"Erysipelatoclostridiaceae","fixed",NA,"treatmentFOS+GOS",-0.0108098858408927,0.00403533910866257,-2.67880481659828,15.5705544310474,0.0167601681616409,-0.0193836381579596,-0.00223613352382586,-2.67880481659828,0.264521217587044,0.276602712779821,0.0335203363232819,"treatment"
"Erysipelatoclostridiaceae","fixed",NA,"treatmentB. longum APC1472",-0.00653566815682255,0.00403102882904235,-1.62133996902603,14.6888407211516,0.126207580822437,-0.0151434821158099,0.00207214580216483,-1.62133996902603,0.264521217587044,0.276602712779821,0.126207580822437,"treatment"
"Erysipelatoclostridiaceae","ran_pars","cohort","sd__(Intercept)",0.000973453444464773,NA,NA,NA,NA,NA,NA,NA,0.264521217587044,0.276602712779821,NA,"treatment"
"Erysipelatoclostridiaceae","ran_pars","Residual","sd__Observation",0.00753257182285606,NA,NA,NA,NA,NA,NA,NA,0.264521217587044,0.276602712779821,NA,"treatment"
"[Eubacterium] coprostanoligenes group","fixed",NA,"treatmentFOS+GOS",0.0069488794758619,0.00267519754063695,2.59752013460935,16.4687079705824,0.019117018841938,0.00129080356223495,0.0126069553894889,2.59752013460935,0.263229488748513,0.335886203535391,0.057351056525814,"treatment"
"[Eubacterium] coprostanoligenes group","fixed",NA,"treatmentB. longum APC1472",0.00114825164136808,0.00266413112597561,0.431004176248116,16.2630836386388,0.672123670589062,-0.00449203794884554,0.0067885412315817,0.431004176248116,0.263229488748513,0.335886203535391,1,"treatment"
"[Eubacterium] coprostanoligenes group","ran_pars","cohort","sd__(Intercept)",0.00163735610538694,NA,NA,NA,NA,NA,NA,NA,0.263229488748513,0.335886203535391,NA,"treatment"
"[Eubacterium] coprostanoligenes group","ran_pars","Residual","sd__Observation",0.00495024297613785,NA,NA,NA,NA,NA,NA,NA,0.263229488748513,0.335886203535391,NA,"treatment"
"Eggerthellaceae","fixed",NA,"treatmentFOS+GOS",-0.00456217025447603,0.00133575211872776,-3.41543179345376,17.9999999997462,0.003084253801354,-0.00736848132101269,-0.00175585918793937,-3.41543179345376,0.481513457478777,NA,0.00616850760270799,"treatment"
"Eggerthellaceae","fixed",NA,"treatmentB. longum APC1472",0.000759467781188981,0.00133575211872776,0.568569400370733,17.999999999726,0.576673974231234,-0.00204684328534791,0.00356577884772587,0.568569400370733,0.481513457478777,NA,0.576673974231234,"treatment"
"Eggerthellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.481513457478777,NA,NA,"treatment"
"Eggerthellaceae","ran_pars","Residual","sd__Observation",0.00249896339096834,NA,NA,NA,NA,NA,NA,NA,0.481513457478777,NA,NA,"treatment"
"Clostridiaceae","fixed",NA,"treatmentFOS+GOS",-0.00268082851878009,0.00152567231783788,-1.75714567763755,18.0000000001557,0.0958888897041526,-0.00588614711750934,0.000524490079949153,-1.75714567763755,0.175772006308872,NA,0.191777779408305,"treatment"
"Clostridiaceae","fixed",NA,"treatmentB. longum APC1472",9.33746711566449e-05,0.00152567231783788,0.0612023106567022,18.0000000001868,0.951872532385761,-0.0031119439275722,0.00329869326988549,0.0612023106567022,0.175772006308872,NA,0.951872532385761,"treatment"
"Clostridiaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.175772006308872,NA,NA,"treatment"
"Clostridiaceae","ran_pars","Residual","sd__Observation",0.00285427154891731,NA,NA,NA,NA,NA,NA,NA,0.175772006308872,NA,NA,"treatment"
"Butyricicoccaceae","fixed",NA,"treatmentFOS+GOS",-0.00376955911344284,0.00132614663176091,-2.84249043293008,17.999999999107,0.0108048699303938,-0.00655568980071066,-0.000983428426175014,-2.84249043293008,0.341273895287872,NA,0.0216097398607875,"treatment"
"Butyricicoccaceae","fixed",NA,"treatmentB. longum APC1472",-0.000149902701906889,0.00132614663176091,-0.113036295019535,17.9999999992323,0.911252922800897,-0.00293603338917332,0.00263622798535954,-0.113036295019535,0.341273895287872,NA,0.911252922800897,"treatment"
"Butyricicoccaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.341273895287872,NA,NA,"treatment"
"Butyricicoccaceae","ran_pars","Residual","sd__Observation",0.0024809931703368,NA,NA,NA,NA,NA,NA,NA,0.341273895287872,NA,NA,"treatment"
"Christensenellaceae","fixed",NA,"treatmentFOS+GOS",-0.00273884521774418,0.00086830934612772,-3.15422749963275,17.9999999998661,0.00548722003420173,-0.00456309546077217,-0.000914594974716201,-3.15422749963275,0.332422116476447,NA,0.0109744400684035,"treatment"
"Christensenellaceae","fixed",NA,"treatmentB. longum APC1472",-0.00144424381745207,0.00086830934612772,-1.66328258919792,17.999999999696,0.113569043234809,-0.00326849406048129,0.000380006425577148,-1.66328258919792,0.332422116476447,NA,0.113569043234809,"treatment"
"Christensenellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.332422116476447,NA,NA,"treatment"
"Christensenellaceae","ran_pars","Residual","sd__Observation",0.00162445803947182,NA,NA,NA,NA,NA,NA,NA,0.332422116476447,NA,NA,"treatment"
"Peptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.00349604123432189,0.000796838316324896,-4.38739097091366,15.8172940175425,0.00047093483510988,-0.00518685020492452,-0.00180523226371926,-4.38739097091366,0.553686903069728,0.574368141207328,0.000941869670219759,"treatment"
"Peptococcaceae","fixed",NA,"treatmentB. longum APC1472",6.87505158837145e-06,0.000794800751969795,0.00865003155990059,15.2501949105265,0.993210503513211,-0.00168478516604804,0.00169853526922478,0.00865003155990059,0.553686903069728,0.574368141207328,0.993210503513211,"treatment"
"Peptococcaceae","ran_pars","cohort","sd__(Intercept)",0.00032669954185897,NA,NA,NA,NA,NA,NA,NA,0.553686903069728,0.574368141207328,NA,"treatment"
"Peptococcaceae","ran_pars","Residual","sd__Observation",0.00148209936635336,NA,NA,NA,NA,NA,NA,NA,0.553686903069728,0.574368141207328,NA,"treatment"
"Enterobacteriaceae","fixed",NA,"treatmentFOS+GOS",-4.71154083365453e-05,0.000790366685786505,-0.0596120878876114,15.4384057377741,0.953229415190303,-0.00172758508530004,0.00163335426862695,-0.0596120878876114,0.129970591766952,0.225512492027456,1,"treatment"
"Enterobacteriaceae","fixed",NA,"treatmentB. longum APC1472",0.00121487608180739,0.000786930342680737,1.54381654374747,15.1717822731473,0.14323212337215,-0.000460773673678166,0.00289052583729294,1.54381654374747,0.129970591766952,0.225512492027456,0.429696370116449,"treatment"
"Enterobacteriaceae","ran_pars","cohort","sd__(Intercept)",0.000513181705047269,NA,NA,NA,NA,NA,NA,NA,0.129970591766952,0.225512492027456,NA,"treatment"
"Enterobacteriaceae","ran_pars","Residual","sd__Observation",0.0014611050323493,NA,NA,NA,NA,NA,NA,NA,0.129970591766952,0.225512492027456,NA,"treatment"
"Enterococcaceae","fixed",NA,"treatmentFOS+GOS",-0.00110874881174938,0.000751650918996479,-1.47508475507442,17.999999999501,0.157467201559669,-0.00268790879403966,0.000470411170540887,-1.47508475507442,0.104915984244296,NA,0.314934403119338,"treatment"
"Enterococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.000287250392704946,0.000751650918996479,-0.382159304865151,17.999999999501,0.706817745703864,-0.00186641037499522,0.00129190958958533,-0.382159304865151,0.104915984244296,NA,0.706817745703864,"treatment"
"Enterococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.104915984244296,NA,NA,"treatment"
"Enterococcaceae","ran_pars","Residual","sd__Observation",0.0014062101066693,NA,NA,NA,NA,NA,NA,NA,0.104915984244296,NA,NA,"treatment"
"UCG-010","fixed",NA,"treatmentFOS+GOS",-2.95125183060732e-05,0.000455482632480654,-0.0647939486635129,15.8680675528397,0.949147321033825,-0.000995745445680835,0.000936720409068689,-0.0647939486635129,0.0417850518356885,0.253122361071361,0.949147321033825,"treatment"
"UCG-010","fixed",NA,"treatmentB. longum APC1472",-0.000423099234486309,0.000453271552061311,-0.933434345398934,15.9368785734177,0.364523478172513,-0.00138430140191492,0.000538102932942304,-0.933434345398934,0.0417850518356885,0.253122361071361,0.729046956345026,"treatment"
"UCG-010","ran_pars","cohort","sd__(Intercept)",0.000444467629273731,NA,NA,NA,NA,NA,NA,NA,0.0417850518356885,0.253122361071361,NA,"treatment"
"UCG-010","ran_pars","Residual","sd__Observation",0.000835558339933754,NA,NA,NA,NA,NA,NA,NA,0.0417850518356885,0.253122361071361,NA,"treatment"
"Anaerovoracaceae","fixed",NA,"treatmentFOS+GOS",-0.00155666553224594,0.000290649737235844,-5.3558126253622,15.849219225663,6.64270262677873e-05,-0.00217329219106554,-0.000940038873426337,-5.3558126253622,0.551971874463609,0.628585370204656,0.000132854052535575,"treatment"
"Anaerovoracaceae","fixed",NA,"treatmentB. longum APC1472",-0.000845415371724005,0.00028921759494486,-2.92311182480162,15.8123267840805,0.0100468208730103,-0.0014591212309485,-0.000231709512499512,-2.92311182480162,0.551971874463609,0.628585370204656,0.0100468208730103,"treatment"
"Anaerovoracaceae","ran_pars","cohort","sd__(Intercept)",0.00024291006605941,NA,NA,NA,NA,NA,NA,NA,0.551971874463609,0.628585370204656,NA,"treatment"
"Anaerovoracaceae","ran_pars","Residual","sd__Observation",0.000534838147420711,NA,NA,NA,NA,NA,NA,NA,0.551971874463609,0.628585370204656,NA,"treatment"
"Saccharimonadaceae","fixed",NA,"treatmentFOS+GOS",0.000143777511127037,0.000212068062109372,0.677978143888943,17.9999999997607,0.506408110800425,-0.000301760954590173,0.000589315976844247,0.677978143888943,0.0648442864089892,NA,1,"treatment"
"Saccharimonadaceae","fixed",NA,"treatmentB. longum APC1472",-0.000104952190752649,0.000212068062109372,-0.494898617494418,17.9999999997356,0.626658321443291,-0.000550490656469903,0.000340586274964606,-0.494898617494418,0.0648442864089892,NA,1,"treatment"
"Saccharimonadaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0648442864089892,NA,NA,"treatment"
"Saccharimonadaceae","ran_pars","Residual","sd__Observation",0.000396743015545184,NA,NA,NA,NA,NA,NA,NA,0.0648442864089892,NA,NA,"treatment"
"Moraxellaceae","fixed",NA,"treatmentFOS+GOS",-1.22411245673421e-05,0.000139582495208207,-0.0876981354222305,15.5070567394351,0.931239106766478,-0.000308909108427693,0.000284426859293009,-0.0876981354222305,0.10581729534762,NA,1,"treatment"
"Moraxellaceae","fixed",NA,"treatmentB. longum APC1472",0.000177824527153375,0.000139065862132176,1.27870725731639,15.09795446792,0.22030677252669,-0.000118419933123017,0.000474068987429766,1.27870725731639,0.10581729534762,NA,0.660920317580069,"treatment"
"Moraxellaceae","ran_pars","cohort","sd__(Intercept)",7.63967520449897e-05,NA,NA,NA,NA,NA,NA,NA,0.10581729534762,NA,NA,"treatment"
"Moraxellaceae","ran_pars","Residual","sd__Observation",0.000258720858459552,NA,NA,NA,NA,NA,NA,NA,0.10581729534762,NA,NA,"treatment"
"Streptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.000197938849039031,0.000130022144783626,-1.52234720761164,17.999999999302,0.145296557018596,-0.000471105238735122,7.52275406570607e-05,-1.52234720761164,0.177364031156505,NA,0.290593114037192,"treatment"
"Streptococcaceae","fixed",NA,"treatmentB. longum APC1472",6.00573858551575e-05,0.000130022144783626,0.461901208867926,17.999999999302,0.649685885045701,-0.000213109003840934,0.000333223775551249,0.461901208867926,0.177364031156505,NA,0.649685885045701,"treatment"
"Streptococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.177364031156505,NA,NA,"treatment"
"Streptococcaceae","ran_pars","Residual","sd__Observation",0.000243249159236923,NA,NA,NA,NA,NA,NA,NA,0.177364031156505,NA,NA,"treatment"
"Acholeplasmataceae","fixed",NA,"treatmentFOS+GOS",-5.95703488588555e-05,4.86389861679274e-05,-1.22474487139159,17.9999999998744,0.236458443205949,-0.000161757066914084,4.26163691963732e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886411899,"treatment"
"Acholeplasmataceae","fixed",NA,"treatmentB. longum APC1472",-5.95703488588555e-05,4.86389861679274e-05,-1.22474487139159,17.9999999998744,0.23645844320595,-0.000161757066914084,4.26163691963733e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886411899,"treatment"
"Acholeplasmataceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Acholeplasmataceae","ran_pars","Residual","sd__Observation",9.09952109402105e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Mitochondria","fixed",NA,"treatmentFOS+GOS",-8.80240559125874e-05,5.08037285528072e-05,-1.7326298368257,14.4543725905024,0.104435465549745,-0.000196666746590831,2.06186347656561e-05,-1.7326298368257,0.223240876031698,NA,0.263886933108115,"treatment"
"Mitochondria","fixed",NA,"treatmentB. longum APC1472",2.57510821762344e-05,5.05625817824918e-05,0.509291283562406,14.6020126640874,0.61815745764864,-8.22769121546921e-05,0.000133779076507161,0.509291283562406,0.223240876031698,NA,0.61815745764864,"treatment"
"Mitochondria","ran_pars","cohort","sd__(Intercept)",5.19186372364006e-05,NA,NA,NA,NA,NA,NA,NA,0.223240876031698,NA,NA,"treatment"
"Mitochondria","ran_pars","Residual","sd__Observation",9.31088672510444e-05,NA,NA,NA,NA,NA,NA,NA,0.223240876031698,NA,NA,"treatment"
"Caldicoprobacteraceae","fixed",NA,"treatmentFOS+GOS",3.89214098891518e-05,3.1779198099379e-05,1.22474487139159,17.9999999996218,0.236458443206168,-2.78442078191203e-05,0.000105687027597424,1.22474487139159,0.0909090909090909,NA,0.709375329618503,"treatment"
"Caldicoprobacteraceae","fixed",NA,"treatmentB. longum APC1472",0,3.1779198099379e-05,0,17.9999999998359,1,-6.67656177082152e-05,6.67656177082152e-05,0,0.0909090909090909,NA,1,"treatment"
"Caldicoprobacteraceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Caldicoprobacteraceae","ran_pars","Residual","sd__Observation",5.9453435657147e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Monoglobaceae","fixed",NA,"treatmentFOS+GOS",-2.23388808220708e-05,1.82396198129728e-05,-1.22474487139159,17.9999999993346,0.236458443206416,-6.0658900092864e-05,1.59811384487223e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886412786,"treatment"
"Monoglobaceae","fixed",NA,"treatmentB. longum APC1472",-2.23388808220708e-05,1.82396198129728e-05,-1.22474487139159,17.9999999993611,0.236458443206393,-6.06589000928599e-05,1.59811384487183e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886412786,"treatment"
"Monoglobaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Monoglobaceae","ran_pars","Residual","sd__Observation",3.4123204102579e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Defluviitaleaceae","fixed",NA,"treatmentFOS+GOS",-3.13680051095046e-21,1.58821348271043e-05,-1.97504966750265e-16,17.9999999995985,1,-3.33671271043966e-05,3.33671271043966e-05,-1.97504966750265e-16,0.0909090909090909,NA,1,"treatment"
"Defluviitaleaceae","fixed",NA,"treatmentB. longum APC1472",1.94515631762458e-05,1.58821348271043e-05,1.22474487139159,17.9999999993852,0.236458443206372,-1.39155639281792e-05,5.28186902806707e-05,1.22474487139159,0.0909090909090909,NA,0.709375329619115,"treatment"
"Defluviitaleaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Defluviitaleaceae","ran_pars","Residual","sd__Observation",2.97127535467873e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Xanthomonadaceae","fixed",NA,"treatmentFOS+GOS",-8.44215487359313e-07,9.6263789798896e-06,-0.087698135417581,15.507056742881,0.931239106769866,-2.13040764428917e-05,1.96156454681731e-05,-0.087698135417581,0.105817295346779,NA,1,"treatment"
"Xanthomonadaceae","fixed",NA,"treatmentB. longum APC1472",1.2263760493327e-05,9.59074911257833e-06,1.2787072573135,15.0979544720785,0.220306772522461,-8.16689193907176e-06,3.26944129257257e-05,1.2787072573135,0.105817295346779,NA,0.660920317567382,"treatment"
"Xanthomonadaceae","ran_pars","cohort","sd__(Intercept)",5.26874152018305e-06,NA,NA,NA,NA,NA,NA,NA,0.105817295346779,NA,NA,"treatment"
"Xanthomonadaceae","ran_pars","Residual","sd__Observation",1.78428178248294e-05,NA,NA,NA,NA,NA,NA,NA,0.105817295346779,NA,NA,"treatment"
