"genus","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"NK4A214 group","ran_pars","cohort","sd__(Intercept)",0.000767712313784976,NA,NA,NA,NA,NA,NA,NA,0.0219112400534317,0.823093133311665,NA,"diet"
"NK4A214 group","ran_pars","Residual","sd__Observation",0.000360749127160248,NA,NA,NA,NA,NA,NA,NA,0.0219112400534317,0.823093133311665,NA,"diet"
"ASF356","fixed",NA,"dietHFHS",0.000140577528959197,0.000382370542258682,0.367647382376262,12.0000000000189,0.719538719062822,-0.00069253631420069,0.000973691372119083,0.367647382376262,0.0102902858020587,NA,0.719538719062822,"diet"
"ASF356","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0102902858020587,NA,NA,"diet"
"ASF356","ran_pars","Residual","sd__Observation",0.000715349781963478,NA,NA,NA,NA,NA,NA,NA,0.0102902858020587,NA,NA,"diet"
"Butyricicoccus","fixed",NA,"dietHFHS",0.0001123017607715,0.000345602808483233,0.324944583825476,9.18260856057551,0.752504202395514,-0.000667142552177577,0.000891746073720577,0.324944583825476,0.00745496789885667,0.0926976869707612,0.752504202395514,"diet"
"Butyricicoccus","ran_pars","cohort","sd__(Intercept)",0.000197040123004315,NA,NA,NA,NA,NA,NA,NA,0.00745496789885667,0.0926976869707612,NA,"diet"
"Butyricicoccus","ran_pars","Residual","sd__Observation",0.000642838726077308,NA,NA,NA,NA,NA,NA,NA,0.00745496789885667,0.0926976869707612,NA,"diet"
"Negativibacillus","fixed",NA,"dietHFHS",0.000498946373165107,0.000224140488637369,2.22604303309224,9.19429248770629,0.0524318650439383,-6.4660254305496e-06,0.00100435877176076,2.22604303309224,0.240705026360138,0.383432177935359,0.104863730087877,"diet"
"Negativibacillus","ran_pars","cohort","sd__(Intercept)",0.000199354909651636,NA,NA,NA,NA,NA,NA,NA,0.240705026360138,0.383432177935359,NA,"diet"
"Negativibacillus","ran_pars","Residual","sd__Observation",0.000414346871744648,NA,NA,NA,NA,NA,NA,NA,0.240705026360138,0.383432177935359,NA,"diet"
"Christensenella","fixed",NA,"dietHFHS",-7.83534635764432e-05,0.00020147824461469,-0.3888929235327,9.9927897663006,0.705513191765149,-0.000527318878490387,0.000370611951337501,-0.3888929235327,0.0115147244134466,NA,0.705513191765149,"diet"
"Christensenella","ran_pars","cohort","sd__(Intercept)",3.62939463706205e-05,NA,NA,NA,NA,NA,NA,NA,0.0115147244134466,NA,NA,"diet"
"Christensenella","ran_pars","Residual","sd__Observation",0.000376685474134046,NA,NA,NA,NA,NA,NA,NA,0.0115147244134466,NA,NA,"diet"
"Jeotgalicoccus","fixed",NA,"dietHFHS",-0.000128142357728868,0.000215084784533326,-0.5957760238917,11.9999999996004,0.562393699014095,-0.00059677184573802,0.000340487130280284,-0.5957760238917,0.0265780924185196,NA,0.562393699014095,"diet"
"Jeotgalicoccus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0265780924185196,NA,NA,"diet"
"Jeotgalicoccus","ran_pars","Residual","sd__Observation",0.000402386786415899,NA,NA,NA,NA,NA,NA,NA,0.0265780924185196,NA,NA,"diet"
"UCG-003","fixed",NA,"dietHFHS",-6.4772263656777e-05,0.000250031926821501,-0.259055971292091,11.9999999999018,0.799982496370426,-0.000609545033642375,0.000480000506328821,-0.259055971292091,0.00513579485297713,NA,0.799982496370426,"diet"
"UCG-003","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00513579485297713,NA,NA,"diet"
"UCG-003","ran_pars","Residual","sd__Observation",0.000467766902960495,NA,NA,NA,NA,NA,NA,NA,0.00513579485297713,NA,NA,"diet"
"Harryflintia","fixed",NA,"dietHFHS",0.000106290745514765,0.0002189921266733,0.485363319355006,11.9999999999921,0.636159251112846,-0.000370852109677166,0.000583433600706695,0.485363319355006,0.0177988116388401,NA,0.636159251112846,"diet"
"Harryflintia","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0177988116388401,NA,NA,"diet"
"Harryflintia","ran_pars","Residual","sd__Observation",0.000409696754206243,NA,NA,NA,NA,NA,NA,NA,0.0177988116388401,NA,NA,"diet"
"Candidatus Saccharimonas","fixed",NA,"dietHFHS",-0.000480918900873387,0.000184409994927571,-2.60787871645608,11.9999999995971,0.0228909848159115,-0.000882713763741944,-7.91240380048297e-05,-2.60787871645608,0.34346854274633,NA,0.0228909848159115,"diet"
"Candidatus Saccharimonas","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.34346854274633,NA,NA,"diet"
"Candidatus Saccharimonas","ran_pars","Residual","sd__Observation",0.000344999509857846,NA,NA,NA,NA,NA,NA,NA,0.34346854274633,NA,NA,"diet"
"Family XIII AD3011 group","fixed",NA,"dietHFHS",0.000294977373883766,0.000163556763234743,1.80351682223255,9.78044609614098,0.102143777780436,-7.05617431685657e-05,0.000660516490936098,1.80351682223255,0.174303116334072,0.318789095758064,0.204287555560872,"diet"
"Family XIII AD3011 group","ran_pars","cohort","sd__(Intercept)",0.000139351397388439,NA,NA,NA,NA,NA,NA,NA,0.174303116334072,0.318789095758064,NA,"diet"
"Family XIII AD3011 group","ran_pars","Residual","sd__Observation",0.000302579339522273,NA,NA,NA,NA,NA,NA,NA,0.174303116334072,0.318789095758064,NA,"diet"
"Family XIII UCG-001","fixed",NA,"dietHFHS",0.000398032262788411,0.00012163958464069,3.27222642172081,6.32776106815554,0.0157367630091963,0.000104088405204782,0.00069197612037204,3.27222642172081,0.337900177803871,0.60879403599601,0.0314735260183926,"diet"
"Family XIII UCG-001","ran_pars","cohort","sd__(Intercept)",0.000184920896716649,NA,NA,NA,NA,NA,NA,NA,0.337900177803871,0.60879403599601,NA,"diet"
"Family XIII UCG-001","ran_pars","Residual","sd__Observation",0.000222223070970043,NA,NA,NA,NA,NA,NA,NA,0.337900177803871,0.60879403599601,NA,"diet"
"Anaerovorax","fixed",NA,"dietHFHS",0.000197244953866336,8.32645319220924e-05,2.36889524642847,9.37108020748953,0.0409377936864408,1.0018354400649e-05,0.000384471553332023,2.36889524642847,0.219759527457938,0.512893887956396,0.0818755873728815,"diet"
"Anaerovorax","ran_pars","cohort","sd__(Intercept)",0.000118202797571461,NA,NA,NA,NA,NA,NA,NA,0.219759527457938,0.512893887956396,NA,"diet"
"Anaerovorax","ran_pars","Residual","sd__Observation",0.000152372355281264,NA,NA,NA,NA,NA,NA,NA,0.219759527457938,0.512893887956396,NA,"diet"
"Christensenellaceae R-7 group","fixed",NA,"dietHFHS",0.000101910482976559,4.68953381529072e-05,2.17314741700485,7.69216236578483,0.0628548013080804,-6.98831711350896e-06,0.000210809283066627,2.17314741700485,0.041762310533811,0.895050152099429,0.125709602616161,"diet"
"Christensenellaceae R-7 group","ran_pars","cohort","sd__(Intercept)",0.000239021366733133,NA,NA,NA,NA,NA,NA,NA,0.041762310533811,0.895050152099429,NA,"diet"
"Christensenellaceae R-7 group","ran_pars","Residual","sd__Observation",8.38262143216722e-05,NA,NA,NA,NA,NA,NA,NA,0.041762310533811,0.895050152099429,NA,"diet"
"Streptococcus","fixed",NA,"dietHFHS",-4.39509848429939e-06,0.000121468687578708,-0.0361829749864672,9.2988272598541,0.971901344369654,-0.000277836169515357,0.000269045972546758,-0.0361829749864672,0.000102721360494554,NA,0.971901344369654,"diet"
"Streptococcus","ran_pars","cohort","sd__(Intercept)",9.58987265691625e-05,NA,NA,NA,NA,NA,NA,NA,0.000102721360494554,NA,NA,"diet"
"Streptococcus","ran_pars","Residual","sd__Observation",0.000224997798576942,NA,NA,NA,NA,NA,NA,NA,0.000102721360494554,NA,NA,"diet"
"Candidatus Soleaferrea","fixed",NA,"dietHFHS",0.000261726047776033,9.18130659147444e-05,2.85064053975788,11.9999999999263,0.014605399428247,6.16825618297683e-05,0.000461769533722297,2.85064053975788,0.384648926329328,NA,0.0292107988564941,"diet"
"Candidatus Soleaferrea","ran_pars","cohort","sd__(Intercept)",1.02871656282544e-13,NA,NA,NA,NA,NA,NA,NA,0.384648926329328,NA,NA,"diet"
"Candidatus Soleaferrea","ran_pars","Residual","sd__Observation",0.000171766518141133,NA,NA,NA,NA,NA,NA,NA,0.384648926329328,NA,NA,"diet"
"Muribaculum","fixed",NA,"dietHFHS",-7.87148378752639e-05,6.53258375470215e-05,-1.204957193524,8.25408779847374,0.261628391956563,-0.000228553119421911,7.1123443671383e-05,-1.204957193524,0.10383236225596,NA,0.392203489736796,"diet"
"Muribaculum","ran_pars","cohort","sd__(Intercept)",7.93003053997706e-05,NA,NA,NA,NA,NA,NA,NA,0.10383236225596,NA,NA,"diet"
"Muribaculum","ran_pars","Residual","sd__Observation",0.00011999059651085,NA,NA,NA,NA,NA,NA,NA,0.10383236225596,NA,NA,"diet"
"Paludicola","fixed",NA,"dietHFHS",1.8821267249504e-05,3.94554338826582e-05,0.477025985963787,7.71048657796326,0.646569987365615,-7.27612207621794e-05,0.000110403755261187,0.477025985963787,0.00205793315958781,0.892687344113347,0.666356647596261,"diet"
"Paludicola","ran_pars","cohort","sd__(Intercept)",0.000203162753954397,NA,NA,NA,NA,NA,NA,NA,0.00205793315958781,0.892687344113347,NA,"diet"
"Paludicola","ran_pars","Residual","sd__Observation",7.05214196881759e-05,NA,NA,NA,NA,NA,NA,NA,0.00205793315958781,0.892687344113347,NA,"diet"
"UCG-005","fixed",NA,"dietHFHS",0.000148701434596438,7.21363875262009e-05,2.06139286559682,4.20576018741093,0.104862036193112,-4.77755030673587e-05,0.000345178372260234,2.06139286559682,0.176677658177175,0.482620746176975,0.209724072386224,"diet"
"UCG-005","ran_pars","cohort","sd__(Intercept)",0.000101532951322521,NA,NA,NA,NA,NA,NA,NA,0.176677658177175,0.482620746176975,NA,"diet"
"UCG-005","ran_pars","Residual","sd__Observation",0.000132035645327209,NA,NA,NA,NA,NA,NA,NA,0.176677658177175,0.482620746176975,NA,"diet"
"[Eubacterium] nodatum group","fixed",NA,"dietHFHS",0.000101427121890184,6.8313832522159e-05,1.48472305162038,12.0000000000273,0.163405325355099,-4.74159328527971e-05,0.000250270176633164,1.48472305162038,0.144984489473472,NA,0.326810650710198,"diet"
"[Eubacterium] nodatum group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.144984489473472,NA,NA,"diet"
"[Eubacterium] nodatum group","ran_pars","Residual","sd__Observation",0.000127803478037687,NA,NA,NA,NA,NA,NA,NA,0.144984489473472,NA,NA,"diet"
"[Eubacterium] brachy group","fixed",NA,"dietHFHS",0.00010100294090353,8.89181627476593e-05,1.13590899522032,9.86913315935418,0.282825956092283,-9.74757551679886e-05,0.000299481636975049,1.13590899522032,0.0906060880591175,NA,0.282825956092283,"diet"
"[Eubacterium] brachy group","ran_pars","cohort","sd__(Intercept)",2.78365978622677e-05,NA,NA,NA,NA,NA,NA,NA,0.0906060880591175,NA,NA,"diet"
"[Eubacterium] brachy group","ran_pars","Residual","sd__Observation",0.00016603272528946,NA,NA,NA,NA,NA,NA,NA,0.0906060880591175,NA,NA,"diet"
"Klebsiella","fixed",NA,"dietHFHS",-6.55956982293884e-05,5.4438197955847e-05,-1.20495719352413,8.25408779813602,0.261628391957836,-0.000190460932852443,5.9269536393666e-05,-1.20495719352413,0.103832362255982,NA,0.392203489732647,"diet"
"Klebsiella","ran_pars","cohort","sd__(Intercept)",6.6083587833171e-05,NA,NA,NA,NA,NA,NA,NA,0.103832362255982,NA,NA,"diet"
"Klebsiella","ran_pars","Residual","sd__Observation",9.99921637590327e-05,NA,NA,NA,NA,NA,NA,NA,0.103832362255982,NA,NA,"diet"
"Anaeroplasma","fixed",NA,"dietHFHS",1.60501200465428e-05,6.66952019822397e-05,0.240648795858161,9.84082351090688,0.814766554431151,-0.000132882516997749,0.000164982757090835,0.240648795858161,0.00454431067381916,NA,1,"diet"
"Anaeroplasma","ran_pars","cohort","sd__(Intercept)",6.02402923836212e-05,NA,NA,NA,NA,NA,NA,NA,0.00454431067381916,NA,NA,"diet"
"Anaeroplasma","ran_pars","Residual","sd__Observation",0.000123258702108156,NA,NA,NA,NA,NA,NA,NA,0.00454431067381916,NA,NA,"diet"
"Coprococcus","fixed",NA,"dietHFHS",-4.05594172559292e-06,5.97000041354731e-05,-0.0679387176655642,11.9999999998142,0.946953318604658,-0.000134131076667372,0.000126019193216186,-0.0679387176655642,0.000354925472262657,NA,0.946953318604658,"diet"
"Coprococcus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000354925472262657,NA,NA,"diet"
"Coprococcus","ran_pars","Residual","sd__Observation",0.000111688480731964,NA,NA,NA,NA,NA,NA,NA,0.000354925472262657,NA,NA,"diet"
"Atopostipes","fixed",NA,"dietHFHS",-4.11167303975988e-05,4.11167303975988e-05,-1,11.9999999994723,0.337049057954434,-0.000130702390102293,4.8468929307095e-05,-1,0.0714285714285714,NA,0.365433525411888,"diet"
"Atopostipes","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,NA,NA,"diet"
"Atopostipes","ran_pars","Residual","sd__Observation",7.69223590060841e-05,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,NA,NA,"diet"
"Lachnospiraceae UCG-010","fixed",NA,"dietHFHS",-2.3021919683444e-05,2.24674146221066e-05,-1.02468041252916,7.74676825245968,0.336442818420704,-7.51281502411436e-05,2.90843108742556e-05,-1.02468041252916,0.0104830680576135,0.881406444210362,0.410736185457797,"diet"
"Lachnospiraceae UCG-010","ran_pars","cohort","sd__(Intercept)",0.000108880385927001,NA,NA,NA,NA,NA,NA,NA,0.0104830680576135,0.881406444210362,NA,"diet"
"Lachnospiraceae UCG-010","ran_pars","Residual","sd__Observation",4.01781765853774e-05,NA,NA,NA,NA,NA,NA,NA,0.0104830680576135,0.881406444210362,NA,"diet"
"Sporosarcina","fixed",NA,"dietHFHS",-3.52429117693704e-05,3.52429117693704e-05,-1,11.9999999998657,0.337049057953801,-0.0001120306200874,4.15447965486593e-05,-1,0.0714285714285714,NA,0.365433525410257,"diet"
"Sporosarcina","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,NA,NA,"diet"
"Sporosarcina","ran_pars","Residual","sd__Observation",6.59334505766435e-05,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,NA,NA,"diet"
"Fournierella","fixed",NA,"dietHFHS",-3.31134965092856e-05,3.31134965092856e-05,-1,12.0000000001187,0.337049057953394,-0.000105261607538779,3.90346145202077e-05,-1,0.0714285714285714,NA,0.365433525409208,"diet"
"Fournierella","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,NA,NA,"diet"
"Fournierella","ran_pars","Residual","sd__Observation",6.19496794079408e-05,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,NA,NA,"diet"
"Monoglobus","fixed",NA,"dietHFHS",1.75032257017667e-06,3.03795050531493e-05,0.0576152431421928,11.9999999999439,0.955003386262208,-6.44409327985997e-05,6.7941577938953e-05,0.0576152431421928,0.000255282217605098,NA,0.955003386262208,"diet"
"Monoglobus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000255282217605098,NA,NA,"diet"
"Monoglobus","ran_pars","Residual","sd__Observation",5.68348497443261e-05,NA,NA,NA,NA,NA,NA,NA,0.000255282217605098,NA,NA,"diet"
"[Eubacterium] oxidoreducens group","fixed",NA,"dietHFHS",-1.10378321697619e-05,1.10378321697619e-05,-1,11.9999999995682,0.337049057954279,-3.50872025130486e-05,1.30115381735249e-05,-1,0.0714285714285715,NA,0.36543352541149,"diet"
"[Eubacterium] oxidoreducens group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0714285714285715,NA,NA,"diet"
"[Eubacterium] oxidoreducens group","ran_pars","Residual","sd__Observation",2.06498931359802e-05,NA,NA,NA,NA,NA,NA,NA,0.0714285714285715,NA,NA,"diet"
"Bacteroides","fixed",NA,"treatmentFOS+GOS",0.19971723694234,0.0707441751406449,2.82309089822994,14.9048470000619,0.0129089189090342,0.048845711219,0.350588762665679,2.82309089822994,0.312099191632453,0.507263065939185,0.0387267567271027,"treatment"
"Bacteroides","fixed",NA,"treatmentB. longum APC1472",-0.0246273673876326,0.0704424779206328,-0.349609612191385,15.1257999035483,0.731451689417018,-0.174663266627186,0.12540853185192,-0.349609612191385,0.312099191632453,0.507263065939185,0.731451689417018,"treatment"
"Bacteroides","ran_pars","cohort","sd__(Intercept)",0.0814004978822151,NA,NA,NA,NA,NA,NA,NA,0.312099191632453,0.507263065939185,NA,"treatment"
"Bacteroides","ran_pars","Residual","sd__Observation",0.129340609809471,NA,NA,NA,NA,NA,NA,NA,0.312099191632453,0.507263065939185,NA,"treatment"
"Akkermansia","fixed",NA,"treatmentFOS+GOS",0.0622846130817533,0.0491339529411083,1.26764913778477,17.9999999996109,0.221077130360288,-0.0409419915765469,0.165511217740054,1.26764913778477,0.215019048423976,NA,0.24055762594722,"treatment"
"Akkermansia","fixed",NA,"treatmentB. longum APC1472",0.114865512565676,0.0491339529411083,2.33780320307942,17.99999999961,0.0311446575864605,0.0116389079073755,0.218092117223977,2.33780320307942,0.215019048423976,NA,0.0934339727593814,"treatment"
"Akkermansia","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.215019048423976,NA,NA,"treatment"
"Akkermansia","ran_pars","Residual","sd__Observation",0.0919212089817505,NA,NA,NA,NA,NA,NA,NA,0.215019048423976,NA,NA,"treatment"
"Bifidobacterium","fixed",NA,"treatmentFOS+GOS",0.0950007773034246,0.0217224474126682,4.37339198013303,17.9999999998188,0.000366411662476555,0.0493636087661401,0.140637945840709,4.37339198013303,0.55585851555088,NA,0.00109923498742967,"treatment"
"Bifidobacterium","fixed",NA,"treatmentB. longum APC1472",0.00178971265456745,0.0217224474126682,0.0823900097704328,17.9999999999377,0.935245864602487,-0.0438474558826955,0.0474268811918303,0.0823900097704328,0.55585851555088,NA,1,"treatment"
"Bifidobacterium","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.55585851555088,NA,NA,"treatment"
"Bifidobacterium","ran_pars","Residual","sd__Observation",0.0406389779102093,NA,NA,NA,NA,NA,NA,NA,0.55585851555088,NA,NA,"treatment"
"Ligilactobacillus","fixed",NA,"treatmentFOS+GOS",-0.0421188231138267,0.022282405021623,-1.89022787589375,15.7351581542546,0.0772914121519383,-0.089420109849412,0.00518246362175861,-1.89022787589375,0.147956346644835,0.218100300144394,0.154582824303877,"treatment"
"Ligilactobacillus","fixed",NA,"treatmentB. longum APC1472",-0.0282909512832764,0.0221986786672364,-1.2744430291264,15.3681046478067,0.221440675733577,-0.0755077968617939,0.0189258942952411,-1.2744430291264,0.147956346644835,0.218100300144394,0.221440675733577,"treatment"
"Ligilactobacillus","ran_pars","cohort","sd__(Intercept)",0.0123678748347136,NA,NA,NA,NA,NA,NA,NA,0.147956346644835,0.218100300144394,NA,"treatment"
"Ligilactobacillus","ran_pars","Residual","sd__Observation",0.0412929095180725,NA,NA,NA,NA,NA,NA,NA,0.147956346644835,0.218100300144394,NA,"treatment"
"Romboutsia","fixed",NA,"treatmentFOS+GOS",-0.0442650169112311,0.0191884217388792,-2.30686074725688,15.4394241582582,0.0353026941343425,-0.0850630184582109,-0.00346701536425125,-2.30686074725688,0.376482301498551,0.536210126840286,0.070605388268685,"treatment"
"Romboutsia","fixed",NA,"treatmentB. longum APC1472",0.031009765859699,0.0191005371638848,1.62350229177492,15.5865735966922,0.124529852737061,-0.00956902767012938,0.0715885593895273,1.62350229177492,0.376482301498551,0.536210126840286,0.124529852737061,"treatment"
"Romboutsia","ran_pars","cohort","sd__(Intercept)",0.0206167152332944,NA,NA,NA,NA,NA,NA,NA,0.376482301498551,0.536210126840286,NA,"treatment"
"Romboutsia","ran_pars","Residual","sd__Observation",0.03513094350152,NA,NA,NA,NA,NA,NA,NA,0.376482301498551,0.536210126840286,NA,"treatment"
"Faecalibaculum","fixed",NA,"treatmentFOS+GOS",-0.0175084744498579,0.016382081321141,-1.06875763260089,17.9999999995015,0.299302865615261,-0.0519259501625325,0.0169090012628166,-1.06875763260089,0.111641967614865,NA,0.598605731230521,"treatment"
"Faecalibaculum","fixed",NA,"treatmentB. longum APC1472",0.00785885594332088,0.016382081321141,0.479722679265366,17.9999999995015,0.637201911019014,-0.0265586197693537,0.0422763316559954,0.479722679265366,0.111641967614865,NA,0.637201911019014,"treatment"
"Faecalibaculum","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.111641967614865,NA,NA,"treatment"
"Faecalibaculum","ran_pars","Residual","sd__Observation",0.0306480677929894,NA,NA,NA,NA,NA,NA,NA,0.111641967614865,NA,NA,"treatment"
"Colidextribacter","fixed",NA,"treatmentFOS+GOS",-0.0414169545170353,0.00939065494973412,-4.41044365262382,15.76850241036,0.0004521857228396,-0.0613480328466018,-0.0214858761874689,-4.41044365262382,0.548977839606737,0.642992155905612,0.000904371445679199,"treatment"
"Colidextribacter","fixed",NA,"treatmentB. longum APC1472",0.00521402230087401,0.00934456211840952,0.557973956917893,15.8165551436004,0.584674383817082,-0.0146142538522006,0.0250422984539486,0.557973956917893,0.548977839606737,0.642992155905612,0.584674383817082,"treatment"
"Colidextribacter","ran_pars","cohort","sd__(Intercept)",0.00884646303431449,NA,NA,NA,NA,NA,NA,NA,0.548977839606737,0.642992155905612,NA,"treatment"
"Colidextribacter","ran_pars","Residual","sd__Observation",0.0172389793841731,NA,NA,NA,NA,NA,NA,NA,0.548977839606737,0.642992155905612,NA,"treatment"
"Lactobacillus","fixed",NA,"treatmentFOS+GOS",0.0244433822816195,0.0107765257225222,2.26820618360652,17.9999999994618,0.0358576989043774,0.00180274187389964,0.0470840226893394,2.26820618360652,0.251937104699682,NA,0.107573096713132,"treatment"
"Lactobacillus","fixed",NA,"treatmentB. longum APC1472",0.000449993234991788,0.0107765257225222,0.0417568005290734,17.9999999994618,0.967152274668107,-0.0221906471727281,0.0230906336427117,0.0417568005290734,0.251937104699682,NA,1,"treatment"
"Lactobacillus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.251937104699682,NA,NA,"treatment"
"Lactobacillus","ran_pars","Residual","sd__Observation",0.0201610335367173,NA,NA,NA,NA,NA,NA,NA,0.251937104699682,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","fixed",NA,"treatmentFOS+GOS",0.00618831539965299,0.0154697185803107,0.400027664855471,17.999999999544,0.693843552637571,-0.0263123573221071,0.0386889881214131,0.400027664855471,0.0230280981999209,NA,1,"treatment"
"Coriobacteriaceae UCG-002","fixed",NA,"treatmentB. longum APC1472",-0.00438184314184748,0.0154697185803107,-0.283252931790533,17.9999999995633,0.780214909146458,-0.0368825158636051,0.0281188295799101,-0.283252931790533,0.0230280981999209,NA,1,"treatment"
"Coriobacteriaceae UCG-002","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0230280981999209,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","ran_pars","Residual","sd__Observation",0.0289411933986668,NA,NA,NA,NA,NA,NA,NA,0.0230280981999209,NA,NA,"treatment"
"Rikenellaceae RC9 gut group","fixed",NA,"treatmentFOS+GOS",-0.0320106980815314,0.00815129863299816,-3.92706727145848,12.042377954769,0.00199623264151344,-0.0497639228578573,-0.0142574733052054,-3.92706727145848,0.301097202600068,0.633374129240015,0.00598869792454031,"treatment"
"Rikenellaceae RC9 gut group","fixed",NA,"treatmentB. longum APC1472",-0.0172053686627159,0.00814843047898531,-2.1114948095941,12.6430281353027,0.0552421283380036,-0.034859641050506,0.000448903725074275,-2.1114948095941,0.301097202600068,0.633374129240015,0.0552421283380036,"treatment"
"Rikenellaceae RC9 gut group","ran_pars","cohort","sd__(Intercept)",0.0140804784820683,NA,NA,NA,NA,NA,NA,NA,0.301097202600068,0.633374129240015,NA,"treatment"
"Rikenellaceae RC9 gut group","ran_pars","Residual","sd__Observation",0.0147903644138718,NA,NA,NA,NA,NA,NA,NA,0.301097202600068,0.633374129240015,NA,"treatment"
"Staphylococcus","fixed",NA,"treatmentFOS+GOS",-0.0129644725115781,0.00905873383814563,-1.43115723932474,18.0000000003348,0.169518716007627,-0.0319961660887902,0.00606722106563396,-1.43115723932474,0.106798567483586,NA,0.339037432015253,"treatment"
"Staphylococcus","fixed",NA,"treatmentB. longum APC1472",-0.0110778459464031,0.00905873383814563,-1.22289120580573,18.0000000004784,0.237141069303037,-0.0301095395236043,0.00795384763079807,-1.22289120580573,0.106798567483586,NA,0.339037432015253,"treatment"
"Staphylococcus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.106798567483586,NA,NA,"treatment"
"Staphylococcus","ran_pars","Residual","sd__Observation",0.0169473391901583,NA,NA,NA,NA,NA,NA,NA,0.106798567483586,NA,NA,"treatment"
"Lachnoclostridium","fixed",NA,"treatmentFOS+GOS",-0.0110993872357313,0.00961140786237573,-1.15481388311283,15.2226334156793,0.265973384089789,-0.031559553479562,0.00936077900809954,-1.15481388311283,0.0555431343081538,0.254429559593643,0.531946768179578,"treatment"
"Lachnoclostridium","fixed",NA,"treatmentB. longum APC1472",-0.00290894442186772,0.00956430797144016,-0.304145833713644,15.2855766750045,0.765118069472886,-0.023261662282985,0.0174437734392496,-0.304145833713644,0.0555431343081538,0.254429559593643,0.765118069472886,"treatment"
"Lachnoclostridium","ran_pars","cohort","sd__(Intercept)",0.00911182317487748,NA,NA,NA,NA,NA,NA,NA,0.0555431343081538,0.254429559593643,NA,"treatment"
"Lachnoclostridium","ran_pars","Residual","sd__Observation",0.0176419689269463,NA,NA,NA,NA,NA,NA,NA,0.0555431343081538,0.254429559593643,NA,"treatment"
"Lachnospiraceae NK4A136 group","fixed",NA,"treatmentFOS+GOS",-0.0189020179119818,0.0076637619244501,-2.46641507112554,15.7056638541216,0.0255660830814059,-0.0351732477609732,-0.00263078806299047,-2.46641507112554,0.222080115061244,0.312224036801094,0.0511321661628118,"treatment"
"Lachnospiraceae NK4A136 group","fixed",NA,"treatmentB. longum APC1472",-0.0125363603381374,0.00762968374396466,-1.64310353598261,15.4868908778716,0.120505650907004,-0.0287542293486685,0.00368150867239365,-1.64310353598261,0.222080115061244,0.312224036801094,0.120505650907004,"treatment"
"Lachnospiraceae NK4A136 group","ran_pars","cohort","sd__(Intercept)",0.00512649849777143,NA,NA,NA,NA,NA,NA,NA,0.222080115061244,0.312224036801094,NA,"treatment"
"Lachnospiraceae NK4A136 group","ran_pars","Residual","sd__Observation",0.0141604191008041,NA,NA,NA,NA,NA,NA,NA,0.222080115061244,0.312224036801094,NA,"treatment"
"Mucispirillum","fixed",NA,"treatmentFOS+GOS",-0.0159343893354302,0.00808237828691739,-1.97149759263589,15.7711049643763,0.0664726874006993,-0.0330884985160219,0.00121971984516137,-1.97149759263589,0.160422285775005,0.231011068596923,0.132945374801399,"treatment"
"Mucispirillum","fixed",NA,"treatmentB. longum APC1472",-0.0111419190204518,0.00805164356358324,-1.38380678832401,15.4177290457641,0.186125148960792,-0.0282631813061,0.00597934326519641,-1.38380678832401,0.160422285775005,0.231011068596923,0.186125148960792,"treatment"
"Mucispirillum","ran_pars","cohort","sd__(Intercept)",0.00453721274426099,NA,NA,NA,NA,NA,NA,NA,0.160422285775005,0.231011068596923,NA,"treatment"
