"family","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Anaerovoracaceae","ran_pars","cohort","sd__(Intercept)",0.000244557912628602,NA,NA,NA,NA,NA,NA,0.564525327190797,0.655847621471328,NA
"Anaerovoracaceae","ran_pars","Residual","sd__Observation",0.000474754073501796,NA,NA,NA,NA,NA,NA,0.564525327190797,0.655847621471328,NA
"Saccharimonadaceae","fixed",NA,"dietHFHS",-0.000480918900873387,0.000218944640064954,-2.19653196685113,23.9999999998975,0.0379532791978448,-0.000932798428579712,-2.90393731670606e-05,0.231949257465619,NA,0.113859837593534
"Saccharimonadaceae","fixed",NA,"treatmentFOS+GOS",0.000143777511127037,0.000218944640064954,0.656684315653415,23.9999999998975,0.517631744463938,-0.000308102016579289,0.000595657038833363,0.231949257465619,NA,1
"Saccharimonadaceae","fixed",NA,"treatmentB. longum APC1472",-0.000104952190752649,0.000218944640064954,-0.4793549215067,23.9999999999279,0.636025303616118,-0.000556831718458944,0.000346927336953647,0.231949257465619,NA,1
"Saccharimonadaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.231949257465619,NA,NA
"Saccharimonadaceae","ran_pars","Residual","sd__Observation",0.000409607914896798,NA,NA,NA,NA,NA,NA,0.231949257465619,NA,NA
"Moraxellaceae","fixed",NA,"dietHFHS",-1.52820108598189e-06,0.000121206132847386,-0.0126082818590218,20.8713217288351,0.990060058018629,-0.000253684811865816,0.000250628409693852,0.110357075282886,NA,1
"Moraxellaceae","fixed",NA,"treatmentFOS+GOS",-9.574823147086e-06,0.000121562481167063,-0.0787646242094,21.3335869212106,0.937953978025897,-0.000262137360406102,0.00024298771411193,0.110357075282886,NA,1
"Moraxellaceae","fixed",NA,"treatmentB. longum APC1472",0.000177402941665471,0.000121247034708612,1.46315282754597,21.0442191667859,0.158202230870494,-7.47118133585002e-05,0.000429517696689442,0.110357075282886,NA,0.632808923481976
"Moraxellaceae","ran_pars","cohort","sd__(Intercept)",5.95854210799333e-05,NA,NA,NA,NA,NA,NA,0.110357075282886,NA,NA
"Moraxellaceae","ran_pars","Residual","sd__Observation",0.000225802689813197,NA,NA,NA,NA,NA,NA,0.110357075282886,NA,NA
"Streptococcaceae","fixed",NA,"dietHFHS",-9.74693196038529e-06,0.000130797450749636,-0.0745192808003743,24.0000000000157,0.941214852010957,-0.000279699602427163,0.000260205738506392,0.143760017905781,NA,1
"Streptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.00019793884903903,0.000130797450749636,-1.51332344709005,24.0000000000157,0.143256094378647,-0.000467891519505808,7.20138214277475e-05,0.143760017905781,NA,0.429768283135942
"Streptococcaceae","fixed",NA,"treatmentB. longum APC1472",6.00573858551577e-05,0.000130797450749636,0.459163275055838,24.0000000000157,0.650248640401912,-0.00020989528461162,0.000330010056321936,0.143760017905781,NA,1
"Streptococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.143760017905781,NA,NA
"Streptococcaceae","ran_pars","Residual","sd__Observation",0.000244699623884289,NA,NA,NA,NA,NA,NA,0.143760017905781,NA,NA
"[Clostridium] methylpentosum group","fixed",NA,"dietHFHS",-8.22334607951976e-05,5.81478377687223e-05,-1.4142135623731,23.9999999999314,0.170141553273738,-0.000202244699527861,3.77777779374662e-05,0.1,NA,0.510424659821215
"[Clostridium] methylpentosum group","fixed",NA,"treatmentFOS+GOS",2.32329036961179e-20,5.81478377687223e-05,3.99548884148104e-16,23.9999999999314,1,-0.000120011238732664,0.000120011238732664,0.1,NA,1
"[Clostridium] methylpentosum group","fixed",NA,"treatmentB. longum APC1472",2.32329036961179e-20,5.81478377687223e-05,3.99548884148104e-16,23.9999999999028,1,-0.000120011238732671,0.000120011238732671,0.1,NA,1
"[Clostridium] methylpentosum group","ran_pars","cohort","sd__(Intercept)",2.9979499365735e-13,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"[Clostridium] methylpentosum group","ran_pars","Residual","sd__Observation",0.000108784643356136,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Acholeplasmataceae","fixed",NA,"dietHFHS",1.64354800096917e-05,4.94794059888562e-05,0.332168094608761,21.7763711343116,0.742938407811229,-8.62396592003648e-05,0.000119110619219748,0.0723263389548962,NA,0.941887566184976
"Acholeplasmataceae","fixed",NA,"treatmentFOS+GOS",-5.37667741587527e-05,4.96603147324007e-05,-1.08269096658932,21.9792009547312,0.290681111941568,-0.000156761614339146,4.92280660216408e-05,0.0723263389548962,NA,0.941887566184976
"Acholeplasmataceae","fixed",NA,"treatmentB. longum APC1472",-6.04011592321424e-05,4.95168533290321e-05,-1.21981012870074,21.966934192546,0.235471891546244,-0.000163101790764949,4.22994723006641e-05,0.0723263389548962,NA,0.941887566184976
"Acholeplasmataceae","ran_pars","cohort","sd__(Intercept)",3.08114810901594e-05,NA,NA,NA,NA,NA,NA,0.0723263389548962,NA,NA
"Acholeplasmataceae","ran_pars","Residual","sd__Observation",9.19937957023703e-05,NA,NA,NA,NA,NA,NA,0.0723263389548962,NA,NA
"Mitochondria","fixed",NA,"dietHFHS",3.70695411853765e-05,5.5387777403354e-05,0.669272950156901,20.5204741036498,0.510781944640575,-7.82797630319578e-05,0.000152418845402711,0.166745121624307,NA,1
"Mitochondria","fixed",NA,"treatmentFOS+GOS",-9.44648823297664e-05,5.56198838684355e-05,-1.69840128672717,20.5333078726301,0.104535903038688,-0.000210293049253083,2.13632845935498e-05,0.166745121624307,NA,0.418143612154753
"Mitochondria","fixed",NA,"treatmentB. longum APC1472",2.53402885037313e-05,5.5507860217414e-05,0.456517120358776,20.9777769120944,0.652709682234243,-9.01020726142811e-05,0.000140782649621744,0.166745121624307,NA,1
"Mitochondria","ran_pars","cohort","sd__(Intercept)",4.85025947851748e-05,NA,NA,NA,NA,NA,NA,0.166745121624307,NA,NA
"Mitochondria","ran_pars","Residual","sd__Observation",0.000102570735179001,NA,NA,NA,NA,NA,NA,0.166745121624307,NA,NA
"Carnobacteriaceae","fixed",NA,"dietHFHS",-4.11167303975988e-05,2.90739188843611e-05,-1.4142135623731,23.9999999996793,0.170141553273872,-0.000101122349763964,1.88888889687665e-05,0.1,NA,0.510424659821615
"Carnobacteriaceae","fixed",NA,"treatmentFOS+GOS",1.1616451848059e-20,2.90739188843611e-05,3.99548884148104e-16,23.9999999996793,1,-6.00056193663653e-05,6.00056193663653e-05,0.1,NA,1
"Carnobacteriaceae","fixed",NA,"treatmentB. longum APC1472",1.1616451848059e-20,2.90739188843611e-05,3.99548884148104e-16,23.9999999996506,1,-6.00056193663691e-05,6.00056193663691e-05,0.1,NA,1
"Carnobacteriaceae","ran_pars","cohort","sd__(Intercept)",1.5228592704269e-13,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Carnobacteriaceae","ran_pars","Residual","sd__Observation",5.43923216780681e-05,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Caldicoprobacteraceae","fixed",NA,"dietHFHS",4.43610582504499e-21,2.75215928659604e-05,1.61186376335496e-16,23.9999999993087,1,-5.68017759298544e-05,5.68017759298544e-05,0.0999999999999999,NA,1
"Caldicoprobacteraceae","fixed",NA,"treatmentFOS+GOS",3.89214098891518e-05,2.75215928659604e-05,1.41421356237309,23.9999999993087,0.170141553274068,-1.78803660407026e-05,9.57231858190062e-05,0.0999999999999999,NA,0.680566213096273
"Caldicoprobacteraceae","fixed",NA,"treatmentB. longum APC1472",-7.74430123203932e-21,2.75215928659604e-05,-2.81390007829733e-16,23.9999999993087,1,-5.68017759298544e-05,5.68017759298544e-05,0.0999999999999999,NA,1
"Caldicoprobacteraceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0999999999999999,NA,NA
"Caldicoprobacteraceae","ran_pars","Residual","sd__Observation",5.14881856213529e-05,NA,NA,NA,NA,NA,NA,0.0999999999999999,NA,NA
"Planococcaceae","fixed",NA,"dietHFHS",-3.52429117693704e-05,2.4920501900881e-05,-1.4142135623731,23.9999999993453,0.170141553274049,-8.66762997977213e-05,1.61904762589806e-05,0.1,NA,0.510424659822146
"Planococcaceae","fixed",NA,"treatmentFOS+GOS",5.80822592402949e-21,2.4920501900881e-05,2.33070182419727e-16,23.9999999993453,1,-5.1433388028351e-05,5.1433388028351e-05,0.1,NA,1
"Planococcaceae","fixed",NA,"treatmentB. longum APC1472",5.80822592402949e-21,2.4920501900881e-05,2.33070182419727e-16,23.9999999993074,1,-5.14333880283553e-05,5.14333880283553e-05,0.1,NA,1
"Planococcaceae","ran_pars","cohort","sd__(Intercept)",1.30400536722035e-13,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Planococcaceae","ran_pars","Residual","sd__Observation",4.66219900097727e-05,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Monoglobaceae","fixed",NA,"dietHFHS",1.75032257017667e-06,2.14815540321728e-05,0.0814802582511128,23.9999999990859,0.935735732179001,-4.25854258984489e-05,4.60860710388022e-05,0.0690720769090048,NA,0.935735732179001
"Monoglobaceae","fixed",NA,"treatmentFOS+GOS",-2.23388808220708e-05,2.14815540321728e-05,-1.03990990542928,23.9999999990859,0.308745318567934,-6.66746292906964e-05,2.19968676465548e-05,0.0690720769090048,NA,0.926235955703603
"Monoglobaceae","fixed",NA,"treatmentB. longum APC1472",-2.23388808220708e-05,2.14815540321728e-05,-1.03990990542928,23.9999999992413,0.308745318567868,-6.66746292906812e-05,2.19968676465396e-05,0.0690720769090048,NA,0.926235955703603
"Monoglobaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0690720769090048,NA,NA
"Monoglobaceae","ran_pars","Residual","sd__Observation",4.01883076619315e-05,NA,NA,NA,NA,NA,NA,0.0690720769090048,NA,NA
"Defluviitaleaceae","fixed",NA,"dietHFHS",0,1.37543322266019e-05,0,23.9999999995345,1,-2.83875464986668e-05,2.83875464986668e-05,0.1,NA,1
"Defluviitaleaceae","fixed",NA,"treatmentFOS+GOS",-4.70520076642569e-21,1.37543322266019e-05,-3.4208863715866e-16,23.9999999995345,1,-2.83875464986668e-05,2.83875464986668e-05,0.1,NA,1
"Defluviitaleaceae","fixed",NA,"treatmentB. longum APC1472",1.94515631762457e-05,1.37543322266019e-05,1.4142135623731,23.9999999995646,0.170141553273932,-8.93598332241918e-06,4.78391096749107e-05,0.1,NA,0.68056621309573
"Defluviitaleaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Defluviitaleaceae","ran_pars","Residual","sd__Observation",2.5731999387904e-05,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"Xanthomonadaceae","fixed",NA,"dietHFHS",-1.05393178343738e-07,8.35904364464706e-06,-0.0126082818590413,329.570964614959,0.989947941895206,-1.65492043702059e-05,1.63384180135184e-05,0.110357075282902,NA,1
"Xanthomonadaceae","fixed",NA,"treatmentFOS+GOS",-6.60332630834475e-07,8.38361939083169e-06,-0.0787646242095167,329.570964614661,0.937267643180475,-1.71524889381595e-05,1.58318236764905e-05,0.110357075282902,NA,1
"Xanthomonadaceae","fixed",NA,"treatmentB. longum APC1472",1.22346856321016e-05,8.36186446266264e-06,1.46315282754605,329.570964614849,0.144378590786606,-4.21467463939534e-06,2.86840459035986e-05,0.110357075282902,NA,0.577514363146425
"Xanthomonadaceae","ran_pars","cohort","sd__(Intercept)",4.10933938482662e-06,NA,NA,NA,NA,NA,NA,0.110357075282902,NA,NA
"Xanthomonadaceae","ran_pars","Residual","sd__Observation",1.55725992974613e-05,NA,NA,NA,NA,NA,NA,0.110357075282902,NA,NA
