"order","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00787874012732252,NA,NA,NA,NA,NA,NA,NA,0.0639984235823794,0.581541045445019,NA,"diet"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00764783594763526,NA,NA,NA,NA,NA,NA,NA,0.0639984235823794,0.581541045445019,NA,"diet"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","Residual","sd__Observation",0.00987329445531813,NA,NA,NA,NA,NA,NA,NA,0.0639984235823794,0.581541045445019,NA,"diet"
"Coriobacteriales","Male","week 5","fixed",NA,"dietHFHS",0.00827303604583263,0.00441165725401238,1.87526717727411,6.4435763482787,0.106507081876825,-0.00234429836973509,0.0188903704614003,1.87526717727411,0.132949928283029,0.169162370651165,0.21301416375365,"diet"
"Coriobacteriales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00119886008167908,NA,NA,NA,NA,NA,NA,NA,0.132949928283029,0.169162370651165,NA,"diet"
"Coriobacteriales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0018509305126132,NA,NA,NA,NA,NA,NA,NA,0.132949928283029,0.169162370651165,NA,"diet"
"Coriobacteriales","Male","week 5","ran_pars","Residual","sd__Observation",0.0105630819466373,NA,NA,NA,NA,NA,NA,NA,0.132949928283029,0.169162370651165,NA,"diet"
"Desulfovibrionales","Male","week 10","fixed",NA,"dietHFHS",0.0055488265596795,0.00446470535188421,1.24282032572155,21.9999999999978,0.227017701280182,-0.00371040562572019,0.0148080587450792,1.24282032572155,0.0629304292342624,NA,0.227017701280182,"diet"
"Desulfovibrionales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0629304292342624,NA,NA,"diet"
"Desulfovibrionales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0629304292342624,NA,NA,"diet"
"Desulfovibrionales","Male","week 10","ran_pars","Residual","sd__Observation",0.0109362499639895,NA,NA,NA,NA,NA,NA,NA,0.0629304292342624,NA,NA,"diet"
"Desulfovibrionales","Female","week 5","fixed",NA,"dietHFHS",0.0090960879079943,0.00493663428160108,1.8425687197238,6.79641580975194,0.109204042090884,-0.00264845690049316,0.0208406327164818,1.8425687197238,0.193713964781731,NA,0.109204042090884,"diet"
"Desulfovibrionales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00454788701724327,NA,NA,NA,NA,NA,NA,NA,0.193713964781731,NA,NA,"diet"
"Desulfovibrionales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.193713964781731,NA,NA,"diet"
"Desulfovibrionales","Female","week 5","ran_pars","Residual","sd__Observation",0.00947830020708348,NA,NA,NA,NA,NA,NA,NA,0.193713964781731,NA,NA,"diet"
"Clostridiales","Female","week 5","fixed",NA,"dietHFHS",0.0111936086500782,0.0035376606580683,3.1641272954061,21.5378097879351,0.00457691263874179,0.00384781042344206,0.0185394068767144,3.1641272954061,0.363427439026659,NA,0.00915382527748358,"diet"
"Clostridiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.363427439026659,NA,NA,"diet"
"Clostridiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00456274827690771,NA,NA,NA,NA,NA,NA,NA,0.363427439026659,NA,NA,"diet"
"Clostridiales","Female","week 5","ran_pars","Residual","sd__Observation",0.00756653293438499,NA,NA,NA,NA,NA,NA,NA,0.363427439026659,NA,NA,"diet"
"Deferribacterales","Male","week 10","fixed",NA,"dietHFHS",-0.00220330175594285,0.00312078203071603,-0.706009498342737,19.4706494809823,0.488544616048735,-0.00872450358943435,0.00431790007754865,-0.706009498342737,0.0243570039996675,NA,0.488544616048735,"diet"
"Deferribacterales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",4.87671118048265e-10,NA,NA,NA,NA,NA,NA,NA,0.0243570039996675,NA,NA,"diet"
"Deferribacterales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00900616205717476,NA,NA,NA,NA,NA,NA,NA,0.0243570039996675,NA,NA,"diet"
"Deferribacterales","Male","week 10","ran_pars","Residual","sd__Observation",0.0071222828930145,NA,NA,NA,NA,NA,NA,NA,0.0243570039996675,NA,NA,"diet"
"Desulfovibrionales","Male","week 5","fixed",NA,"dietHFHS",0.00339685190605543,0.00392912031180971,0.86453242366887,10.0366736503194,0.407483112941564,-0.00535343957843909,0.01214714339055,0.86453242366887,0.0411917876895431,NA,0.407483112941564,"diet"
"Desulfovibrionales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00321352620653023,NA,NA,NA,NA,NA,NA,NA,0.0411917876895431,NA,NA,"diet"
"Desulfovibrionales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0411917876895431,NA,NA,"diet"
"Desulfovibrionales","Male","week 5","ran_pars","Residual","sd__Observation",0.00837045127607347,NA,NA,NA,NA,NA,NA,NA,0.0411917876895431,NA,NA,"diet"
"Coriobacteriales","Female","week 10","fixed",NA,"dietHFHS",0.00339337411286027,0.00294270311707839,1.15314864525964,5.58617952766098,0.295792105919495,-0.00393845938659203,0.0107252076123126,1.15314864525964,0.0886701381454324,0.835245443704434,0.484715316571601,"diet"
"Coriobacteriales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00389909141541754,NA,NA,NA,NA,NA,NA,NA,0.0886701381454324,0.835245443704434,NA,"diet"
"Coriobacteriales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00317633183087432,NA,NA,NA,NA,NA,NA,NA,0.0886701381454324,0.835245443704434,NA,"diet"
"Coriobacteriales","Female","week 10","ran_pars","Residual","sd__Observation",0.00236250901275185,NA,NA,NA,NA,NA,NA,NA,0.0886701381454324,0.835245443704434,NA,"diet"
"Burkholderiales","Male","week 5","fixed",NA,"dietHFHS",7.87083398908724e-05,0.002293172062737,0.0343229106833486,9.87662647722687,0.973303406410578,-0.00503946206602681,0.00519687874580856,0.0343229106833486,0.00010538281065475,NA,0.973303406410578,"diet"
"Burkholderiales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00276736002415443,NA,NA,NA,NA,NA,NA,NA,0.00010538281065475,NA,NA,"diet"
"Burkholderiales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00010538281065475,NA,NA,"diet"
"Burkholderiales","Male","week 5","ran_pars","Residual","sd__Observation",0.00391583772529043,NA,NA,NA,NA,NA,NA,NA,0.00010538281065475,NA,NA,"diet"
"Burkholderiales","Female","week 10","fixed",NA,"dietHFHS",-0.000668492161463671,0.00251477961756567,-0.265825345805363,6.39086362179455,0.798742878018072,-0.00673185074254757,0.00539486641962022,-0.265825345805363,0.00508980541325628,0.990854435009118,0.798742878018072,"diet"
"Burkholderiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00354571915907112,NA,NA,NA,NA,NA,NA,NA,0.00508980541325628,0.990854435009118,NA,"diet"
"Burkholderiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00316322820569477,NA,NA,NA,NA,NA,NA,NA,0.00508980541325628,0.990854435009118,NA,"diet"
"Burkholderiales","Female","week 10","ran_pars","Residual","sd__Observation",0.000457680813739669,NA,NA,NA,NA,NA,NA,NA,0.00508980541325628,0.990854435009118,NA,"diet"
"Clostridiales","Male","week 5","fixed",NA,"dietHFHS",0.00255815255017432,0.00142446751208038,1.79586584353773,7.93047858719128,0.110575331142306,-0.000731694506305613,0.00584799960665425,1.79586584353773,0.130215678445852,0.635104361655662,0.221150662284611,"diet"
"Clostridiales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00177817873949528,NA,NA,NA,NA,NA,NA,NA,0.130215678445852,0.635104361655662,NA,"diet"
"Clostridiales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00185938923900069,NA,NA,NA,NA,NA,NA,NA,0.130215678445852,0.635104361655662,NA,"diet"
"Clostridiales","Male","week 5","ran_pars","Residual","sd__Observation",0.00218721181610149,NA,NA,NA,NA,NA,NA,NA,0.130215678445852,0.635104361655662,NA,"diet"
"Coriobacteriales","Female","week 5","fixed",NA,"dietHFHS",0.00256978067510086,0.000985322069670156,2.6080616218828,5.79554914559577,0.0415375077463704,0.000138016434867257,0.00500154491533447,2.6080616218828,0.253757858853276,NA,0.0415375077463704,"diet"
"Coriobacteriales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000520878717894199,NA,NA,NA,NA,NA,NA,NA,0.253757858853276,NA,NA,"diet"
"Coriobacteriales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.253757858853276,NA,NA,"diet"
"Coriobacteriales","Female","week 5","ran_pars","Residual","sd__Observation",0.002250805152783,NA,NA,NA,NA,NA,NA,NA,0.253757858853276,NA,NA,"diet"
"Staphylococcales","Male","week 10","fixed",NA,"dietHFHS",0.000961331834585419,0.000978275291957802,0.982680276695454,8.05627100806779,0.354351650830681,-0.00129183526851286,0.0032144989376837,0.982680276695454,0.046611387333398,NA,0.708703301661363,"diet"
"Staphylococcales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000605545925740436,NA,NA,NA,NA,NA,NA,NA,0.046611387333398,NA,NA,"diet"
"Staphylococcales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.046611387333398,NA,NA,"diet"
"Staphylococcales","Male","week 10","ran_pars","Residual","sd__Observation",0.00222061872150308,NA,NA,NA,NA,NA,NA,NA,0.046611387333398,NA,NA,"diet"
"Burkholderiales","Male","week 10","fixed",NA,"dietHFHS",-0.00169808070538284,0.00079112984915385,-2.14639949080296,8.86050653517992,0.0608596564526655,-0.00349204487201319,9.58834612475013e-05,-2.14639949080296,0.18743201329149,0.728761280350639,0.121719312905331,"diet"
"Burkholderiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00108854736986417,NA,NA,NA,NA,NA,NA,NA,0.18743201329149,0.728761280350639,NA,"diet"
"Burkholderiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000993757881425081,NA,NA,NA,NA,NA,NA,NA,0.18743201329149,0.728761280350639,NA,"diet"
"Burkholderiales","Male","week 10","ran_pars","Residual","sd__Observation",0.00104333551805468,NA,NA,NA,NA,NA,NA,NA,0.18743201329149,0.728761280350639,NA,"diet"
"Christensenellales","Female","week 5","fixed",NA,"dietHFHS",0.00179190890992816,0.000478861218726836,3.74202136203964,21.9999999995769,0.00112916723700183,0.000798811525145764,0.00278500629471055,3.74202136203964,0.37842413768395,NA,0.00225833447400366,"diet"
"Christensenellales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.37842413768395,NA,NA,"diet"
"Christensenellales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.37842413768395,NA,NA,"diet"
"Christensenellales","Female","week 5","ran_pars","Residual","sd__Observation",0.00117296564348804,NA,NA,NA,NA,NA,NA,NA,0.37842413768395,NA,NA,"diet"
"Burkholderiales","Female","week 5","fixed",NA,"dietHFHS",-0.000475403374208299,0.000652558373050414,-0.728522372620864,6.16900425020729,0.493011234479788,-0.00206161219355657,0.00111080544513997,-0.728522372620864,0.0350331098469568,0.502734048054367,0.580325437313515,"diet"
"Burkholderiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000749456301382178,NA,NA,NA,NA,NA,NA,NA,0.0350331098469568,0.502734048054367,NA,"diet"
"Burkholderiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000474793613609166,NA,NA,NA,NA,NA,NA,NA,0.0350331098469568,0.502734048054367,NA,"diet"
"Burkholderiales","Female","week 5","ran_pars","Residual","sd__Observation",0.000914805956122169,NA,NA,NA,NA,NA,NA,NA,0.0350331098469568,0.502734048054367,NA,"diet"
"Enterobacterales","Male","week 5","fixed",NA,"dietHFHS",-0.00096138548911517,0.000492499218257957,-1.95205485303253,21.7231325679903,0.06394037758004,-0.00198352164375423,6.07506655238949e-05,-1.95205485303253,0.149357035361185,NA,0.12788075516008,"diet"
"Enterobacterales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.149357035361185,NA,NA,"diet"
"Enterobacterales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000446975462043319,NA,NA,NA,NA,NA,NA,NA,0.149357035361185,NA,NA,"diet"
"Enterobacterales","Male","week 5","ran_pars","Residual","sd__Observation",0.00117184476667126,NA,NA,NA,NA,NA,NA,NA,0.149357035361185,NA,NA,"diet"
"Enterobacterales","Female","week 5","fixed",NA,"dietHFHS",-0.000125369399763947,0.000472657241286045,-0.265243793626924,20.3774800253109,0.793486397540712,-0.00111014558008895,0.000859406780561056,-0.265243793626924,0.00470887972338846,NA,0.793486397540712,"diet"
"Enterobacterales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00470887972338846,NA,NA,"diet"
"Enterobacterales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00156657924077574,NA,NA,NA,NA,NA,NA,NA,0.00470887972338846,NA,NA,"diet"
"Enterobacterales","Female","week 5","ran_pars","Residual","sd__Observation",0.000930935345237514,NA,NA,NA,NA,NA,NA,NA,0.00470887972338846,NA,NA,"diet"
"Enterobacterales","Female","week 10","fixed",NA,"dietHFHS",-0.000412137318267173,0.000875792386623449,-0.470587920792664,6.40227395973406,0.653542239943188,-0.00252290384662426,0.00169862921008991,-0.470587920792664,0.0139486760220018,0.663913454729161,0.653542239943188,"diet"
"Enterobacterales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00103392392337669,NA,NA,NA,NA,NA,NA,NA,0.0139486760220018,0.663913454729161,NA,"diet"
"Enterobacterales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00099786543564541,NA,NA,NA,NA,NA,NA,NA,0.0139486760220018,0.663913454729161,NA,"diet"
"Enterobacterales","Female","week 10","ran_pars","Residual","sd__Observation",0.00103326737669534,NA,NA,NA,NA,NA,NA,NA,0.0139486760220018,0.663913454729161,NA,"diet"
"Deferribacterales","Male","week 5","fixed",NA,"dietHFHS",0.000907437073308713,0.000464255056258878,1.95460891825529,20.848200540936,0.0641715405376541,-5.84623897097863e-05,0.00187333653632721,1.95460891825529,0.156959403790328,NA,0.128343081075308,"diet"
"Deferribacterales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.156959403790328,NA,NA,"diet"
"Deferribacterales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000849570288549309,NA,NA,NA,NA,NA,NA,NA,0.156959403790328,NA,NA,"diet"
"Deferribacterales","Male","week 5","ran_pars","Residual","sd__Observation",0.00107413483067058,NA,NA,NA,NA,NA,NA,NA,0.156959403790328,NA,NA,"diet"
"Christensenellales","Male","week 10","fixed",NA,"dietHFHS",0.000433226019418567,0.000498116593526127,0.869728142063679,9.96501227492184,0.404911437186991,-0.000677175351273464,0.0015436273901106,0.869728142063679,0.0537396626572815,NA,0.404911437186991,"diet"
"Christensenellales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000541058977083059,NA,NA,NA,NA,NA,NA,NA,0.0537396626572815,NA,NA,"diet"
"Christensenellales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0537396626572815,NA,NA,"diet"
"Christensenellales","Male","week 10","ran_pars","Residual","sd__Observation",0.000928504664943423,NA,NA,NA,NA,NA,NA,NA,0.0537396626572815,NA,NA,"diet"
"Christensenellales","Female","week 10","fixed",NA,"dietHFHS",0.000510198192456328,0.00040060115333482,1.27358143682104,7.80964420979655,0.239407046451753,-0.000417523794875436,0.00143792017978809,1.27358143682104,0.0667879406497889,NA,0.239407046451753,"diet"
"Christensenellales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",6.99926582844697e-06,NA,NA,NA,NA,NA,NA,NA,0.0667879406497889,NA,NA,"diet"
"Christensenellales","Female","week 10","ran_pars","cohort","sd__(Intercept)",9.03303732953455e-05,NA,NA,NA,NA,NA,NA,NA,0.0667879406497889,NA,NA,"diet"
"Christensenellales","Female","week 10","ran_pars","Residual","sd__Observation",0.000974073588178094,NA,NA,NA,NA,NA,NA,NA,0.0667879406497889,NA,NA,"diet"
"Peptococcales","Male","week 10","fixed",NA,"dietHFHS",0.000845734634592817,0.000436650663033427,1.9368678584328,6.25688693160789,0.0988946257414074,-0.000212167165296691,0.00190363643448232,1.9368678584328,0.158097605094811,0.315911683589277,0.0988946257414074,"diet"
"Peptococcales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000381917750385803,NA,NA,NA,NA,NA,NA,NA,0.158097605094811,0.315911683589277,NA,"diet"
"Peptococcales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000200986605756038,NA,NA,NA,NA,NA,NA,NA,0.158097605094811,0.315911683589277,NA,"diet"
"Peptococcales","Male","week 10","ran_pars","Residual","sd__Observation",0.000898543825879345,NA,NA,NA,NA,NA,NA,NA,0.158097605094811,0.315911683589277,NA,"diet"
"Clostridiales","Male","week 10","fixed",NA,"dietHFHS",0.000962100249431067,0.000449181016617115,2.14189873088775,10.089168866355,0.0576129320578334,-3.75397282643498e-05,0.00196174022712648,2.14189873088775,0.365481813563519,NA,0.115225864115667,"diet"
"Clostridiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00061620885991137,NA,NA,NA,NA,NA,NA,NA,0.365481813563519,NA,NA,"diet"
"Clostridiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",5.8523444381609e-08,NA,NA,NA,NA,NA,NA,NA,0.365481813563519,NA,NA,"diet"
"Clostridiales","Male","week 10","ran_pars","Residual","sd__Observation",0.00064747228905313,NA,NA,NA,NA,NA,NA,NA,0.365481813563519,NA,NA,"diet"
"Peptococcales","Female","week 5","fixed",NA,"dietHFHS",0.00130402971234611,0.000307537699061224,4.24022718621727,5.38586304954759,0.00692600295255364,0.000530214341475305,0.00207784508321691,4.24022718621727,0.510385816371081,NA,0.0138520059051073,"diet"
"Peptococcales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",9.69389806839308e-05,NA,NA,NA,NA,NA,NA,NA,0.510385816371081,NA,NA,"diet"
"Peptococcales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000345372447858267,NA,NA,NA,NA,NA,NA,NA,0.510385816371081,NA,NA,"diet"
"Peptococcales","Female","week 5","ran_pars","Residual","sd__Observation",0.000652344328369277,NA,NA,NA,NA,NA,NA,NA,0.510385816371081,NA,NA,"diet"
"Peptococcales","Female","week 10","fixed",NA,"dietHFHS",3.19767079904551e-05,0.000352608806154162,0.0906860731563091,21.9999999997182,0.928562658025379,-0.000699289198598996,0.000763242614579906,0.0906860731563091,0.000357435840220763,NA,0.928562658025379,"diet"
"Peptococcales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000357435840220763,NA,NA,"diet"
"Peptococcales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000357435840220763,NA,NA,"diet"
"Peptococcales","Female","week 10","ran_pars","Residual","sd__Observation",0.000863711653889642,NA,NA,NA,NA,NA,NA,NA,0.000357435840220763,NA,NA,"diet"
"Christensenellales","Male","week 5","fixed",NA,"dietHFHS",0.000289750372604163,0.000306375163917301,0.945737144288805,21.9999999995775,0.354554975041357,-0.000345632828519317,0.000925133573727642,0.945737144288805,0.0374321198432164,NA,0.354554975041357,"diet"
"Christensenellales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0374321198432164,NA,NA,"diet"
"Christensenellales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0374321198432164,NA,NA,"diet"
"Christensenellales","Male","week 5","ran_pars","Residual","sd__Observation",0.000750462821458943,NA,NA,NA,NA,NA,NA,NA,0.0374321198432164,NA,NA,"diet"
"Clostridiales","Female","week 10","fixed",NA,"dietHFHS",0.000773897178893151,0.000380098115488265,2.03604581911442,8.60334811663591,0.0736677796305386,-9.20255257446402e-05,0.00163981988353094,2.03604581911442,0.238078853088796,NA,0.147335559261077,"diet"
"Clostridiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00036757475749099,NA,NA,NA,NA,NA,NA,NA,0.238078853088796,NA,NA,"diet"
"Clostridiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.238078853088796,NA,NA,"diet"
"Clostridiales","Female","week 10","ran_pars","Residual","sd__Observation",0.000707114224267357,NA,NA,NA,NA,NA,NA,NA,0.238078853088796,NA,NA,"diet"
"Peptococcales","Male","week 5","fixed",NA,"dietHFHS",0.00101677460417995,0.000342559081105722,2.96817296712138,8.33157617497968,0.0171310492431006,0.000232270802094893,0.001801278406265,2.96817296712138,0.329744726544256,NA,0.0342620984862013,"diet"
"Peptococcales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000266755602222383,NA,NA,NA,NA,NA,NA,NA,0.329744726544256,NA,NA,"diet"
"Peptococcales","Male","week 5","ran_pars","cohort","sd__(Intercept)",2.89132676945771e-12,NA,NA,NA,NA,NA,NA,NA,0.329744726544256,NA,NA,"diet"
"Peptococcales","Male","week 5","ran_pars","Residual","sd__Observation",0.000740402008108681,NA,NA,NA,NA,NA,NA,NA,0.329744726544256,NA,NA,"diet"
"Staphylococcales","Female","week 5","fixed",NA,"dietHFHS",0.000680283562779144,0.000291700323522604,2.33213167048966,20.729903182479,0.0298653435715052,7.31779033331974e-05,0.00128738922222509,2.33213167048966,0.224809928711465,NA,0.0597306871430105,"diet"
"Staphylococcales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.224809928711465,NA,NA,"diet"
"Staphylococcales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000292855129042002,NA,NA,NA,NA,NA,NA,NA,0.224809928711465,NA,NA,"diet"
"Staphylococcales","Female","week 5","ran_pars","Residual","sd__Observation",0.000645205471356629,NA,NA,NA,NA,NA,NA,NA,0.224809928711465,NA,NA,"diet"
"Staphylococcales","Male","week 5","fixed",NA,"dietHFHS",-0.000143630112636118,0.000226152379291174,-0.63510325686732,10.0564570153012,0.539541838694575,-0.000647145826498149,0.000359885601225913,-0.63510325686732,0.130505411216604,NA,0.539541838694575,"diet"
"Staphylococcales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000365488034761002,NA,NA,NA,NA,NA,NA,NA,0.130505411216604,NA,NA,"diet"
"Staphylococcales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.130505411216604,NA,NA,"diet"
"Staphylococcales","Male","week 5","ran_pars","Residual","sd__Observation",0.000189354831246916,NA,NA,NA,NA,NA,NA,NA,0.130505411216604,NA,NA,"diet"
"Rickettsiales","Female","week 10","fixed",NA,"dietHFHS",0.000131811071388099,0.000129461226306403,1.01815095645807,21.8639768284696,0.319741096837897,-0.000136771957544467,0.000400394100320665,1.01815095645807,0.0609718419146365,NA,0.319741096837897,"diet"
"Rickettsiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0609718419146365,NA,NA,"diet"
"Rickettsiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000250081052047653,NA,NA,NA,NA,NA,NA,NA,0.0609718419146365,NA,NA,"diet"
"Rickettsiales","Female","week 10","ran_pars","Residual","sd__Observation",0.000264203305887246,NA,NA,NA,NA,NA,NA,NA,0.0609718419146365,NA,NA,"diet"
"Rickettsiales","Male","week 10","fixed",NA,"dietHFHS",4.63914207966976e-05,0.000151668605287269,0.305873590047391,8.94086399632968,0.766703004902795,-0.000297053033936113,0.000389835875529508,0.305873590047391,0.0142023172902282,NA,0.766703004902795,"diet"
"Rickettsiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000218812127841119,NA,NA,NA,NA,NA,NA,NA,0.0142023172902282,NA,NA,"diet"
"Rickettsiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",2.45375633559684e-11,NA,NA,NA,NA,NA,NA,NA,0.0142023172902282,NA,NA,"diet"
"Rickettsiales","Male","week 10","ran_pars","Residual","sd__Observation",0.000197407510539801,NA,NA,NA,NA,NA,NA,NA,0.0142023172902282,NA,NA,"diet"
"Saccharimonadales","Female","week 10","fixed",NA,"dietHFHS",-0.000127106853054452,0.000143772444596819,-0.884083548908819,7.5332743705131,0.403982861551535,-0.000462256340309937,0.000208042634201033,-0.884083548908819,0.15536463692901,NA,0.403982861551535,"diet"
"Saccharimonadales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000197863625613799,NA,NA,NA,NA,NA,NA,NA,0.15536463692901,NA,NA,"diet"
"Saccharimonadales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.15536463692901,NA,NA,"diet"
"Saccharimonadales","Female","week 10","ran_pars","Residual","sd__Observation",0.000151369792867186,NA,NA,NA,NA,NA,NA,NA,0.15536463692901,NA,NA,"diet"
"Saccharimonadales","Male","week 5","fixed",NA,"dietHFHS",1.36090231323947e-05,7.82514438488176e-05,0.173914019512374,8.30247087173209,0.866099037489001,-0.00016570121856016,0.00019291926482495,0.173914019512374,0.00134954310872002,NA,0.866099037489001,"diet"
"Saccharimonadales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",2.09835608213269e-05,NA,NA,NA,NA,NA,NA,NA,0.00134954310872002,NA,NA,"diet"
"Saccharimonadales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00134954310872002,NA,NA,"diet"
"Saccharimonadales","Male","week 5","ran_pars","Residual","sd__Observation",0.000189082802698138,NA,NA,NA,NA,NA,NA,NA,0.00134954310872002,NA,NA,"diet"
"Monoglobales","Female","week 10","fixed",NA,"dietHFHS",-3.32907135687885e-05,8.9474485312023e-05,-0.372069349744727,6.2304902404416,0.722169336858886,-0.000250278505538782,0.000183697078401205,-0.372069349744727,0.0152897407564646,NA,0.722169336858886,"diet"
"Monoglobales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",9.6440458189114e-05,NA,NA,NA,NA,NA,NA,NA,0.0152897407564646,NA,NA,"diet"
"Monoglobales","Female","week 10","ran_pars","cohort","sd__(Intercept)",6.63213846812087e-05,NA,NA,NA,NA,NA,NA,NA,0.0152897407564646,NA,NA,"diet"
"Monoglobales","Female","week 10","ran_pars","Residual","sd__Observation",0.000136454851683183,NA,NA,NA,NA,NA,NA,NA,0.0152897407564646,NA,NA,"diet"
"Saccharimonadales","Male","week 10","fixed",NA,"dietHFHS",-0.000252176720609821,0.000126443395994977,-1.99438427468239,8.66777461545128,0.0784658063128173,-0.000539891517609044,3.5538076389401e-05,-1.99438427468239,0.179293470700505,0.74825736928186,0.0784658063128173,"diet"
"Saccharimonadales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000181781175691783,NA,NA,NA,NA,NA,NA,NA,0.179293470700505,0.74825736928186,NA,"diet"
