"order","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","R2_marginal","R2_conditional","p.adj"
"Obscuribacterales","ran_pars","Residual","sd__Observation",3.2791850946262e-06,NA,NA,NA,NA,NA,NA,0.00160650972143052,NA,NA
"Corynebacteriales","fixed",NA,"dietHFHS",-8.22509113400977e-07,8.02369259745217e-07,-1.02510048012327,15.4289982642141,0.321120110393562,-2.52858638423949e-06,8.8356815743754e-07,0.0101750871273034,NA,0.963360331180687
"Corynebacteriales","fixed",NA,"treatmentFOS+GOS",3.6802144810618e-22,7.94305042414063e-07,4.6332508098864e-16,15.4289982642141,1,-1.68893033041341e-06,1.68893033041342e-06,0.0101750871273034,NA,1
"Corynebacteriales","fixed",NA,"treatmentB. longum APC1472",7.6675356540408e-07,7.94305042414063e-07,0.965313732711241,15.4289982642141,0.349275421356125,-9.22176765009336e-07,2.45568389581749e-06,0.0101750871273034,NA,0.963360331180687
"Corynebacteriales","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0101750871273034,NA,NA
"Corynebacteriales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0101750871273034,NA,NA
"Corynebacteriales","ran_pars","Residual","sd__Observation",3.93079054334088e-06,NA,NA,NA,NA,NA,NA,0.0101750871273034,NA,NA
"Micrococcales","fixed",NA,"dietHFHS",-1.00869913323266e-08,5.75884805942911e-07,-0.0175156406771506,11.7592985048658,0.986318931208882,-1.26768665190542e-06,1.24751266924077e-06,0.0151806627794921,NA,1
"Micrococcales","fixed",NA,"treatmentFOS+GOS",-1.67894367912876e-08,5.70196376860679e-07,-0.0294450078475155,11.744666036553,0.977004110545707,-1.2621428137083e-06,1.22856394012572e-06,0.0151806627794921,NA,1
"Micrococcales","fixed",NA,"treatmentB. longum APC1472",7.96211634905102e-07,5.70126445776089e-07,1.39655271353226,11.7435198954917,0.188383130179274,-4.49002806489661e-07,2.04142607629987e-06,0.0151806627794921,NA,0.753532520717094
"Micrococcales","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0151806627794921,NA,NA
"Micrococcales","ran_pars","cohort","sd__(Intercept)",1.13361992660688e-07,NA,NA,NA,NA,NA,NA,0.0151806627794921,NA,NA
"Micrococcales","ran_pars","Residual","sd__Observation",2.81234362135135e-06,NA,NA,NA,NA,NA,NA,0.0151806627794921,NA,NA
"Eubacteriales","fixed",NA,"dietHFHS",7.23467551033401e-07,5.06211922207061e-07,1.429179202021,10.609274441571,0.181729739166338,-3.95724198387958e-07,1.84265930045476e-06,0.0155724929798834,NA,0.710796120680892
"Eubacteriales","fixed",NA,"treatmentFOS+GOS",-7.23467551033402e-07,5.01124236074126e-07,-1.44368900754261,10.609274441571,0.177699030170223,-1.83141085668283e-06,3.84475754616028e-07,0.0155724929798834,NA,0.710796120680892
"Eubacteriales","fixed",NA,"treatmentB. longum APC1472",-7.23467551033402e-07,5.01124236074126e-07,-1.44368900754261,10.609274441571,0.177699030170223,-1.83141085668283e-06,3.84475754616028e-07,0.0155724929798834,NA,0.710796120680892
"Eubacteriales","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0155724929798834,NA,NA
"Eubacteriales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,0.0155724929798834,NA,NA
"Eubacteriales","ran_pars","Residual","sd__Observation",2.4799218222415e-06,NA,NA,NA,NA,NA,NA,0.0155724929798834,NA,NA
"Rhizobiales","fixed",NA,"dietHFHS",2.9915231927005e-07,2.19706120645713e-07,1.36160211827893,1.2985297873229,0.362524571658391,-1.35191454037529e-06,1.95021917891539e-06,0.0433612823598011,NA,1
"Rhizobiales","fixed",NA,"treatmentFOS+GOS",-2.99128474754754e-07,2.25825074814513e-07,-1.32460257126207,1.28783380059963,0.372785411444869,-2.02021632203445e-06,1.42195937252495e-06,0.0433612823598011,NA,1
"Rhizobiales","fixed",NA,"treatmentB. longum APC1472",-2.99154947528877e-07,2.19365324084841e-07,-1.36372942613837,1.2968094971837,0.362207829867355,-1.95136440911087e-06,1.35305451405311e-06,0.0433612823598011,NA,1
"Rhizobiales","ran_pars","dam_cage","sd__(Intercept)",3.07441732894297e-07,NA,NA,NA,NA,NA,NA,0.0433612823598011,NA,NA
"Rhizobiales","ran_pars","cohort","sd__(Intercept)",3.05208039338301e-09,NA,NA,NA,NA,NA,NA,0.0433612823598011,NA,NA
"Rhizobiales","ran_pars","Residual","sd__Observation",6.05774549199087e-07,NA,NA,NA,NA,NA,NA,0.0433612823598011,NA,NA
