"order","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Pseudomonadales","ran_pars","cohort","sd__(Intercept)",7.63967520449897e-05,NA,NA,NA,NA,NA,NA,NA,0.10581729534762,NA,NA,"treatment"
"Pseudomonadales","ran_pars","Residual","sd__Observation",0.000258720858459552,NA,NA,NA,NA,NA,NA,NA,0.10581729534762,NA,NA,"treatment"
"Acholeplasmatales","fixed",NA,"treatmentFOS+GOS",-5.95703488588555e-05,4.86389861679274e-05,-1.22474487139159,17.9999999998744,0.236458443205949,-0.000161757066914084,4.26163691963732e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886411899,"treatment"
"Acholeplasmatales","fixed",NA,"treatmentB. longum APC1472",-5.95703488588555e-05,4.86389861679274e-05,-1.22474487139159,17.9999999998744,0.23645844320595,-0.000161757066914084,4.26163691963733e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886411899,"treatment"
"Acholeplasmatales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Acholeplasmatales","ran_pars","Residual","sd__Observation",9.09952109402105e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Rickettsiales","fixed",NA,"treatmentFOS+GOS",-8.8024055912584e-05,5.08037285528159e-05,-1.73262983682533,14.4543725896707,0.104435465551028,-0.000196666746591413,2.06186347662446e-05,-1.73262983682533,0.223240876031604,NA,0.263886933120578,"treatment"
"Rickettsiales","fixed",NA,"treatmentB. longum APC1472",2.57510821762287e-05,5.05625817825002e-05,0.509291283562209,14.6020126649905,0.61815745764831,-8.22769121541166e-05,0.000133779076506574,0.509291283562209,0.223240876031604,NA,0.61815745764831,"treatment"
"Rickettsiales","ran_pars","cohort","sd__(Intercept)",5.19186372363278e-05,NA,NA,NA,NA,NA,NA,NA,0.223240876031604,NA,NA,"treatment"
"Rickettsiales","ran_pars","Residual","sd__Observation",9.31088672510633e-05,NA,NA,NA,NA,NA,NA,NA,0.223240876031604,NA,NA,"treatment"
"Caldicoprobacterales","fixed",NA,"treatmentFOS+GOS",3.89214098891518e-05,3.1779198099379e-05,1.22474487139159,17.9999999996218,0.236458443206168,-2.78442078191203e-05,0.000105687027597424,1.22474487139159,0.0909090909090909,NA,0.709375329618503,"treatment"
"Caldicoprobacterales","fixed",NA,"treatmentB. longum APC1472",0,3.1779198099379e-05,0,17.9999999998359,1,-6.67656177082152e-05,6.67656177082152e-05,0,0.0909090909090909,NA,1,"treatment"
"Caldicoprobacterales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Caldicoprobacterales","ran_pars","Residual","sd__Observation",5.9453435657147e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Monoglobales","fixed",NA,"treatmentFOS+GOS",-2.23388808220708e-05,1.82396198129728e-05,-1.22474487139159,17.9999999993346,0.236458443206416,-6.0658900092864e-05,1.59811384487223e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886412786,"treatment"
"Monoglobales","fixed",NA,"treatmentB. longum APC1472",-2.23388808220708e-05,1.82396198129728e-05,-1.22474487139159,17.9999999993611,0.236458443206393,-6.06589000928599e-05,1.59811384487183e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886412786,"treatment"
"Monoglobales","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Monoglobales","ran_pars","Residual","sd__Observation",3.4123204102579e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Xanthomonadales","fixed",NA,"treatmentFOS+GOS",-8.44215487359313e-07,9.6263789798896e-06,-0.087698135417581,15.507056742881,0.931239106769866,-2.13040764428917e-05,1.96156454681731e-05,-0.087698135417581,0.105817295346779,NA,1,"treatment"
"Xanthomonadales","fixed",NA,"treatmentB. longum APC1472",1.2263760493327e-05,9.59074911257833e-06,1.2787072573135,15.0979544720785,0.220306772522461,-8.16689193907176e-06,3.26944129257257e-05,1.2787072573135,0.105817295346779,NA,0.660920317567382,"treatment"
"Xanthomonadales","ran_pars","cohort","sd__(Intercept)",5.26874152018305e-06,NA,NA,NA,NA,NA,NA,NA,0.105817295346779,NA,NA,"treatment"
"Xanthomonadales","ran_pars","Residual","sd__Observation",1.78428178248294e-05,NA,NA,NA,NA,NA,NA,NA,0.105817295346779,NA,NA,"treatment"
